location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.order
3,0.0011,13.079,2026-02-23_16h40.48.208,ant_ver113,2025.2.3,Win32,29.85074627,7231,7231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-23_16h40.48.208,ant_ver113,2025.2.3,Win32,29.85074627,7231,7231,13.0795,58.4823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-23_16h40.48.208,ant_ver113,2025.2.3,Win32,29.85074627,7231,7231,,,58.4827,96.1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-23_16h40.48.208,ant_ver113,2025.2.3,Win32,29.85074627,7231,7231,,,,,96.1874,97.5824,1.4,97.5842,101.5827,right,1,0.7415,,101.5832,102.5834,0,0,0,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-23_16h40.48.208,ant_ver113,2025.2.3,Win32,29.85074627,7231,7231,,,,,102.5848,104.0837,1.5,104.0857,108.0841,left,1,0.7206,,108.0859,109.0832,0,1,1,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-23_16h40.48.208,ant_ver113,2025.2.3,Win32,29.85074627,7231,7231,,,,,109.0841,109.9175,0.85,109.919,113.9165,right,1,0.6782,,113.9182,114.9176,0,2,2,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-23_16h40.48.208,ant_ver113,2025.2.3,Win32,29.85074627,7231,7231,,,,,114.9188,116.2511,1.35,116.2528,120.2505,right,1,0.5835,,120.2529,121.2504,0,3,3,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-23_16h40.48.208,ant_ver113,2025.2.3,Win32,29.85074627,7231,7231,,,,,121.2511,122.0836,0.85,122.0848,126.0841,left,1,0.5689,,126.0854,127.0842,0,4,4,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-23_16h40.48.208,ant_ver113,2025.2.3,Win32,29.85074627,7231,7231,,,,,127.0849,127.7181,0.65,127.7197,131.7181,left,1,0.6858,,131.7194,132.7187,0,5,5,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-23_16h40.48.208,ant_ver113,2025.2.3,Win32,29.85074627,7231,7231,,,,,132.7196,133.5185,0.8,133.52,137.5177,left,1,0.6537,,137.5184,138.5185,0,6,6,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
