location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.order
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,377.8056,379.1061,1.3,379.1067,383.1061,right,1,0.4533,,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,0,36,36,43,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,383.1067,383.7561,0.65,383.7567,387.756,left,1,0.465,,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,0,37,37,38,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,387.7565,389.006,1.25,389.0066,393.0059,left,1,0.4883,,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,0,38,38,8,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,393.0064,393.7559,0.75,393.7565,397.7559,right,1,0.5655,,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,0,39,39,44,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,397.7563,398.8559,1.1,398.8565,402.8558,right,1,0.4259,,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,0,40,40,30,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,402.8563,403.6552,0.8,403.6559,407.6557,right,1,0.6705,,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,0,41,41,3,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,407.6561,409.2058,1.55,409.2064,413.2056,left,1,0.5821,,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,0,42,42,4,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,413.2061,414.5056,1.3,414.5062,418.5057,right,1,0.4657,,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,0,43,43,28,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,418.5061,419.1557,0.65,419.1563,423.1556,right,1,0.5256,,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,,,,,,0,44,44,2,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,423.1561,424.3055,1.15,424.3062,428.3055,right,1,0.4658,,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,0,45,45,39,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,428.3061,429.3554,1.05,429.3561,433.3553,left,1,0.4821,,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,0,46,46,22,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,433.3557,434.9054,1.55,434.9061,438.9052,left,1,0.6158,,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,0,47,47,15,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,438.9057,440.1552,1.25,440.156,444.1552,right,1,0.6155,,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,,,,,,1,0,48,40,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,444.1558,445.1052,0.95,445.1059,449.1052,left,1,0.4373,,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,1,1,49,24,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,449.1057,449.5551,0.45,449.5556,453.5551,right,1,0.4698,,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,1,2,50,0,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,453.5557,454.6551,1.1,454.6557,458.655,right,1,0.509,,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,1,3,51,39,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,458.6555,460.205,1.55,460.2057,464.205,left,1,0.5319,,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,1,4,52,14,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,464.2055,465.055,0.85,465.0556,469.055,left,1,0.6824,,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,1,5,53,12,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,469.0555,469.9049,0.85,469.9056,473.9048,right,1,0.5988,,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,,,,,,1,6,54,13,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,473.9053,475.2547,1.35,475.2554,479.2547,left,1,0.5154,,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,1,7,55,5,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,479.2553,480.0047,0.75,480.0054,484.0046,right,1,0.6322,,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,1,8,56,47,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,484.0052,485.1046,1.1,485.1053,489.1036,left,1,0.6204,,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,1,9,57,32,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,489.1041,489.9545,0.85,489.9553,493.9545,right,1,0.7936,,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,1,10,58,28,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,493.955,495.5045,1.55,495.5052,499.5045,left,1,0.9321,,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,1,11,59,16,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,499.505,500.4535,0.95,500.4542,504.4535,left,1,0.5609,,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,1,12,60,31,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,504.4539,505.1535,0.7,505.1542,509.1534,left,1,0.6332,,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,1,13,61,6,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,509.154,509.6043,0.45,509.605,513.6042,right,1,0.6677,,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,1,14,62,43,1,,,,,,,,,
