location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.order
1,0.0001,11.8118,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,11.8121,22.3448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,22.345,44.8611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,44.8818,45.5775,0.7,45.5784,49.5777,right,0,1.5534,,49.5781,50.5771,0,0,0,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,50.578,51.5773,1,51.5781,55.5773,left,1,0.8535,,55.5784,56.5772,0,1,1,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,56.5779,57.6272,1.05,57.628,61.6272,right,1,0.8857,,61.6282,62.6271,0,2,2,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,62.6277,63.9766,1.35,63.9773,67.9771,right,1,1.3698,,67.9781,68.9761,0,3,3,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,68.9765,70.277,1.3,70.2777,74.2761,right,0,0.7362,,74.2769,75.2758,0,4,4,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,75.2763,76.8268,1.55,76.8275,80.8269,left,1,0.6066,,80.8278,81.8259,0,5,5,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,81.8263,83.2269,1.4,83.2276,87.2268,left,1,0.6764,,87.2277,88.2268,0,6,6,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,88.2273,89.5268,1.3,89.5275,93.5267,right,1,0.7918,,93.5277,94.5258,0,7,7,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,94.5262,95.5766,1.05,95.5771,99.5766,left,1,0.5705,,99.5775,100.5767,0,8,8,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,100.5772,101.4756,0.9,101.4763,105.4765,right,1,0.5681,,105.4774,106.4756,0,9,9,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,106.4761,107.4765,1,107.4772,111.4759,right,1,0.7686,,111.4767,112.4763,0,10,10,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,112.4768,113.5764,1.1,113.5771,117.5764,left,1,0.4377,,117.5775,118.5763,0,11,11,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,118.5769,119.9763,1.4,119.9771,123.9755,left,1,0.7155,,123.9763,124.9761,0,12,12,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,124.9766,125.7762,0.8,125.7769,129.7763,right,1,0.6228,,129.7772,130.7763,0,13,13,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,130.7767,132.1261,1.35,132.1268,136.1261,left,1,0.6544,,136.1269,137.1252,0,14,14,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,137.1257,138.3252,1.2,138.3258,142.3261,left,1,0.6125,,142.3269,143.326,0,15,15,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,143.3264,143.9761,0.65,143.9767,147.976,left,1,0.7405,,147.9767,148.976,0,16,16,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,148.9765,149.9262,0.95,149.9267,153.9258,right,1,0.6662,,153.9268,154.9259,0,17,17,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,154.9264,155.5759,0.65,155.5766,159.5749,left,1,0.4709,,159.5757,160.5749,0,18,18,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,160.5754,161.0257,0.45,161.0263,165.0257,left,1,0.5332,,165.0265,166.0249,0,19,19,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,166.0255,166.4257,0.4,166.4263,170.4256,right,1,0.8906,,170.4264,171.4256,0,20,20,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,171.4261,171.8747,0.45,171.8753,175.8757,right,1,0.4253,,175.8764,176.8756,0,21,21,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,176.8761,178.0755,1.2,178.0763,182.0755,left,1,0.654,,182.0762,183.0755,0,22,22,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,183.076,183.6755,0.6,183.6762,187.6754,left,1,0.4655,,187.6762,188.6754,0,23,23,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,,,,,,,,,,,,,,,,,,,,,,188.6759,200.3588,space,1.6604,,,,,,,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,200.3687,200.9585,0.6,200.9594,204.9586,left,1,0.6094,,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,0,0,0,21,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,204.9593,205.3585,0.4,205.3592,209.3584,right,1,0.5686,,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,0,1,1,25,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,209.359,210.0085,0.65,210.0091,214.0083,left,1,0.3988,,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,0,2,2,37,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,214.0088,215.3083,1.3,215.309,219.3083,right,1,0.4322,,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,0,3,3,35,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,219.3088,220.1583,0.85,220.1589,224.1582,right,1,0.4597,,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,0,4,4,19,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,224.1587,224.6582,0.5,224.6587,228.6582,left,1,0.5908,,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,0,5,5,46,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,228.6588,229.5581,0.9,229.5588,233.5581,right,1,0.5491,,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,0,6,6,7,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,233.5586,234.0581,0.5,234.0588,238.0581,left,1,0.5324,,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,,,,,,0,7,7,34,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,238.0586,239.408,1.35,239.4087,243.408,right,1,0.5324,,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,0,8,8,45,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,243.4085,244.058,0.65,244.0586,248.0579,left,1,0.4321,,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,0,9,9,10,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,248.0586,248.6077,0.55,248.6083,252.6079,left,1,0.4374,,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,0,10,10,24,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,252.6084,253.6077,1,253.6084,257.6077,right,1,0.5349,,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,0,11,11,27,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,257.6083,258.3078,0.7,258.3084,262.3078,left,1,0.4704,,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,0,12,12,6,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,262.3083,263.6577,1.35,263.6584,267.6577,left,1,0.483,,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,0,13,13,9,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,267.6581,268.9077,1.25,268.9082,272.9076,left,1,0.4605,,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,0,14,14,5,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,272.908,274.3575,1.45,274.3581,278.3575,left,1,0.6073,,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,0,15,15,1,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,278.358,279.1075,0.75,279.1082,283.1074,left,1,0.6497,,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,0,16,16,32,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,283.1079,284.2074,1.1,284.208,288.2074,left,1,0.4502,,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,0,17,17,14,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,288.2079,289.7574,1.55,289.7581,293.7573,left,0,0.4326,,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,,,,,,0,18,18,40,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,293.7577,295.2063,1.45,295.207,299.2063,right,1,0.5092,,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,0,19,19,23,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,299.2069,300.5571,1.35,300.5578,304.5562,right,1,0.5491,,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,0,20,20,26,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,304.5567,305.1571,0.6,305.1577,309.1561,left,1,0.504,,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,0,21,21,12,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,309.1566,309.6561,0.5,309.6568,313.657,right,1,0.442,,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,0,22,22,29,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,313.6575,314.256,0.6,314.2566,318.256,right,1,0.5347,,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,0,23,23,0,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,318.2565,319.656,1.4,319.6567,323.6568,right,1,0.4659,,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,,,,,,0,24,24,13,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,323.6573,324.1568,0.5,324.1574,328.1566,left,1,0.676,,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,,,,,,0,25,25,42,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,328.157,329.5067,1.35,329.5076,333.5059,left,1,0.4531,,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,0,26,26,17,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,333.5064,334.6067,1.1,334.6073,338.6066,left,1,0.5823,,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,0,27,27,16,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,338.6072,339.4567,0.85,339.4573,343.4557,right,1,0.5075,,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,,,,,,0,28,28,36,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,343.4562,344.2567,0.8,344.2573,348.2565,left,1,0.4762,,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,0,29,29,31,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,348.257,349.8065,1.55,349.8072,353.8065,right,1,0.6134,,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,0,30,30,41,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,353.8069,354.7064,0.9,354.7071,358.7063,right,1,0.4634,,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,0,31,31,47,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,358.7068,359.5063,0.8,359.5071,363.5064,right,1,0.5271,,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,0,32,32,18,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,363.5068,364.0563,0.55,364.0569,368.0562,left,1,0.4807,,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,0,33,33,20,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,368.0567,369.1062,1.05,369.1068,373.1054,right,1,0.5658,,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,0,34,34,11,1,,,,,,,,,
1,,,2026-03-08_14h19.50.342,ant_ver113,2025.2.3,MacIntel,59.88023952,129252,129252,,,,,373.1059,373.8063,0.7,373.807,377.8051,left,1,0.4651,,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,0,35,35,33,1,,,,,,,,,
