PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran
,,2026-01-20_12h25.58.775,ant_ver113,2025.2.3,MacIntel,58.82352941,129131,,,,,1307.527,1308.277,0.75,1308.278,1312.277,left,1,0.436,,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,1,7,55,1,1,,,,,,,
,,2026-01-20_12h25.58.775,ant_ver113,2025.2.3,MacIntel,58.82352941,129131,,,,,1312.277,1313.577,1.3,1313.578,1317.577,right,1,0.403,,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,1,8,56,35,1,,,,,,,
,,2026-01-20_12h25.58.775,ant_ver113,2025.2.3,MacIntel,58.82352941,129131,,,,,1317.578,1318.827,1.25,1318.828,1322.827,right,1,0.503,,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,1,9,57,25,1,,,,,,,
,,2026-01-20_12h25.58.775,ant_ver113,2025.2.3,MacIntel,58.82352941,129131,,,,,1322.828,1323.626,0.8,1323.627,1327.627,left,1,0.468,,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,1,10,58,10,1,,,,,,,
,,2026-01-20_12h25.58.775,ant_ver113,2025.2.3,MacIntel,58.82352941,129131,,,,,1327.628,1328.777,1.15,1328.778,1332.777,right,1,0.401,,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,1,11,59,28,1,,,,,,,
,,2026-01-20_12h25.58.775,ant_ver113,2025.2.3,MacIntel,58.82352941,129131,,,,,1332.778,1333.727,0.95,1333.728,1337.727,right,1,0.501,,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,1,12,60,47,1,,,,,,,
,,2026-01-20_12h25.58.775,ant_ver113,2025.2.3,MacIntel,58.82352941,129131,,,,,1337.728,1338.327,0.6,1338.328,1342.328,left,1,0.426,,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,1,13,61,5,1,,,,,,,
,,2026-01-20_12h25.58.775,ant_ver113,2025.2.3,MacIntel,58.82352941,129131,,,,,1342.328,1343.277,0.95,1343.277,1347.278,left,1,0.485,,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,1,14,62,32,1,,,,,,,
,,2026-01-20_12h25.58.775,ant_ver113,2025.2.3,MacIntel,58.82352941,129131,,,,,1347.278,1347.728,0.45,1347.729,1351.728,left,1,0.526,,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,1,15,63,6,1,,,,,,,
,,2026-01-20_12h25.58.775,ant_ver113,2025.2.3,MacIntel,58.82352941,129131,,,,,1351.728,1352.128,0.4,1352.128,1356.128,left,1,0.434,,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,1,16,64,16,1,,,,,,,
,,2026-01-20_12h25.58.775,ant_ver113,2025.2.3,MacIntel,58.82352941,129131,,,,,1356.129,1357.578,1.45,1357.578,1361.578,right,1,0.505,,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,1,17,65,39,1,,,,,,,
,,2026-01-20_12h25.58.775,ant_ver113,2025.2.3,MacIntel,58.82352941,129131,,,,,1361.579,1362.378,0.8,1362.379,1366.378,right,1,0.392,,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,1,18,66,43,1,,,,,,,
,,2026-01-20_12h25.58.775,ant_ver113,2025.2.3,MacIntel,58.82352941,129131,,,,,1366.379,1367.278,0.9,1367.279,1371.277,left,1,0.407,,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,1,19,67,21,1,,,,,,,
,,2026-01-20_12h25.58.775,ant_ver113,2025.2.3,MacIntel,58.82352941,129131,,,,,1371.278,1372.178,0.9,1372.179,1376.178,right,1,0.639,,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,1,20,68,26,1,,,,,,,
,,2026-01-20_12h25.58.775,ant_ver113,2025.2.3,MacIntel,58.82352941,129131,,,,,1376.179,1376.678,0.5,1376.679,1380.679,left,1,0.566,,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,1,21,69,8,1,,,,,,,
,,2026-01-20_12h25.58.775,ant_ver113,2025.2.3,MacIntel,58.82352941,129131,,,,,1380.679,1382.129,1.45,1382.129,1386.13,left,1,0.454,,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,1,22,70,24,1,,,,,,,
