location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant
1,0.001,25.921,2026-02-10_08h12.50.607,ant_ver113,2025.2.3,MacIntel,47.61904762,129623,129623
