location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
2,0.0001,12.2206,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,12.2212,24.8517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,24.8519,35.9164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,35.929,36.8359,0.9,36.8368,40.8325,,0,40.8331,41.8315,0,0,0,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,41.8324,42.9314,1.1,42.9332,46.9307,right,1,46.9325,47.9305,0,1,1,2,1,stim/centre.png,stim/congRight.png,1,right,0,0.8397,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,47.9314,48.5354,0.6,48.5365,52.5342,,0,52.5348,53.5363,0,2,2,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,53.5371,54.3792,0.85,54.3804,58.3825,left,0,58.3826,59.3787,0,3,3,18,1,stim/blank.png,stim/congRight.png,-1,right,0,1.0168,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,59.3794,60.1282,0.75,60.1291,64.1344,,0,64.1345,65.1307,0,4,4,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,65.1316,65.882,0.75,65.883,69.8776,left,1,69.8793,70.8824,0,5,5,4,1,stim/centre.png,stim/congLeft.png,1,left,0,1.0835,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,70.883,72.2269,1.35,72.2285,76.2258,,0,76.2274,77.2255,0,6,6,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,77.2263,77.6757,0.45,77.677,81.6748,,0,81.6749,82.6747,0,7,7,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,82.6754,84.0632,1.4,84.0637,88.0621,,0,88.0622,89.0577,0,8,8,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,89.0587,89.6067,0.55,89.6077,93.6067,left,1,93.6086,94.6061,0,9,9,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,0.9889,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,94.6072,95.2562,0.65,95.2575,99.2618,,0,99.2629,100.255,0,10,10,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,100.2555,101.0601,0.8,101.0605,105.0601,right,1,105.0621,106.0544,0,11,11,0,1,stim/centre.png,stim/congRight.png,-1,right,0,1.3757,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,106.0554,107.1541,1.1,107.1553,111.1418,left,1,111.1425,112.1536,0,12,12,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,0.7834,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,112.1542,113.3526,1.2,113.3539,117.3581,right,1,117.3592,118.352,0,13,13,23,1,stim/both.png,stim/neutralRight.png,1,right,0,1.1167,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,118.3526,119.4516,1.1,119.4529,123.451,left,1,123.4529,124.4549,0,14,14,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,1.534,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,124.4554,125.3013,0.85,125.3024,129.3049,left,1,129.3058,130.3,0,15,15,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,1.1035,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,130.3008,130.8999,0.6,130.9008,134.8993,,0,134.9005,135.899,0,16,16,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,135.8998,136.9485,1.05,136.949,140.9541,left,0,140.9542,141.948,0,17,17,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,1.2838,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,141.9487,142.6481,0.7,142.6487,146.651,right,0,146.6511,147.6361,0,18,18,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,0.228,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,147.6371,148.0303,0.4,148.0318,152.0294,left,1,152.0314,153.0295,0,19,19,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,1.6214,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,153.0301,154.0787,1.05,154.0796,158.0785,right,0,158.0794,159.0681,0,20,20,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,0.6841,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,159.0686,160.4615,1.4,160.4628,164.4499,left,1,164.4506,165.4603,0,21,21,5,1,stim/both.png,stim/congLeft.png,-1,left,0,0.5837,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,165.4608,166.1108,0.65,166.1118,170.1099,,0,170.1113,171.1101,0,22,22,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,171.1109,172.16,1.05,172.161,176.1592,,0,176.1594,177.1595,0,23,23,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,,,,,,,,,,,,,,,,,,,,,,177.1604,193.5767,space,6.3799,,,,,,
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,193.5822,194.3729,0.8,194.3745,198.372,left,1,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,0.9838,,,,,,,0,0,0,4,1
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,198.3728,199.1216,0.75,199.1231,203.1215,right,1,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,0.7673,,,,,,,0,1,1,47,1
2,,,2026-02-27_23h46.40.489,ant_ver113,2025.2.3,Win32,60.24096386,13521,13521,,,,,203.1223,203.971,0.85,203.9719,207.9757,left,0,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,0.4507,,,,,,,0,2,2,18,1
