location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration
2,1E-04,12.3904,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,12.3909,39.9411,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,39.9414,56.441,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,56.4629,56.8563,0.4,56.8576,60.8575,,0,60.8579,61.8564,0,0,0,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,61.8574,63.2071,1.35,63.2081,67.2071,right,1,67.2084,68.207,0,1,1,0,1,stim/centre.png,stim/congRight.png,-1,right,0,0.947,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,68.2078,69.0561,0.85,69.0571,73.0571,right,1,73.0579,74.0572,0,2,2,18,1,stim/blank.png,stim/congRight.png,-1,right,0,1.1997,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,74.0579,75.4571,1.4,75.4579,79.4562,,0,79.4574,80.4571,0,3,3,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,80.4576,80.957,0.5,80.9579,84.9571,,0,84.9572,85.956,0,4,4,13,1,stim/both.png,stim/congRight.png,-1,right,0,,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,85.9566,86.8561,0.9,86.857,90.857,,0,90.8572,91.857,0,5,5,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,91.8576,93.257,1.4,93.2581,97.2568,,0,97.2569,98.2563,0,6,6,2,1,stim/centre.png,stim/congRight.png,1,right,0,,
