location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,98.2568,98.7562,0.5,98.7568,102.757,,0,102.7571,103.757,0,7,7,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,103.7575,104.7571,1,104.7578,108.7569,,0,108.757,109.756,0,8,8,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,109.7566,110.407,0.65,110.4078,114.407,,0,114.4072,115.407,0,9,9,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,115.4078,116.557,1.15,116.558,120.557,,0,120.557,121.5569,0,10,10,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,121.5575,122.506,0.95,122.5067,126.506,,0,126.5061,127.5069,0,11,11,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,127.5074,129.057,1.55,129.0578,133.057,,0,133.057,134.0569,0,12,12,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,134.0574,134.5066,0.45,134.507,138.5072,,0,138.5073,139.5059,0,13,13,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,139.5062,140.357,0.85,140.3576,144.3569,,0,144.3569,145.3569,0,14,14,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,145.3575,146.2068,0.85,146.2077,150.2068,right,0,150.207,151.2069,0,15,15,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,0.8942,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,151.2075,152.6569,1.45,152.6577,156.6568,right,1,156.658,157.6568,0,16,16,11,1,stim/upper.png,stim/incongRight.png,1,right,0,1.3682,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,157.6574,158.3068,0.65,158.3077,162.3068,right,1,162.3079,163.3059,0,17,17,23,1,stim/both.png,stim/neutralRight.png,1,right,0,0.6778,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,163.3064,164.8569,1.55,164.8576,168.856,right,0,168.8568,169.8568,0,18,18,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,1.0165,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,169.8574,171.1568,1.3,171.1577,175.1568,right,1,175.1578,176.1568,0,19,19,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,0.9968,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,176.1573,176.8568,0.7,176.8576,180.8568,right,0,180.8577,181.8559,0,20,20,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,0.6654,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,181.8565,182.4558,0.6,182.4565,186.4568,right,0,186.4568,187.4558,0,21,21,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,0.564,
2,,,2026-02-24_17h05.37.789,ant_ver113,2025.2.3,MacIntel,59.88023952,12521,12521,,,,,187.4564,188.3567,0.9,188.3575,192.3567,right,0,192.3569,193.3567,0,22,22,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,0.0459,
