location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.order
1,0.0005,16.9593,2026-03-08_23h40.21.014,ant_ver113,2025.2.3,Win32,60.24096386,129900,129900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_23h40.21.014,ant_ver113,2025.2.3,Win32,60.24096386,129900,129900,16.9598,42.1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_23h40.21.014,ant_ver113,2025.2.3,Win32,60.24096386,129900,129900,,,42.192,85.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_23h40.21.014,ant_ver113,2025.2.3,Win32,60.24096386,129900,129900,,,,,85.7325,86.2235,0.5,86.2246,90.2235,left,1,0.9802,,90.2238,91.2233,0,0,0,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-08_23h40.21.014,ant_ver113,2025.2.3,Win32,60.24096386,129900,129900,,,,,91.225,92.7582,1.5,92.7597,96.7563,left,1,0.9277,,96.759,97.7564,0,1,1,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-08_23h40.21.014,ant_ver113,2025.2.3,Win32,60.24096386,129900,129900,,,,,97.7574,99.106,1.35,99.1074,103.106,left,1,0.62,,103.1078,104.1058,0,2,2,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-08_23h40.21.014,ant_ver113,2025.2.3,Win32,60.24096386,129900,129900,,,,,104.1067,105.5563,1.45,105.5581,109.556,left,1,0.4854,,109.559,110.5558,0,3,3,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-08_23h40.21.014,ant_ver113,2025.2.3,Win32,60.24096386,129900,129900,,,,,110.5568,111.6557,1.1,111.6568,115.6559,right,1,0.518,,115.6578,116.6563,0,4,4,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-03-08_23h40.21.014,ant_ver113,2025.2.3,Win32,60.24096386,129900,129900,,,,,116.6572,117.7557,1.1,117.7572,121.7555,left,1,0.5258,,121.7572,122.7556,0,5,5,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-08_23h40.21.014,ant_ver113,2025.2.3,Win32,60.24096386,129900,129900,,,,,122.7568,123.8059,1.05,123.8068,127.8057,left,1,0.5715,,127.8074,128.8053,0,6,6,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
