location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,99.4754,99.9749,0.5,99.9753,103.9749,,0,103.9757,104.9748,0,7,7,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,104.9752,105.925,0.95,105.9255,109.925,left,1,109.926,110.9254,0,8,8,6,1,stim/blank.png,stim/congLeft.png,1,left,0,1.3684,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,110.9258,111.8244,0.9,111.8249,115.8252,,0,115.8257,116.8255,0,9,9,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,116.8261,117.7246,0.9,117.7253,121.7256,left,0,121.7257,122.7258,0,10,10,11,1,stim/upper.png,stim/incongRight.png,1,right,0,1.2643,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,122.7262,123.9754,1.25,123.9758,127.976,,0,127.976,128.9756,0,11,11,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,128.9758,130.1261,1.15,130.1271,134.1248,,0,134.1249,135.1261,0,12,12,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,135.1268,135.5262,0.4,135.5272,139.5262,,0,139.5263,140.5264,0,13,13,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,140.5269,141.2255,0.7,141.2262,145.2265,,0,145.2265,146.2266,0,14,14,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,146.2271,147.4767,1.25,147.4776,151.4766,right,1,151.4783,152.477,0,15,15,18,1,stim/blank.png,stim/congRight.png,-1,right,0,1.372,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,152.4776,153.7768,1.3,153.7777,157.776,left,1,157.7769,158.776,0,16,16,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,1.0172,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,158.7766,160.027,1.25,160.0276,164.0271,,0,164.0279,165.0263,0,17,17,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,165.0268,165.5772,0.55,165.5779,169.5764,left,1,169.5774,170.5773,0,18,18,4,1,stim/centre.png,stim/congLeft.png,1,left,0,1.0984,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,170.5778,171.8773,1.3,171.8776,175.8776,,0,175.8785,176.8766,0,19,19,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,176.8768,177.5776,0.7,177.5785,181.5778,left,1,181.5786,182.5769,0,20,20,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,1.2972,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,182.5773,183.327,0.75,183.3277,187.3275,left,1,187.3283,188.328,0,21,21,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,0.8551,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,188.3286,189.8278,1.5,189.8282,193.8283,right,0,193.8295,194.8283,0,22,22,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,1.0481,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,194.8289,195.9781,1.15,195.9786,199.9781,,0,199.9781,200.9785,0,23,23,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,,,,,,,,,,,,,,,,,,,,,,200.9793,212.6624,space,1.6523,,,,,,
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,212.6755,213.6288,0.95,213.6295,217.6288,,0,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,0,0,0,15,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,217.6293,219.029,1.4,219.0296,223.029,right,1,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,1.1646,,,,,,,0,1,1,45,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,223.0295,223.4792,0.45,223.4798,227.4783,left,1,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,1.533,,,,,,,0,2,2,34,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,227.4787,228.6792,1.2,228.6798,232.6793,left,0,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,1.4996,,,,,,,0,3,3,26,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,232.6796,234.0296,1.35,234.0304,238.0294,right,0,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,0.8856,,,,,,,0,4,4,20,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,238.0297,238.7294,0.7,238.7296,242.7298,,0,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,0,5,5,22,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,242.7302,243.73,1,243.7306,247.7299,left,0,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,1.1484,,,,,,,0,6,6,40,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,247.7303,249.1797,1.45,249.1802,253.1803,,0,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,,,0,7,7,37,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,253.181,254.3803,1.2,254.3809,258.3802,left,1,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,0.8992,,,,,,,0,8,8,24,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,258.3807,259.9303,1.55,259.9311,263.9305,,0,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,,,0,9,9,41,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,263.931,265.0805,1.15,265.081,269.0805,,0,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,0,10,10,4,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,269.0809,269.8804,0.8,269.881,273.8808,right,1,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,1.1876,,,,,,,0,11,11,13,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,273.8813,274.631,0.75,274.6317,278.6309,,0,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,0,12,12,23,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,278.6313,279.4308,0.8,279.4313,283.4314,,0,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,,,0,13,13,39,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,283.432,284.6303,1.2,284.6308,288.6315,,0,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,,,0,14,14,25,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,288.6321,289.0312,0.4,289.0316,293.0314,,0,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,,,,,,,,0,15,15,36,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,293.0319,294.5317,1.5,294.5323,298.5308,,0,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,,,0,16,16,32,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,298.5311,299.5807,1.05,299.5812,303.5819,,0,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,0,17,17,3,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,303.5825,304.632,1.05,304.6327,308.6311,left,1,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,0.8697,,,,,,,0,18,18,9,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,308.6316,309.9826,1.35,309.984,313.9824,,0,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,0,19,19,11,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,313.9829,314.4813,0.5,314.4821,318.4814,right,0,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,1.6345,,,,,,,0,20,20,21,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,318.4818,319.9324,1.45,319.9331,323.9326,right,0,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,1.3004,,,,,,,0,21,21,33,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,323.9331,324.3318,0.4,324.3324,328.3321,right,0,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,0.9836,,,,,,,0,22,22,1,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,328.3325,328.8325,0.5,328.8331,332.8331,right,1,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,1.0144,,,,,,,0,23,23,18,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,332.8337,333.7831,0.95,333.7838,337.7831,,0,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,,,0,24,24,31,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,337.7837,339.233,1.45,339.2337,343.2333,,0,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,0,25,25,7,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,343.2336,344.0835,0.85,344.0841,348.0834,,0,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,0,26,26,6,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,348.0837,348.5335,0.45,348.5342,352.5338,right,1,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,0.7815,,,,,,,0,27,27,2,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,352.5342,354.0338,1.5,354.0346,358.033,right,1,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,1.0988,,,,,,,0,28,28,27,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,358.0335,359.3338,1.3,359.3346,363.3332,,0,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,0,29,29,8,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,363.3337,364.4341,1.1,364.435,368.4342,left,1,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,1.3372,,,,,,,0,30,30,12,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,368.4348,368.983,0.55,368.9834,372.9842,right,1,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,1.4338,,,,,,,0,31,31,47,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,372.9849,373.5844,0.6,373.5852,377.5845,,0,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,,,,,,,,0,32,32,42,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,377.5851,378.9336,1.35,378.9344,382.9338,,0,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,,,0,33,33,35,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,382.9342,384.484,1.55,384.4847,388.485,right,0,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,1.5019,,,,,,,0,34,34,10,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,388.4856,389.3849,0.9,389.3856,393.385,right,0,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,1.6241,,,,,,,0,35,35,16,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,393.3854,394.7842,1.4,394.7849,398.7854,left,1,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,1.5312,,,,,,,0,36,36,5,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,398.7859,399.8845,1.1,399.8852,403.8855,right,1,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,1.1861,,,,,,,0,37,37,43,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,403.886,404.9847,1.1,404.9854,408.9856,left,0,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,1.1704,,,,,,,0,38,38,44,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,408.9862,410.5354,1.55,410.5358,414.5359,right,0,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,1.068,,,,,,,0,39,39,46,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,414.5364,415.1858,0.65,415.1865,419.1854,left,0,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,1.0482,,,,,,,0,40,40,19,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,419.1857,420.436,1.25,420.4367,424.4362,right,1,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,0.9155,,,,,,,0,41,41,0,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,424.4369,425.3862,0.95,425.387,429.3862,right,1,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,0.6509,,,,,,,0,42,42,30,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,429.3871,430.3853,1,430.3861,434.3864,,0,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,,,0,43,43,29,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,434.3868,435.4865,1.1,435.4871,439.4866,,0,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,,,0,44,44,38,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,439.487,441.0368,1.55,441.0374,445.0364,,0,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,0,45,45,14,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,445.037,445.8363,0.8,445.8371,449.8369,,0,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,0,46,46,17,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,449.8374,450.5369,0.7,450.5374,454.5371,,0,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,,,0,47,47,28,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,454.5375,455.4872,0.95,455.488,459.4873,,0,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,,,1,0,48,44,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,459.4877,460.4874,1,460.4882,464.4876,right,1,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,1.571,,,,,,,1,1,49,28,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,464.4882,465.8875,1.4,465.8883,469.8876,left,0,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,1.2979,,,,,,,1,2,50,3,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,469.8881,471.4375,1.55,471.438,475.4375,,0,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,1,3,51,17,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,475.438,476.3878,0.95,476.3885,480.3881,,0,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,,,,,,,,1,4,52,36,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,480.3887,481.488,1.1,481.4887,485.4883,,0,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,1,5,53,21,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,485.4889,486.3383,0.85,486.3391,490.3384,right,0,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,1.3501,,,,,,,1,6,54,20,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,490.3389,490.7884,0.45,490.7892,494.7884,right,1,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,1.3148,,,,,,,1,7,55,13,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,494.7889,495.6386,0.85,495.6391,499.6389,right,1,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,0.6339,,,,,,,1,8,56,47,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,499.6394,501.1389,1.5,501.1396,505.1391,,0,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,1,9,57,11,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,505.1397,505.739,0.6,505.7399,509.7391,right,1,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,0.0102,,,,,,,1,10,58,7,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,509.7398,510.4892,0.75,510.49,514.4891,,0,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,,,1,11,59,25,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,514.4897,515.8882,1.4,515.8888,519.8894,right,0,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,1.3537,,,,,,,1,12,60,16,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,519.89,520.3894,0.5,520.39,524.3896,,0,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,,,1,13,61,45,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,524.39,525.8895,1.5,525.8902,529.8896,right,1,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,0.2446,,,,,,,1,14,62,39,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,529.8901,531.3397,1.45,531.3401,535.3397,,0,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,,,1,15,63,32,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,535.3402,536.34,1,536.3405,540.3391,,0,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,,,1,16,64,46,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,540.3396,541.8392,1.5,541.8398,545.8393,,0,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,1,17,65,1,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,545.8399,546.6403,0.8,546.6408,550.6405,,0,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,1,18,66,14,1
1,,,2026-02-11_15h13.08.489,ant_ver113,2025.2.3,MacIntel,59.52380952,121177,121177,,,,,550.6412,551.8402,1.2,551.8406,554.5235,,0,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,,,1,19,67,41,1
