location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant
1,0.0002,10.2312,2026-02-25_14h58.23.145,ant_ver113,2025.2.3,MacIntel,60.24096386,129575,129575
