location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
1,0.0005,15.4651,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,15.4653,40.9346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,,,40.9347,316.9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,,,,,317.0002,317.5499,0.55,317.5505,321.551,left,1,0.9292,,321.5512,322.5469,0,0,0,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,,,,,322.5474,323.1913,0.65,323.1917,327.1921,right,1,0.5301,,327.1929,328.1878,0,1,1,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,
1,,,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,,,,,328.1883,328.8325,0.65,328.8331,332.8331,left,1,0.4273,,332.8338,333.829,0,2,2,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,
1,,,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,,,,,333.8294,335.2268,1.4,335.2273,339.2276,right,1,0.4358,,339.2285,340.2236,0,3,3,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,
1,,,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,,,,,340.224,341.4708,1.25,341.4713,345.4714,left,1,0.4938,,345.472,346.4675,0,4,4,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,
1,,,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,,,,,346.4679,347.966,1.5,347.9664,351.9666,right,1,0.4282,,351.9674,352.9626,0,5,5,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,
1,,,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,,,,,352.9629,353.4648,0.5,353.4652,357.4656,right,1,0.4359,,357.4661,358.4616,0,6,6,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,
1,,,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,,,,,358.462,358.8636,0.4,358.8642,362.8641,left,1,0.4192,,362.8649,363.8604,0,7,7,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,,,,,363.8607,364.9566,1.1,364.9569,368.9574,left,1,0.5164,,368.9581,369.9534,0,8,8,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,
1,,,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,,,,,369.9538,370.8991,0.95,370.8996,374.8999,left,1,0.598,,374.9005,375.8959,0,9,9,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,
1,,,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,,,,,375.8964,376.5907,0.7,376.5911,380.5916,left,1,0.5406,,380.5922,381.5878,0,10,10,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,,,,,381.5882,382.5333,0.95,382.5337,386.5342,left,1,0.4284,,386.5348,387.5302,0,11,11,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,
1,,,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,,,,,387.5306,389.0283,1.5,389.0287,393.0291,left,1,0.5474,,393.0297,394.025,0,12,12,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-03-05_21h35.48.057,ant_ver113,2025.2.3,Win32,125,130103,130103,,,,,394.0254,395.3727,1.35,395.3731,399.3734,left,1,0.5859,,399.3741,400.3695,0,13,13,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,
