PreExperiment.started,PreExperiment.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,id,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,549.069,550.569,1.5,550.569,554.569,,0,,,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,1,19,67,18,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,554.569,554.968,0.4,554.969,558.968,,0,,,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,1,20,68,27,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,558.969,559.768,0.8,559.769,563.767,,0,,,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,,,,,,1,21,69,13,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,563.768,564.518,0.75,564.519,568.518,,0,,,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,1,22,70,4,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,568.522,569.318,0.8,569.319,573.318,,0,,,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,1,23,71,12,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,573.319,574.768,1.45,574.769,578.768,,0,,,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,1,24,72,19,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,578.769,579.567,0.8,579.569,583.568,,0,,,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,1,25,73,37,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,583.569,584.168,0.6,584.169,588.168,,0,,,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,1,26,74,22,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,588.169,589.418,1.25,589.419,593.418,,0,,,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,1,27,75,16,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,593.419,594.619,1.2,594.62,598.62,,0,,,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,1,28,76,17,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,598.623,600.068,1.45,600.07,604.068,,0,,,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,,,,,,1,29,77,2,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,604.069,605.268,1.2,605.27,609.267,,0,,,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,1,30,78,1,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,609.269,610.718,1.45,610.719,614.718,,0,,,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,1,31,79,15,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,614.719,615.718,1,615.719,619.718,,0,,,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,1,32,80,28,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,619.719,620.618,0.9,620.62,624.618,,0,,,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,1,33,81,14,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,624.619,626.018,1.4,626.019,630.018,,0,,,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,1,34,82,20,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,630.019,631.318,1.3,631.319,635.319,,0,,,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,1,35,83,41,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,635.323,636.068,0.75,636.07,640.068,,0,,,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,1,36,84,10,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,640.069,640.918,0.85,640.92,644.918,,0,,,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,1,37,85,47,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,644.919,646.318,1.4,646.319,650.318,,0,,,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,1,38,86,32,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,650.319,651.168,0.85,651.17,655.168,,0,,,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,1,39,87,29,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,655.168,656.718,1.55,656.719,660.719,,0,,,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,1,40,88,24,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,660.719,662.268,1.55,662.269,666.27,,0,,,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,1,41,89,23,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,666.274,666.918,0.65,666.92,670.918,,0,,,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,1,42,90,44,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,670.919,671.518,0.6,671.52,675.519,,0,,,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,1,43,91,25,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,675.52,676.119,0.6,676.119,680.119,,0,,,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,1,44,92,45,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,680.12,681.118,1,681.119,685.12,,0,,,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,1,45,93,38,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,685.121,686.218,1.1,686.22,690.218,,0,,,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,1,46,94,31,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,690.218,691.767,1.55,691.77,695.768,,0,,,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,1,47,95,21,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.774,742.752,0,0,0,0,1,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,742.762,743.26,0.5,743.262,747.259,,0,,,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,0,0,0,39,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,747.26,748.51,1.25,748.512,752.509,,0,,,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,0,1,1,38,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,752.51,753.21,0.7,753.211,757.21,,0,,,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,0,2,2,16,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,757.211,758.31,1.1,758.312,762.31,,0,,,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,0,3,3,9,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,762.31,763.76,1.45,763.761,767.762,,0,,,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,,,,,,0,4,4,2,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,767.766,768.56,0.8,768.561,772.559,,0,,,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,0,5,5,35,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,772.561,773.51,0.95,773.511,777.51,,0,,,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,,,,,,0,6,6,36,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,777.513,778.409,0.9,778.412,782.409,,0,,,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,0,7,7,11,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,782.41,783.409,1,783.41,787.41,,0,,,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,0,8,8,43,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,787.41,788.059,0.65,788.06,792.06,,0,,,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,0,9,9,3,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,792.061,792.91,0.85,792.911,796.91,,0,,,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,0,10,10,4,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,796.91,797.46,0.55,797.461,801.46,,0,,,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,0,11,11,23,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,801.464,802.11,0.65,802.111,806.11,,0,,,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,0,12,12,41,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,806.111,807.209,1.1,807.212,811.209,,0,,,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,0,13,13,8,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,811.21,812.06,0.85,812.061,816.061,,0,,,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,0,14,14,32,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,816.062,817.06,1,817.061,821.059,,0,,,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,,,,,,0,15,15,40,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,821.06,822.36,1.3,822.361,826.359,,0,,,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,0,16,16,1,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,826.36,827.759,1.4,827.761,831.759,,0,,,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,,,,,,0,17,17,42,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,831.76,832.76,1,832.761,836.759,,0,,,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,0,18,18,10,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,836.761,837.711,0.95,837.713,841.71,,0,,,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,0,19,19,44,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,841.711,842.31,0.6,842.311,846.31,,0,,,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,0,20,20,46,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,846.311,847.41,1.1,847.411,851.41,,0,,,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,,,,,,0,21,21,13,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,851.411,852.61,1.2,852.611,856.61,,0,,,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,0,22,22,7,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,856.61,857.16,0.55,857.161,861.159,,0,,,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,0,23,23,22,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,861.16,862.11,0.95,862.111,866.11,,0,,,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,0,24,24,12,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,866.111,867.011,0.9,867.016,871.009,,0,,,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,0,25,25,14,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,871.013,872.509,1.5,872.51,876.509,,0,,,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,0,26,26,30,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,876.51,877.71,1.2,877.712,881.709,,0,,,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,0,27,27,0,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,881.711,883.01,1.3,883.011,887.01,,0,,,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,0,28,28,31,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,887.011,888.26,1.25,888.261,892.26,,0,,,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,0,29,29,33,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,892.261,893.76,1.5,893.761,897.759,,0,,,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,0,30,30,18,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,897.76,898.91,1.15,898.911,902.909,,0,,,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,,,,,,0,31,31,34,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,902.913,904.16,1.25,904.162,908.16,,0,,,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,0,32,32,37,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,908.161,909.61,1.45,909.613,913.61,,0,,,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,0,33,33,29,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,913.611,914.01,0.4,914.011,918.01,,0,,,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,0,34,34,25,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,918.01,919.21,1.2,919.211,923.209,,0,,,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,0,35,35,47,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,923.211,923.61,0.4,923.611,927.609,,0,,,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,0,36,36,5,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,927.61,928.359,0.75,928.36,932.36,,0,,,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,0,37,37,6,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,932.361,932.96,0.6,932.961,936.96,,0,,,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,0,38,38,19,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,936.965,937.81,0.85,937.812,941.81,,0,,,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,0,39,39,27,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,941.81,942.26,0.45,942.261,946.259,,0,,,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,0,40,40,17,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,946.26,947.11,0.85,947.111,951.11,,0,,,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,0,41,41,45,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,951.111,952.009,0.9,952.011,956.01,,0,,,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,0,42,42,28,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,956.01,956.81,0.8,956.811,960.81,,0,,,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,0,43,43,15,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,960.811,961.359,0.55,961.361,965.36,,0,,,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,0,44,44,26,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,965.361,966.909,1.55,966.91,970.91,,0,,,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,0,45,45,20,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,970.914,971.86,0.95,971.862,975.86,,0,,,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,0,46,46,24,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,975.861,976.91,1.05,976.911,980.91,,0,,,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,0,47,47,21,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,980.911,982.259,1.35,982.261,986.26,,0,,,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,1,0,48,45,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,986.261,987.66,1.4,987.662,991.66,,0,,,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,1,1,49,1,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,991.661,992.71,1.05,992.711,996.71,,0,,,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,1,2,50,17,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,996.711,997.61,0.9,997.611,1001.611,,0,,,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,1,3,51,30,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1001.615,1002.61,1,1002.612,1006.61,,0,,,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,1,4,52,4,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1006.611,1007.609,1,1007.61,1011.609,,0,,,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,,,,,,1,5,53,13,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1011.61,1012.36,0.75,1012.361,1016.359,,0,,,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,1,6,54,44,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1016.361,1017.11,0.75,1017.111,1021.11,,0,,,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,1,7,55,23,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1021.111,1021.91,0.8,1021.912,1025.909,,0,,,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,1,8,56,32,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1025.911,1027.16,1.25,1027.161,1031.16,,0,,,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,1,9,57,27,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1031.16,1032.359,1.2,1032.36,1036.36,,0,,,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,1,10,58,12,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1036.365,1037.36,1,1037.362,1041.36,,0,,,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,1,11,59,39,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1041.361,1042.61,1.25,1042.611,1046.609,,0,,,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,1,12,60,37,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1046.61,1047.61,1,1047.611,1051.609,,0,,,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,1,13,61,35,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1051.61,1052.559,0.95,1052.561,1056.561,,0,,,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,1,14,62,41,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1056.561,1057.41,0.85,1057.411,1061.41,,0,,,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,1,15,63,28,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1061.411,1061.809,0.4,1061.811,1065.81,,0,,,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,1,16,64,18,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1065.811,1066.96,1.15,1066.961,1070.96,,0,,,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,1,17,65,33,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1070.965,1071.76,0.8,1071.762,1075.76,,0,,,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,1,18,66,29,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1075.761,1076.509,0.75,1076.51,1080.51,,0,,,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,1,19,67,6,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1080.511,1081.16,0.65,1081.161,1085.16,,0,,,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,,,,,,1,20,68,42,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1085.16,1085.76,0.6,1085.761,1089.759,,0,,,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,1,21,69,26,1,,,,,,,,,
,,,001,2026-01-16_16h01.15.540,ant_ver113,2025.2.3,MacIntel,119.9040767,91122,,,,,1089.761,1091.209,1.45,1091.211,1095.21,,0,,,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,1,22,70,10,1,,,,,,,,,
