location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
1,0.0003,13.1813,2026-03-13_00h40.50.491,ant_ver113,2025.2.3,MacIntel,120.4819277,130519,130519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_00h40.50.491,ant_ver113,2025.2.3,MacIntel,120.4819277,130519,130519,13.1815,26.1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_00h40.50.491,ant_ver113,2025.2.3,MacIntel,120.4819277,130519,130519,,,26.1984,45.5817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_00h40.50.491,ant_ver113,2025.2.3,MacIntel,120.4819277,130519,130519,,,,,45.5994,46.9483,1.35,46.9496,50.9483,,0,50.9486,51.9481,0,0,0,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_00h40.50.491,ant_ver113,2025.2.3,MacIntel,120.4819277,130519,130519,,,,,51.9489,53.2979,1.35,53.2988,57.2978,right,0,57.2981,58.2978,0,1,1,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,1.668,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_00h40.50.491,ant_ver113,2025.2.3,MacIntel,120.4819277,130519,130519,,,,,58.2986,59.2979,1,59.2988,63.2978,,0,63.2979,64.2979,0,2,2,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_00h40.50.491,ant_ver113,2025.2.3,MacIntel,120.4819277,130519,130519,,,,,64.2985,64.9479,0.65,64.9489,68.9479,right,0,68.948,69.9478,0,3,3,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,1.4231,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_00h40.50.491,ant_ver113,2025.2.3,MacIntel,120.4819277,130519,130519,,,,,69.9484,70.6978,0.75,70.6987,74.6976,right,1,74.6988,75.6977,0,4,4,18,1,stim/blank.png,stim/congRight.png,-1,right,0,0.8344,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_00h40.50.491,ant_ver113,2025.2.3,MacIntel,120.4819277,130519,130519,,,,,75.6983,76.0968,0.4,76.0977,80.0978,right,1,80.0987,81.0978,0,5,5,2,1,stim/centre.png,stim/congRight.png,1,right,0,1.4351,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_00h40.50.491,ant_ver113,2025.2.3,MacIntel,120.4819277,130519,130519,,,,,81.0985,81.8976,0.8,81.8986,85.8977,,0,85.8985,86.8978,0,6,6,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,,,
