location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.order
1,0.0003,13.5817,2026-02-18_22h42.26.429,ant_ver113,2025.2.3,MacIntel,125,130323,130323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-18_22h42.26.429,ant_ver113,2025.2.3,MacIntel,125,130323,130323,13.5819,46.8481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-18_22h42.26.429,ant_ver113,2025.2.3,MacIntel,125,130323,130323,,,46.8482,87.9393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-18_22h42.26.429,ant_ver113,2025.2.3,MacIntel,125,130323,130323,,,,,87.958,88.9557,1,88.9567,92.9558,right,1,1.1155,,92.956,93.9561,0,0,0,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-02-18_22h42.26.429,ant_ver113,2025.2.3,MacIntel,125,130323,130323,,,,,93.9566,94.9057,0.95,94.9063,98.9051,right,1,1.116,,98.9058,99.9056,0,1,1,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-02-18_22h42.26.429,ant_ver113,2025.2.3,MacIntel,125,130323,130323,,,,,99.9061,101.0057,1.1,101.0061,105.0056,right,1,0.6529,,105.0063,106.0055,0,2,2,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-02-18_22h42.26.429,ant_ver113,2025.2.3,MacIntel,125,130323,130323,,,,,106.0061,107.5545,1.55,107.555,111.5512,left,1,0.4928,,111.5521,112.5514,0,3,3,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-18_22h42.26.429,ant_ver113,2025.2.3,MacIntel,125,130323,130323,,,,,112.5518,112.9513,0.4,112.952,116.9513,left,1,0.7427,,116.9521,117.9512,0,4,4,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-18_22h42.26.429,ant_ver113,2025.2.3,MacIntel,125,130323,130323,,,,,117.9516,119.1513,1.2,119.1518,123.1513,left,1,0.467,,123.152,124.1513,0,5,5,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-18_22h42.26.429,ant_ver113,2025.2.3,MacIntel,125,130323,130323,,,,,124.1517,124.6003,0.45,124.6008,128.6012,right,0,0.8274,,128.6018,129.6013,0,6,6,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
