location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,resp.rt,resp.duration,End.started,End.stopped
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,487.198,488.198,1,488.198,492.195,,0,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,1,10,58,12,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,492.195,493.594,1.4,493.594,497.591,,0,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,1,11,59,24,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,497.592,498.141,0.55,498.142,502.138,,0,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,1,12,60,6,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,502.138,503.686,1.55,503.686,507.684,,0,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,1,13,61,26,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,507.684,508.983,1.3,508.983,512.981,,0,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,1,14,62,17,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,512.982,514.179,1.2,514.18,518.178,,0,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,1,15,63,28,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,518.178,519.027,0.85,519.028,523.024,,0,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,1,16,64,11,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,523.024,524.124,1.1,524.124,528.121,,0,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,,,,,,1,17,65,40,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,528.121,529.07,0.95,529.071,533.067,,0,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,1,18,66,10,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,533.068,534.117,1.05,534.117,538.115,,0,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,1,19,67,19,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,538.115,538.664,0.55,538.665,542.662,,0,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,1,20,68,29,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,542.662,543.061,0.4,543.062,547.058,,0,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,1,21,69,30,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,547.058,548.208,1.15,548.208,552.204,,0,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,1,22,70,4,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,552.204,553.753,1.55,553.754,557.751,,0,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,1,23,71,1,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,557.751,558.751,1,558.751,562.749,,0,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,,,,,,1,24,72,2,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,562.749,563.548,0.8,563.549,567.545,,0,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,1,25,73,15,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,567.545,567.945,0.4,567.945,571.942,,0,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,,,,,,1,26,74,36,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,571.943,572.542,0.6,572.542,576.538,,0,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,1,27,75,38,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,576.539,577.738,1.2,577.738,581.735,,0,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,1,28,76,31,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,581.735,582.984,1.25,582.985,586.982,,0,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,1,29,77,27,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,586.982,587.581,0.6,587.581,591.579,,0,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,1,30,78,23,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,591.579,592.479,0.9,592.479,596.476,,0,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,1,31,79,44,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,596.476,597.875,1.4,597.875,601.872,,0,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,1,32,80,9,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,601.872,603.222,1.35,603.222,607.218,,0,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,,,,,,1,33,81,34,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,607.218,607.868,0.65,607.868,611.865,,0,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,,,,,,1,34,82,42,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,611.865,612.715,0.85,612.715,616.712,,0,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,1,35,83,5,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,616.713,617.212,0.5,617.212,621.208,,0,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,1,36,84,46,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,621.209,621.859,0.65,621.859,625.857,,0,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,1,37,85,21,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,625.857,627.106,1.25,627.106,631.102,,0,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,1,38,86,39,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,631.102,631.751,0.65,631.752,635.75,,0,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,1,39,87,32,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,635.75,636.249,0.5,636.249,640.247,,0,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,1,40,88,0,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,640.247,641.146,0.9,641.147,645.144,,0,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,1,41,89,43,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,645.144,646.643,1.5,646.643,650.64,,0,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,1,42,90,47,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,650.64,651.089,0.45,651.089,655.086,,0,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,1,43,91,14,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,655.086,655.936,0.85,655.936,659.933,,0,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,1,44,92,35,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,659.933,660.633,0.7,660.633,664.631,,0,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,1,45,93,20,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,664.631,665.93,1.3,665.93,669.927,,0,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,,,,,,1,46,94,13,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,669.927,671.225,1.3,671.226,675.223,,0,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,1,47,95,3,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.224,689.281,0,0,0,0,1,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,689.289,689.88,0.6,689.881,693.878,left,1,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,0,0,0,17,1,,,,,,,,1.056,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,693.879,694.628,0.75,694.628,698.624,left,0,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,0,1,1,11,1,,,,,,,,1.167,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,698.624,699.823,1.2,699.824,703.821,right,1,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,,,,,,0,2,2,2,1,,,,,,,,1.291,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,703.821,704.971,1.15,704.971,708.967,left,1,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,0,3,3,22,1,,,,,,,,1.214,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,708.967,709.767,0.8,709.768,713.764,left,0,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,0,4,4,19,1,,,,,,,,0.934,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,713.764,714.314,0.55,714.315,718.312,right,1,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,0,5,5,29,1,,,,,,,,1.072,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,718.312,718.81,0.5,718.811,722.809,right,1,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,0,6,6,41,1,,,,,,,,0.898,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,722.809,723.958,1.15,723.958,727.955,left,1,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,0,7,7,32,1,,,,,,,,0.858,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,727.955,729.304,1.35,729.304,733.301,right,0,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,0,8,8,1,1,,,,,,,,1.081,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,733.301,734.25,0.95,734.251,738.248,left,1,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,,,,,,0,9,9,42,1,,,,,,,,1.167,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,738.249,738.649,0.4,738.649,742.646,left,1,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,0,10,10,24,1,,,,,,,,0.634,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,742.646,743.395,0.75,743.395,747.392,left,1,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,0,11,11,38,1,,,,,,,,0.799,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,747.392,747.843,0.45,747.843,751.839,left,0,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,0,12,12,25,1,,,,,,,,0.835,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,751.839,752.438,0.6,752.439,756.435,right,0,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,0,13,13,20,1,,,,,,,,1.002,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,756.436,757.186,0.75,757.186,761.183,left,0,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,0,14,14,26,1,,,,,,,,0.773,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,761.183,762.232,1.05,762.233,766.23,left,1,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,0,15,15,6,1,,,,,,,,0.967,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,766.23,766.83,0.6,766.83,770.827,left,0,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,0,16,16,3,1,,,,,,,,0.866,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,770.828,771.277,0.45,771.277,775.274,left,1,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,0,17,17,12,1,,,,,,,,0.553,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,775.274,775.774,0.5,775.774,779.771,right,1,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,,,,,,0,18,18,36,1,,,,,,,,0.905,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,779.772,780.621,0.85,780.621,784.617,right,1,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,0,19,19,28,1,,,,,,,,1.17,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,784.617,786.117,1.5,786.117,790.113,left,0,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,0,20,20,7,1,,,,,,,,0.933,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,790.113,790.713,0.6,790.713,794.711,left,1,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,0,21,21,4,1,,,,,,,,1.005,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,794.711,795.26,0.55,795.261,799.258,right,0,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,0,22,22,37,1,,,,,,,,1.103,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,799.258,800.007,0.75,800.007,804.005,right,1,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,0,23,23,0,1,,,,,,,,0.873,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,804.005,804.505,0.5,804.505,808.502,left,0,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,,,,,,0,24,24,40,1,,,,,,,,1.107,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,808.502,809.8,1.3,809.801,813.798,right,1,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,0,25,25,43,1,,,,,,,,0.553,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,813.799,814.847,1.05,814.848,818.845,right,1,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,0,26,26,45,1,,,,,,,,0.84,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,818.845,819.294,0.45,819.294,823.292,,0,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,0,27,27,44,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,823.292,823.792,0.5,823.792,827.789,,0,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,0,28,28,30,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,827.789,828.489,0.7,828.489,832.486,left,1,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,0,29,29,5,1,,,,,,,,0.625,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,832.486,833.085,0.6,833.085,837.082,left,1,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,0,30,30,9,1,,,,,,,,0.576,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,837.082,837.583,0.5,837.583,841.58,right,1,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,0,31,31,35,1,,,,,,,,0.823,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,841.581,842.278,0.7,842.279,846.277,right,1,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,,,,,,0,32,32,13,1,,,,,,,,0.97,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,846.277,846.876,0.6,846.876,850.874,left,1,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,0,33,33,8,1,,,,,,,,0.619,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,850.874,851.522,0.65,851.523,855.521,right,0,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,0,34,34,33,1,,,,,,,,0.939,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,855.521,856.27,0.75,856.271,860.267,right,1,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,0,35,35,18,1,,,,,,,,1.14,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,860.267,861.566,1.3,861.567,865.564,right,0,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,0,36,36,10,1,,,,,,,,0.683,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,865.564,866.163,0.6,866.164,870.16,right,1,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,0,37,37,47,1,,,,,,,,0.623,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,870.161,871.56,1.4,871.56,875.558,left,1,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,0,38,38,31,1,,,,,,,,0.582,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,875.558,876.907,1.35,876.907,880.904,left,1,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,,,,,,0,39,39,34,1,,,,,,,,0.571,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,880.904,882.253,1.35,882.254,886.249,right,1,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,0,40,40,39,1,,,,,,,,0.699,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,886.25,886.799,0.55,886.8,890.797,left,1,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,0,41,41,14,1,,,,,,,,0.919,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,890.797,891.697,0.9,891.697,895.694,right,1,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,0,42,42,27,1,,,,,,,,0.752,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,895.694,896.094,0.4,896.094,900.091,left,1,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,0,43,43,15,1,,,,,,,,0.798,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,900.092,901.441,1.35,901.441,905.438,right,1,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,0,44,44,23,1,,,,,,,,0.752,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,905.438,906.137,0.7,906.137,910.135,right,0,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,0,45,45,46,1,,,,,,,,1.023,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,910.135,910.833,0.7,910.833,914.831,right,0,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,0,46,46,16,1,,,,,,,,0.842,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,914.831,915.73,0.9,915.73,919.728,right,0,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,0,47,47,21,1,,,,,,,,0.834,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,919.728,921.227,1.5,921.228,925.225,left,0,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,1,0,48,11,1,,,,,,,,0.951,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,925.225,926.524,1.3,926.524,930.521,left,0,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,,,,,,1,1,49,40,1,,,,,,,,1.439,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,930.522,931.92,1.4,931.92,935.917,right,1,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,1,2,50,30,1,,,,,,,,1.205,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,935.918,937.366,1.45,937.366,941.363,right,1,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,1,3,51,28,1,,,,,,,,0.95,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,941.363,942.912,1.55,942.913,946.91,right,0,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,1,4,52,1,1,,,,,,,,1.018,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,946.91,947.31,0.4,947.31,951.307,left,0,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,1,5,53,26,1,,,,,,,,0.982,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,951.308,952.805,1.5,952.805,956.804,left,0,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,1,6,54,3,1,,,,,,,,1.056,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,956.804,958.353,1.55,958.353,962.35,left,1,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,1,7,55,5,1,,,,,,,,0.915,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,962.35,963.398,1.05,963.399,967.397,left,1,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,1,8,56,9,1,,,,,,,,0.769,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,967.397,968.196,0.8,968.196,972.193,,0,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,1,9,57,37,1,,,,,,,,,,,
1,,,2026-02-13_14h34.03.234,ant_ver113,2025.2.3,MacIntel,58.82352941,127079,127079,,,,,972.193,973.343,1.15,973.343,977.34,left,1,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,1,10,58,24,1,,,,,,,,0.834,,,
