PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
0.0002,18.501,2026-01-20_18h20.50.579,ant_ver113,2025.2.3,Win32,119.047619,129719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_18h20.50.579,ant_ver113,2025.2.3,Win32,119.047619,129719,18.5018,37.0982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_18h20.50.579,ant_ver113,2025.2.3,Win32,119.047619,129719,,,37.0987,76.2917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_18h20.50.579,ant_ver113,2025.2.3,Win32,119.047619,129719,,,,,76.3338,77.5351,1.2,77.5376,81.5345,left,1,1.2091,,81.535,82.5338,0,0,0,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_18h20.50.579,ant_ver113,2025.2.3,Win32,119.047619,129719,,,,,82.5347,83.6302,1.1,83.6305,87.6247,left,1,1.0342,,87.6256,88.6245,0,1,1,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_18h20.50.579,ant_ver113,2025.2.3,Win32,119.047619,129719,,,,,88.6256,89.2774,0.65,89.2787,93.2758,left,1,0.5833,,93.2795,94.2755,0,2,2,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_18h20.50.579,ant_ver113,2025.2.3,Win32,119.047619,129719,,,,,94.2763,94.7768,0.5,94.7779,98.776,right,1,0.7423,,98.7778,99.7777,0,3,3,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_18h20.50.579,ant_ver113,2025.2.3,Win32,119.047619,129719,,,,,99.7783,101.225,1.45,101.2262,105.2254,left,1,0.7366,,105.227,106.2268,0,4,4,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_18h20.50.579,ant_ver113,2025.2.3,Win32,119.047619,129719,,,,,106.2273,106.7764,0.55,106.7776,110.7768,left,1,0.6009,,110.7792,111.7765,0,5,5,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_18h20.50.579,ant_ver113,2025.2.3,Win32,119.047619,129719,,,,,111.7774,112.8271,1.05,112.828,116.8276,right,1,0.7175,,116.8287,117.8269,0,6,6,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_18h20.50.579,ant_ver113,2025.2.3,Win32,119.047619,129719,,,,,117.8278,119.3769,1.55,119.3791,123.3779,right,1,0.5732,,123.379,124.3788,0,7,7,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_18h20.50.579,ant_ver113,2025.2.3,Win32,119.047619,129719,,,,,124.3796,124.9799,0.6,124.981,128.9776,right,1,0.5698,,128.9795,129.9761,0,8,8,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_18h20.50.579,ant_ver113,2025.2.3,Win32,119.047619,129719,,,,,129.9769,131.0211,1.05,131.0222,135.0195,right,1,0.4703,,135.0213,136.0208,0,9,9,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_18h20.50.579,ant_ver113,2025.2.3,Win32,119.047619,129719,,,,,136.0213,136.5251,0.5,136.5261,140.5214,right,1,0.6626,,140.5227,141.5218,0,10,10,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_18h20.50.579,ant_ver113,2025.2.3,Win32,119.047619,129719,,,,,141.5227,143.0726,1.55,143.0738,147.0736,left,1,0.4748,,147.0752,148.0723,0,11,11,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_18h20.50.579,ant_ver113,2025.2.3,Win32,119.047619,129719,,,,,148.073,148.8724,0.8,148.8738,152.8696,left,1,0.5857,,152.8707,153.8725,0,12,12,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
