location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
2,0.001,14.859,2026-02-24_07h54.35.741,ant_ver113,2025.2.3,MacIntel,62.5,13418,13418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_07h54.35.741,ant_ver113,2025.2.3,MacIntel,62.5,13418,13418,14.86,27.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_07h54.35.741,ant_ver113,2025.2.3,MacIntel,62.5,13418,13418,,,27.577,38.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_07h54.35.741,ant_ver113,2025.2.3,MacIntel,62.5,13418,13418,,,,,38.68,40.176,1.5,40.177,44.176,,0,44.176,45.176,0,0,0,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_07h54.35.741,ant_ver113,2025.2.3,MacIntel,62.5,13418,13418,,,,,45.177,46.275,1.1,46.276,50.275,left,1,50.276,51.275,0,1,1,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,0.808,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_07h54.35.741,ant_ver113,2025.2.3,MacIntel,62.5,13418,13418,,,,,51.276,52.825,1.55,52.826,56.826,right,0,56.826,57.825,0,2,2,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,1.315,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_07h54.35.741,ant_ver113,2025.2.3,MacIntel,62.5,13418,13418,,,,,57.826,58.624,0.8,58.625,62.625,left,1,62.626,63.625,0,3,3,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,0.585,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_07h54.35.741,ant_ver113,2025.2.3,MacIntel,62.5,13418,13418,,,,,63.626,64.625,1,64.626,68.625,left,1,68.626,69.625,0,4,4,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,0.955,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_07h54.35.741,ant_ver113,2025.2.3,MacIntel,62.5,13418,13418,,,,,69.626,71.075,1.45,71.076,75.075,,0,75.076,76.075,0,5,5,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_07h54.35.741,ant_ver113,2025.2.3,MacIntel,62.5,13418,13418,,,,,76.076,77.525,1.45,77.526,81.525,right,1,81.526,82.524,0,6,6,3,1,stim/both.png,stim/incongRight.png,-1,right,0,0.962,,,,,,,,,,,,,,,,,,,,
