location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation
1,0.0006,16.6299,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,16.6303,43.4713,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,,,43.4714,60.3796,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,,,,,60.3968,61.195,0.8,61.1957,65.1962,,0,65.1964,66.1963,0,0,0,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0
1,,,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,,,,,66.1968,67.0459,0.85,67.0465,71.0456,,0,71.0457,72.0455,0,1,1,5,1,stim/both.png,stim/congLeft.png,-1,left,0
1,,,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,,,,,72.0461,73.3459,1.3,73.3466,77.3458,,0,77.3458,78.3456,0,2,2,3,1,stim/both.png,stim/incongRight.png,-1,right,0
1,,,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,,,,,78.3461,79.5459,1.2,79.5467,83.5459,,0,83.5459,84.5457,0,3,3,6,1,stim/blank.png,stim/congLeft.png,1,left,0
1,,,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,,,,,84.5462,85.4451,0.9,85.4458,89.4459,,0,89.446,90.4456,0,4,4,11,1,stim/upper.png,stim/incongRight.png,1,right,0
1,,,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,,,,,90.4461,91.4957,1.05,91.4963,95.4958,,0,95.4958,96.4957,0,5,5,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0
1,,,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,,,,,96.4961,97.3457,0.85,97.3464,101.3458,,0,101.3459,102.3456,0,6,6,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0
1,,,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,,,,,102.3461,103.3959,1.05,103.3965,107.3957,,0,107.3958,108.3958,0,7,7,0,1,stim/centre.png,stim/congRight.png,-1,right,0
1,,,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,,,,,108.3964,109.2957,0.9,109.2963,113.2948,,0,113.295,114.2958,0,8,8,9,1,stim/centre.png,stim/congLeft.png,-1,left,0
1,,,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,,,,,114.2963,115.6457,1.35,115.6462,119.6456,,0,119.6456,120.6454,0,9,9,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0
1,,,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,,,,,120.6459,121.2947,0.65,121.2952,125.2956,,0,125.2957,126.2955,0,10,10,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0
1,,,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,,,,,126.2956,127.4457,1.15,127.4462,131.4457,,0,131.4458,132.4448,0,11,11,4,1,stim/centre.png,stim/congLeft.png,1,left,0
1,,,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,,,,,132.4453,132.8456,0.4,132.8462,136.8456,,0,136.8457,137.8455,0,12,12,2,1,stim/centre.png,stim/congRight.png,1,right,0
1,,,2026-02-19_01h06.40.432,ant_ver113,2025.2.3,MacIntel,120.4819277,121472,121472,,,,,137.846,138.7447,0.9,138.7454,142.7405,,0,142.7406,144.5901,0,13,13,1,1,stim/both.png,stim/incongLeft.png,1,left,0
