location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.order
1,0.0002,22.8154,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,22.8155,66.4329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,66.433,115.4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,115.5216,117.016,1.5,117.0167,121.0179,left,0,1.4021,,121.0182,122.0151,0,0,0,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,122.0157,122.4147,0.4,122.4148,126.4162,,0,,,126.4164,127.4155,0,1,1,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,127.4165,128.2156,0.8,128.2165,132.2148,,0,,,132.2149,133.2157,0,2,2,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,133.2162,133.7672,0.55,133.7685,137.7665,,0,,,137.7667,138.7665,0,3,3,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,138.7674,139.6166,0.85,139.6181,143.6154,left,1,1.1164,,143.6176,144.6173,0,4,4,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,144.6181,146.0166,1.4,146.0176,150.0169,,0,,,150.0184,151.0156,0,5,5,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,151.016,151.616,0.6,151.6173,155.6159,,0,,,155.616,156.6169,0,6,6,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,156.6177,157.9669,1.35,157.968,161.9667,,0,,,161.9669,162.9668,0,7,7,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,162.9678,164.3658,1.4,164.3669,168.3652,left,1,1.4322,,168.3668,169.3659,0,8,8,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,169.3667,170.166,0.8,170.1665,174.1658,left,1,1.0803,,174.1665,175.165,0,9,9,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,175.1653,176.5167,1.35,176.5177,180.516,right,1,0.8492,,180.5168,181.5159,0,10,10,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,181.5164,182.7649,1.25,182.7654,186.7667,left,1,0.8088,,186.7682,187.7655,0,11,11,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,187.7658,188.8157,1.05,188.8161,192.8151,right,1,0.4691,,192.8163,193.8164,0,12,12,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,193.8171,194.215,0.4,194.2154,198.2157,left,1,0.5465,,198.2163,199.216,0,13,13,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,199.2164,200.7159,1.5,200.7165,204.7168,left,1,0.4328,,204.7181,205.7159,0,14,14,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,205.7164,206.3158,0.6,206.3164,210.3158,left,1,0.5998,,210.3161,211.317,0,15,15,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,211.318,212.8663,1.55,212.8676,216.866,right,1,0.4874,,216.8666,217.8666,0,16,16,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,217.8674,218.8658,1,218.8665,222.8668,left,1,0.617,,222.8683,223.8663,0,17,17,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,223.8673,224.9652,1.1,224.9656,228.9663,left,1,0.6049,,228.9678,229.9665,0,18,18,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,229.9672,231.365,1.4,231.3657,235.3668,left,1,0.7858,,235.3682,236.3653,0,19,19,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,236.3663,237.465,1.1,237.4662,241.4665,left,1,0.468,,241.4682,242.4658,0,20,20,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,242.4662,243.7652,1.3,243.7662,247.7656,left,1,0.4807,,247.7673,248.7658,0,21,21,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,248.7661,249.4166,0.65,249.4176,253.4163,right,1,0.6866,,253.4175,254.4152,0,22,22,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,254.4168,255.9157,1.5,255.9169,259.916,right,1,0.5042,,259.9166,260.9162,0,23,23,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-02-11_17h04.55.367,ant_ver113,2025.2.3,MacIntel,59.88023952,129755,129755,,,,,,,,,,,,,,,,,,,,,,,,,,260.9172,283.9162,space,12.9668,,,,,,,,,,,,,
