location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
1,0.0002,12.9799,2026-03-12_15h42.19.064,ant_ver113,2025.2.3,Win32,238.0952381,130483,130483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-12_15h42.19.064,ant_ver113,2025.2.3,Win32,238.0952381,130483,130483,12.98,57.1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-12_15h42.19.064,ant_ver113,2025.2.3,Win32,238.0952381,130483,130483,,,57.2,108.5823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-12_15h42.19.064,ant_ver113,2025.2.3,Win32,238.0952381,130483,130483,,,,,108.5969,109.0945,0.5,109.0954,113.0915,,0,113.0916,114.0946,0,0,0,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-12_15h42.19.064,ant_ver113,2025.2.3,Win32,238.0952381,130483,130483,,,,,114.095,115.1928,1.1,115.1936,119.1923,,0,119.1924,120.1946,0,1,1,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-12_15h42.19.064,ant_ver113,2025.2.3,Win32,238.0952381,130483,130483,,,,,120.1949,121.4925,1.3,121.4929,125.4899,,0,125.4901,126.4898,0,2,2,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-12_15h42.19.064,ant_ver113,2025.2.3,Win32,238.0952381,130483,130483,,,,,126.49,127.6899,1.2,127.6903,131.69,,0,131.69,132.69,0,3,3,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-12_15h42.19.064,ant_ver113,2025.2.3,Win32,238.0952381,130483,130483,,,,,132.6902,133.3899,0.7,133.3902,137.3896,,0,137.3897,138.388,0,4,4,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-12_15h42.19.064,ant_ver113,2025.2.3,Win32,238.0952381,130483,130483,,,,,138.3884,139.1855,0.8,139.1857,143.1837,left,1,143.185,144.1854,0,5,5,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,0.7003,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-12_15h42.19.064,ant_ver113,2025.2.3,Win32,238.0952381,130483,130483,,,,,144.1857,144.9356,0.75,144.9359,148.9337,left,1,148.9348,149.9353,0,6,6,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,0.5088,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-12_15h42.19.064,ant_ver113,2025.2.3,Win32,238.0952381,130483,130483,,,,,149.9357,150.6836,0.75,150.6842,154.6813,left,1,154.6822,155.6835,0,7,7,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,0.342,,,,,,,,,,,,,,,,,,,,
