location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order
1,,,2026-03-02_16h30.27.096,ant_ver113,2025.2.3,MacIntel,58.13953488,130399,130399,,,,,638.7476,639.6979,0.95,639.6986,643.6979,right,0,1.4955,,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,1,37,85,33,1,,,,,,,
1,,,2026-03-02_16h30.27.096,ant_ver113,2025.2.3,MacIntel,58.13953488,130399,130399,,,,,643.6984,644.9479,1.25,644.9485,648.9479,,0,,,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,1,38,86,3,1,,,,,,,
1,,,2026-03-02_16h30.27.096,ant_ver113,2025.2.3,MacIntel,58.13953488,130399,130399,,,,,648.9485,649.7978,0.85,649.7984,653.7979,left,1,0.9292,,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,1,39,87,17,1,,,,,,,
1,,,2026-03-02_16h30.27.096,ant_ver113,2025.2.3,MacIntel,58.13953488,130399,130399,,,,,653.7985,655.0979,1.3,655.0985,659.0978,left,0,1.5424,,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,1,40,88,7,1,,,,,,,
1,,,2026-03-02_16h30.27.096,ant_ver113,2025.2.3,MacIntel,58.13953488,130399,130399,,,,,659.0984,660.0479,0.95,660.0486,664.0479,left,1,0.4795,,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,1,41,89,15,1,,,,,,,
1,,,2026-03-02_16h30.27.096,ant_ver113,2025.2.3,MacIntel,58.13953488,130399,130399,,,,,664.0484,665.3478,1.3,665.3485,669.3478,right,1,0.9322,,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,1,42,90,47,1,,,,,,,
1,,,2026-03-02_16h30.27.096,ant_ver113,2025.2.3,MacIntel,58.13953488,130399,130399,,,,,669.3484,670.4979,1.15,670.4985,674.4979,,0,,,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,1,43,91,25,1,,,,,,,
1,,,2026-03-02_16h30.27.096,ant_ver113,2025.2.3,MacIntel,58.13953488,130399,130399,,,,,674.4984,675.4478,0.95,675.4486,679.4479,,0,,,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,1,44,92,5,1,,,,,,,
1,,,2026-03-02_16h30.27.096,ant_ver113,2025.2.3,MacIntel,58.13953488,130399,130399,,,,,679.4485,680.9479,1.5,680.9485,684.9479,right,1,0.6315,,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,,,,,,1,45,93,2,1,,,,,,,
1,,,2026-03-02_16h30.27.096,ant_ver113,2025.2.3,MacIntel,58.13953488,130399,130399,,,,,684.9483,686.0979,1.15,686.0985,690.0978,right,1,0.5825,,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,1,46,94,43,1,,,,,,,
1,,,2026-03-02_16h30.27.096,ant_ver113,2025.2.3,MacIntel,58.13953488,130399,130399,,,,,690.0984,690.9979,0.9,690.9987,694.9979,right,0,0.9492,,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,1,47,95,20,1,,,,,,,
1,,,2026-03-02_16h30.27.096,ant_ver113,2025.2.3,MacIntel,58.13953488,130399,130399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.9997,0,0,0,0,1,2
