location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation
1,9.99994E-05,12.5718,2026-02-09_23h16.16.306,ant_ver113,2025.2.3,MacIntel,59.88023952,122275,122275,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-09_23h16.16.306,ant_ver113,2025.2.3,MacIntel,59.88023952,122275,122275,12.5722,69.3712,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-09_23h16.16.306,ant_ver113,2025.2.3,MacIntel,59.88023952,122275,122275,,,69.3713,140.8385,,,,,,,,,,,,,,,,,,,
1,,,2026-02-09_23h16.16.306,ant_ver113,2025.2.3,MacIntel,59.88023952,122275,122275,,,,,140.8589,142.0539,1.2,142.0557,146.0548,,0,146.0552,147.0548,0,0,0,6,1,stim/blank.png,stim/congLeft.png,1,left,0
1,,,2026-02-09_23h16.16.306,ant_ver113,2025.2.3,MacIntel,59.88023952,122275,122275,,,,,147.0558,148.2536,1.2,148.2548,152.2375,,0,152.2375,153.2544,0,1,1,5,1,stim/both.png,stim/congLeft.png,-1,left,0
1,,,2026-02-09_23h16.16.306,ant_ver113,2025.2.3,MacIntel,59.88023952,122275,122275,,,,,153.2552,153.8044,0.55,153.8053,157.8045,,0,157.8046,158.8044,0,2,2,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0
1,,,2026-02-09_23h16.16.306,ant_ver113,2025.2.3,MacIntel,59.88023952,122275,122275,,,,,158.8051,159.8543,1.05,159.8554,163.8546,,0,163.8547,164.8544,0,3,3,4,1,stim/centre.png,stim/congLeft.png,1,left,0
1,,,2026-02-09_23h16.16.306,ant_ver113,2025.2.3,MacIntel,59.88023952,122275,122275,,,,,164.855,166.4044,1.55,166.4057,170.4044,,0,170.4046,171.4035,0,4,4,13,1,stim/both.png,stim/congRight.png,-1,right,0
1,,,2026-02-09_23h16.16.306,ant_ver113,2025.2.3,MacIntel,59.88023952,122275,122275,,,,,171.4043,171.8035,0.4,171.8047,175.8046,,0,175.8048,176.8046,0,5,5,1,1,stim/both.png,stim/incongLeft.png,1,left,0
1,,,2026-02-09_23h16.16.306,ant_ver113,2025.2.3,MacIntel,59.88023952,122275,122275,,,,,176.8052,177.6546,0.85,177.6555,181.6547,,0,181.6548,182.6541,0,6,6,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0
1,,,2026-02-09_23h16.16.306,ant_ver113,2025.2.3,MacIntel,59.88023952,122275,122275,,,,,182.6547,183.5546,0.9,183.5559,187.5546,,0,187.5548,188.5545,0,7,7,7,1,stim/blank.png,stim/incongRight.png,-1,right,0
1,,,2026-02-09_23h16.16.306,ant_ver113,2025.2.3,MacIntel,59.88023952,122275,122275,,,,,188.5552,189.5044,0.95,189.5054,193.5044,,0,193.5045,194.5045,0,8,8,20,1,stim/blank.png,stim/incongLeft.png,1,left,0
1,,,2026-02-09_23h16.16.306,ant_ver113,2025.2.3,MacIntel,59.88023952,122275,122275,,,,,194.505,194.9544,0.45,194.9552,198.9544,,0,198.9545,199.9545,0,9,9,18,1,stim/blank.png,stim/congRight.png,-1,right,0
