location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,resp.rt,resp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,115.3614,115.851,0.5,115.8517,119.8282,,0,119.8282,120.8431,0,11,11,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,120.8435,121.7356,0.9,121.7363,125.7357,,0,125.7357,126.7427,0,12,12,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,126.743,128.2806,1.55,128.281,132.2603,,0,132.2604,133.2761,0,13,13,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,133.2765,134.6813,1.4,134.6818,138.7009,,0,138.7009,139.6935,0,14,14,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,139.6938,140.5373,0.85,140.5378,144.5284,,0,144.5285,145.5031,0,15,15,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,145.5036,146.2423,0.75,146.2431,150.2394,,0,150.2395,151.1944,0,16,16,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,151.1947,152.4726,1.3,152.4732,156.4741,,0,156.4741,157.476,0,17,17,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,157.4765,158.1216,0.65,158.1222,162.1266,,0,162.1266,163.1261,0,18,18,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,163.1265,163.8266,0.7,163.8273,167.8264,,0,167.8265,168.8265,0,19,19,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,168.827,170.3925,1.55,170.3933,174.3555,,0,174.3556,175.3557,0,20,20,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,175.3561,176.7487,1.4,176.7493,180.7596,,0,180.7597,181.7588,0,21,21,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,181.7591,182.8046,1.05,182.8054,186.7708,,0,186.7708,187.8048,0,22,22,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,187.8054,188.835,1.05,188.8357,192.8333,,0,192.8334,193.8428,0,23,23,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,,,,,,,,,,,,,,,,,,,,193.8435,217.5268,space,13.6193,,,,,,,,,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,217.5435,217.9214,0.4,217.922,221.9041,left,1,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,1.0176,,0,0,0,32,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,221.9048,222.5382,0.65,222.5388,226.5214,right,0,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,1.385,,0,1,1,46,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,226.5219,227.0127,0.5,227.0134,231.0276,left,1,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,1.1324,,0,2,2,17,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,231.0281,231.6047,0.6,231.6054,235.6082,right,1,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,0.6365,,0,3,3,35,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,235.6087,236.6517,1.05,236.6524,240.6264,right,1,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,0.888,,0,4,4,45,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,240.6271,241.7109,1.1,241.7115,245.7243,right,0,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,1.4593,,0,5,5,37,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,245.7247,246.5042,0.8,246.5049,250.4713,right,0,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,1.6537,,0,6,6,1,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,250.4717,251.2641,0.8,251.2649,255.2531,left,1,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,0.6592,,0,7,7,12,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,255.2537,256.708,1.45,256.7089,260.7043,left,1,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,0.8316,,0,8,8,6,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,260.7047,261.6885,1,261.689,265.671,left,1,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,0.7317,,0,9,9,9,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,265.6714,266.5253,0.85,266.5261,270.5276,right,1,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,0.6142,,0,10,10,18,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,270.528,271.9744,1.45,271.9751,275.9375,left,1,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,,,,,,0.8498,,0,11,11,42,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,275.9379,277.304,1.4,277.3047,281.2925,left,1,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,0.9205,,0,12,12,14,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,281.293,282.3905,1.1,282.3914,286.3695,left,0,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,0.5861,,0,13,13,26,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,286.37,287.6875,1.35,287.6882,291.6877,right,1,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,0.7853,,0,14,14,47,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,291.6881,292.4766,0.8,292.4772,296.4744,right,0,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,1.1574,,0,15,15,33,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,296.4748,297.9748,1.5,297.9755,301.9693,,0,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,0,16,16,11,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,301.9699,302.3904,0.4,302.3912,306.3698,right,1,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,0.6968,,0,17,17,28,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,306.3704,307.3578,1,307.3586,311.3539,left,1,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,0.586,,0,18,18,16,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,311.3544,311.9538,0.6,311.9543,315.9578,left,0,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,1.0592,,0,19,19,7,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,315.9583,317.4745,1.5,317.4752,321.4747,left,0,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,,,,,,0.2673,,0,20,20,40,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,321.4751,322.6769,1.2,322.6776,326.6783,left,0,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,0.5857,,0,21,21,3,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,326.6787,327.262,0.6,327.2628,331.274,left,1,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,0.384,,0,22,22,24,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,331.2745,332.0241,0.75,332.0248,336.0029,right,1,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,,,,,,0.8178,,0,23,23,13,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,336.0034,336.6699,0.7,336.6706,340.6362,right,1,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,0.6537,,0,24,24,0,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,340.6366,341.6335,1,341.6342,345.6247,right,1,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,0.5077,,0,25,25,23,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,345.6251,346.4416,0.85,346.4424,350.4361,left,1,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,1.1902,,0,26,26,22,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,350.4365,351.6882,1.25,351.689,355.6697,right,1,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,0.621,,0,27,27,27,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,355.6702,356.5121,0.85,356.5126,360.503,right,1,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,0.8831,,0,28,28,19,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,360.5035,361.5668,1.1,361.5673,365.5525,left,0,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,0.7374,,0,29,29,43,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,365.5529,366.0181,0.5,366.019,370.0405,left,0,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,0.3479,,0,30,30,44,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,370.041,370.9865,0.95,370.987,374.9692,right,1,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,,,,,,0.1474,,0,31,31,2,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,374.9699,376.0145,1.05,376.0163,380.0075,right,1,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,0.2324,,0,32,32,39,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,380.0078,380.6733,0.65,380.674,384.6805,left,1,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,0.5749,,0,33,33,4,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,384.6809,385.8743,1.2,385.8749,389.8696,left,1,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,0.0787,,0,34,34,31,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,389.87,390.2991,0.45,390.2998,394.2896,left,0,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,0.9196,,0,35,35,41,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,394.2902,395.6918,1.4,395.6923,399.6848,left,1,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,0.2545,,0,36,36,38,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,399.6852,400.8621,1.2,400.863,404.8557,right,1,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,0.0325,,0,37,37,30,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,404.8562,405.8355,1,405.8362,409.8241,left,1,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,0.3583,,0,38,38,10,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,409.8244,411.369,1.55,411.3697,415.3653,left,1,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,0.5119,,0,39,39,5,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,415.3657,416.452,1.1,416.4526,420.4416,left,1,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,0.2006,,0,40,40,21,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,420.4421,421.5351,1.1,421.5356,425.4986,right,0,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,0.8429,,0,41,41,8,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,425.4989,426.7474,1.25,426.7483,430.7255,right,1,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,,,,,,0.1467,,0,42,42,36,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,430.726,431.6397,0.9,431.6403,435.6384,left,0,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,0.3459,,0,43,43,25,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,435.6388,436.7424,1.1,436.7432,440.756,right,0,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,0.8862,,0,44,44,20,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,440.7566,441.7419,1,441.7426,445.7186,right,0,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,0.8365,,0,45,45,15,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,445.7189,446.5585,0.85,446.5592,450.5583,right,0,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,,,,,,0.1211,,0,46,46,34,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,450.5588,451.6008,1.05,451.6015,455.5775,left,0,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,0.2144,,0,47,47,29,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,455.5778,456.3023,0.75,456.3028,460.3013,left,1,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,0.2168,,1,0,48,46,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,460.3018,460.8579,0.55,460.8585,464.8735,left,0,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,0.1472,,1,1,49,41,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,464.874,465.5587,0.7,465.5593,469.5351,left,1,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,0.1979,,1,2,50,4,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,469.5355,470.3848,0.85,470.3856,474.3673,left,1,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,0.2829,,1,3,51,31,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,474.3677,474.8248,0.45,474.8255,478.8384,left,1,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,0.1872,,1,4,52,38,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,478.8388,479.8388,1,479.8395,483.8293,left,0,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,0.4821,,1,5,53,47,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,483.8297,484.6471,0.8,484.6477,488.6174,,0,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,,,1,6,54,33,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,488.6179,489.418,0.8,489.4186,493.4245,,0,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,,,1,7,55,37,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,493.425,494.0389,0.6,494.0398,498.039,,0,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,1,8,56,17,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,498.0394,499.3848,1.35,499.3854,503.3844,,0,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,1,9,57,0,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,503.3848,504.5905,1.2,504.5913,508.5782,right,1,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,1.2386,,1,10,58,7,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,508.5787,509.5005,0.95,509.5012,513.5054,right,0,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,1.1809,,1,11,59,32,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,513.506,514.2679,0.8,514.2684,518.2679,right,1,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,0.8496,,1,12,60,39,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,518.2684,519.6214,1.35,519.6221,523.6377,right,1,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,0.6098,,1,13,61,29,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,523.6383,524.2683,0.65,524.2688,528.2717,left,1,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,0.3658,,1,14,62,5,1,,,,,,,,,
1,,,2026-02-27_03h14.40.839,ant_ver113,2025.2.3,MacIntel,29.58579882,118785,118785,,,,,528.2722,529.0218,0.75,529.0225,533.0377,left,1,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,0.2384,,1,15,63,14,1,,,,,,,,,
