location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
1,0.0006,10.4885,2026-02-19_02h48.18.683,ant_ver113,2025.2.3,MacIntel,62.5,127701,127701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_02h48.18.683,ant_ver113,2025.2.3,MacIntel,62.5,127701,127701,10.4892,21.0576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_02h48.18.683,ant_ver113,2025.2.3,MacIntel,62.5,127701,127701,,,21.0578,48.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_02h48.18.683,ant_ver113,2025.2.3,MacIntel,62.5,127701,127701,,,,,48.7693,49.3151,0.55,49.3164,53.3056,left,1,0.8343,,53.3061,54.3043,0,0,0,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_02h48.18.683,ant_ver113,2025.2.3,MacIntel,62.5,127701,127701,,,,,54.3049,55.3484,1.05,55.3493,59.3494,right,1,0.5344,,59.3505,60.3482,0,1,1,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_02h48.18.683,ant_ver113,2025.2.3,MacIntel,62.5,127701,127701,,,,,60.3489,60.9493,0.6,60.9503,64.9483,left,1,0.1324,,64.9495,65.9492,0,2,2,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_02h48.18.683,ant_ver113,2025.2.3,MacIntel,62.5,127701,127701,,,,,65.9498,66.5984,0.65,66.5993,70.5992,right,1,0.4905,,70.6002,71.5993,0,3,3,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_02h48.18.683,ant_ver113,2025.2.3,MacIntel,62.5,127701,127701,,,,,71.5998,72.1986,0.6,72.1995,76.1982,,0,,,76.1992,77.1994,0,4,4,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_02h48.18.683,ant_ver113,2025.2.3,MacIntel,62.5,127701,127701,,,,,77.2,77.6481,0.45,77.6489,81.6402,left,1,0.633,,81.6413,82.6398,0,5,5,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_02h48.18.683,ant_ver113,2025.2.3,MacIntel,62.5,127701,127701,,,,,82.6402,83.4363,0.8,83.4371,87.4323,left,1,1.3685,,87.4332,88.4321,0,6,6,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
