location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration
1,0.0015,11.0634,2026-02-19_16h16.30.899,ant_ver113,2025.2.3,Win32,14.99250375,129799,129799,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_16h16.30.899,ant_ver113,2025.2.3,Win32,14.99250375,129799,129799,11.0636,23.9032,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_16h16.30.899,ant_ver113,2025.2.3,Win32,14.99250375,129799,129799,,,23.9033,45.1846,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_16h16.30.899,ant_ver113,2025.2.3,Win32,14.99250375,129799,129799,,,,,45.2181,46.5583,1.35,46.5592,50.5127,,0,50.5131,51.5212,0,0,0,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,
1,,,2026-02-19_16h16.30.899,ant_ver113,2025.2.3,Win32,14.99250375,129799,129799,,,,,51.522,52.7246,1.2,52.7252,56.688,right,0,56.6882,57.7156,0,1,1,6,1,stim/blank.png,stim/congLeft.png,1,left,0,0.0874,
1,,,2026-02-19_16h16.30.899,ant_ver113,2025.2.3,Win32,14.99250375,129799,129799,,,,,57.716,59.1978,1.5,59.1994,63.1924,,0,63.1925,64.2115,0,2,2,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,
1,,,2026-02-19_16h16.30.899,ant_ver113,2025.2.3,Win32,14.99250375,129799,129799,,,,,64.2119,65.6305,1.45,65.631,69.6156,,0,69.6156,70.6184,0,3,3,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,
1,,,2026-02-19_16h16.30.899,ant_ver113,2025.2.3,Win32,14.99250375,129799,129799,,,,,70.6187,72.1081,1.55,72.1086,76.1216,,0,76.1217,77.0897,0,4,4,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,
1,,,2026-02-19_16h16.30.899,ant_ver113,2025.2.3,Win32,14.99250375,129799,129799,,,,,77.0901,78.4928,1.45,78.4933,82.5,left,1,82.5021,83.4935,0,5,5,4,1,stim/centre.png,stim/congLeft.png,1,left,0,1.1062,
1,,,2026-02-19_16h16.30.899,ant_ver113,2025.2.3,Win32,14.99250375,129799,129799,,,,,83.4938,84.8986,1.45,84.8993,88.9091,,0,88.9098,89.892,0,6,6,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,
1,,,2026-02-19_16h16.30.899,ant_ver113,2025.2.3,Win32,14.99250375,129799,129799,,,,,89.8924,90.5628,0.7,90.5633,94.5416,,0,94.5416,95.5725,0,7,7,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,
1,,,2026-02-19_16h16.30.899,ant_ver113,2025.2.3,Win32,14.99250375,129799,129799,,,,,95.5729,96.0244,0.45,96.025,99.9971,,0,99.9973,100.9862,0,8,8,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,
1,,,2026-02-19_16h16.30.899,ant_ver113,2025.2.3,Win32,14.99250375,129799,129799,,,,,100.9865,101.5814,0.6,101.5819,105.572,,0,105.5721,106.5469,0,9,9,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,
1,,,2026-02-19_16h16.30.899,ant_ver113,2025.2.3,Win32,14.99250375,129799,129799,,,,,106.5477,107.1553,0.65,107.1559,111.111,,0,111.111,112.6551,0,10,10,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,
