location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,resp.rt,resp.duration,blockLoop.order,mainLoop.order
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,534.3446,535.4916,1.15,535.4935,539.4899,,0,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,1,10,58,6,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,539.4912,540.7897,1.3,540.7915,544.7875,,0,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,1,11,59,9,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,544.7887,546.3378,1.55,546.3396,550.3364,,0,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,1,12,60,24,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,550.3379,551.1852,0.85,551.1863,555.1847,,0,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,1,13,61,26,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,555.1861,556.5834,1.4,556.5846,560.5814,,0,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,1,14,62,39,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,560.5822,561.6318,1.05,561.6337,565.6309,,0,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,1,15,63,45,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,565.6324,566.6802,1.05,566.6821,570.6779,,0,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,1,16,64,15,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,570.6787,572.0773,1.4,572.0783,576.0759,,0,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,1,17,65,32,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,576.0765,577.2253,1.15,577.2267,581.2249,,0,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,1,18,66,38,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,581.2253,581.7736,0.55,581.7755,585.7731,,0,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,1,19,67,25,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,585.7747,586.3721,0.6,586.3742,590.371,,0,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,1,20,68,1,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,590.3716,591.0208,0.65,591.0221,595.0194,,0,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,,,,,,1,21,69,36,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,595.021,596.2686,1.25,596.2696,600.2675,,0,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,,,,,,1,22,70,34,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,600.2685,601.7663,1.5,601.7673,605.7656,,0,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,1,23,71,19,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,605.767,606.7149,0.95,606.7167,610.7134,,0,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,1,24,72,18,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,610.7143,611.9632,1.25,611.965,615.9608,,0,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,1,25,73,35,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,615.9615,616.9605,1,616.9619,620.9603,,0,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,1,26,74,23,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,620.9615,622.3586,1.4,622.3595,626.3572,,0,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,1,27,75,8,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,626.358,627.3075,0.95,627.3091,631.305,,0,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,1,28,76,47,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,631.3055,632.2051,0.9,632.2061,636.2036,,0,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,1,29,77,28,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,636.2047,636.6533,0.45,636.6544,640.6519,,0,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,1,30,78,14,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,640.653,641.8519,1.2,641.8534,645.8508,,0,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,1,31,79,12,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,645.8514,647.0004,1.15,647.0022,650.998,,0,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,,,,,,1,32,80,2,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,650.9996,651.3987,0.4,651.4007,655.397,,0,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,1,33,81,46,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,655.3986,655.8464,0.45,655.8474,659.8453,,0,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,1,34,82,44,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,659.8466,661.3442,1.5,661.3457,665.3433,,0,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,1,35,83,5,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,665.3449,666.2431,0.9,666.2448,670.2416,,0,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,1,36,84,16,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,670.2431,670.9407,0.7,670.9418,674.9396,,0,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,1,37,85,41,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,674.941,676.1885,1.25,676.1902,680.1878,,0,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,1,38,86,33,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,680.1893,681.387,1.2,681.3884,685.3852,,0,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,1,39,87,37,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,685.3859,686.1349,0.75,686.136,690.1336,,0,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,1,40,88,31,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,690.1344,691.083,0.95,691.0842,695.0823,,0,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,1,41,89,10,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,695.0838,696.581,1.5,696.5831,700.5796,,0,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,1,42,90,27,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,700.5804,701.4297,0.85,701.4315,705.4286,,0,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,1,43,91,3,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,705.4302,706.6771,1.25,706.6783,710.6762,,0,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,1,44,92,20,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,710.6776,711.6251,0.95,711.6263,715.6248,,0,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,,,,,,1,45,93,42,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,715.6262,716.2746,0.65,716.2765,720.2721,,0,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,1,46,94,43,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,720.2729,721.0219,0.75,721.0233,725.0203,,0,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,1,47,95,4,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.0249,743.2647,0,0,0,0,1,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,743.289,744.3835,1.1,744.3849,748.3788,,0,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,0,0,0,33,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,748.3794,748.8335,0.45,748.8347,752.8278,,0,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,,,,,,0,1,1,13,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,752.8293,753.5774,0.75,753.5795,757.5756,,0,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,0,2,2,3,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,757.577,758.2751,0.7,758.2777,762.28,,0,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,0,3,3,10,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,762.281,763.4786,1.2,763.4797,767.4774,,0,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,0,4,4,31,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,767.478,768.0217,0.55,768.0242,772.0272,,0,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,0,5,5,46,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,772.0279,773.225,1.2,773.2263,777.2237,,0,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,0,6,6,5,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,777.2243,778.068,0.85,778.0708,782.0667,,0,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,0,7,7,23,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,782.0683,783.3702,1.3,783.3711,787.3651,,0,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,,,,,,0,8,8,34,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,787.3671,787.8139,0.45,787.8151,791.8176,,0,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,,,,,,0,9,9,2,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,791.8187,792.7612,0.95,792.7619,796.75,,0,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,0,10,10,22,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,796.7505,797.2988,0.55,797.3002,801.2926,,0,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,0,11,11,41,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,801.2951,801.6919,0.4,801.6936,805.6906,,0,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,0,12,12,45,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,805.692,806.64,0.95,806.6419,810.628,,0,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,0,13,13,14,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,810.6287,812.0217,1.4,812.0243,816.0257,,0,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,0,14,14,30,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,816.0263,817.3195,1.3,817.3217,821.3186,,0,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,0,15,15,25,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,821.3202,822.3741,1.05,822.3757,826.3701,,0,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,0,16,16,43,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,826.3713,826.8713,0.5,826.8733,830.8698,,0,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,0,17,17,32,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,830.8709,831.8701,1,831.8716,835.8684,,0,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,0,18,18,29,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,835.8692,836.4128,0.55,836.4155,840.4116,,0,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,0,19,19,39,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,840.4134,841.5666,1.15,841.5686,845.56,,0,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,0,20,20,16,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,845.5615,846.3595,0.8,846.3619,850.3572,,0,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,0,21,21,18,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,850.3583,851.7458,1.4,851.747,855.7423,,0,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,0,22,22,37,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,855.7432,856.3944,0.65,856.3957,860.3874,,0,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,0,23,23,38,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,860.3894,861.8921,1.5,861.8934,865.8908,,0,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,0,24,24,7,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,865.8917,866.9898,1.1,866.9909,870.9885,,0,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,0,25,25,44,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,870.9895,872.3879,1.4,872.3892,876.3811,,0,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,0,26,26,28,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,876.3823,876.9868,0.6,876.9879,880.9788,,0,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,,,,,,0,27,27,40,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,880.9811,881.6846,0.7,881.686,885.683,,0,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,0,28,28,1,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,885.6839,886.6322,0.95,886.6338,890.6252,,0,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,0,29,29,47,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,890.6258,892.1749,1.55,892.1763,896.1789,,0,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,,,,,,0,30,30,42,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,896.18,896.9794,0.8,896.9807,900.977,,0,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,0,31,31,8,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,900.9779,902.3271,1.35,902.3282,906.326,,0,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,0,32,32,27,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,906.3273,907.1691,0.85,907.1705,911.173,,0,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,0,33,33,0,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,911.1735,912.7172,1.55,912.7202,916.7163,,0,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,0,34,34,9,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,916.717,917.8704,1.15,917.8715,921.8699,,0,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,0,35,35,11,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,921.8706,922.2679,0.4,922.2692,926.2621,,0,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,0,36,36,12,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,926.2628,927.1155,0.85,927.1165,931.1159,,0,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,0,37,37,24,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,931.1169,932.2152,1.1,932.2158,936.2134,,0,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,0,38,38,17,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,936.2145,937.3135,1.1,937.3151,941.3123,,0,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,0,39,39,6,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,941.3132,941.9611,0.65,941.9625,945.961,,0,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,0,40,40,19,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,945.9618,946.9089,0.95,946.9109,950.9029,,0,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,0,41,41,4,1,,,,,,,,,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,950.9035,952.3564,1.45,952.3573,956.3517,left,1,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,0,42,42,21,1,,,,,,,,0.7033,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,956.3536,957.0559,0.7,957.0577,961.055,left,1,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,0,43,43,15,1,,,,,,,,0.5515,,,
3,,,2026-02-11_13h20.23.475,ant_ver113,2025.2.3,Win32,59.52380952,5995,5995,,,,,961.056,962.5493,1.5,962.5512,,,,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,0,44,44,26,1,,,1,0,1,0,1,,,2,95
