location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.order
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,91.809,92.808,1,92.81,96.808,left,1,0.523,,96.809,97.808,0,7,7,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,97.809,99.258,1.45,99.26,103.259,right,0,0.584,,103.26,104.258,0,8,8,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,104.259,105.46,1.2,105.463,109.458,left,1,0.64,,109.462,110.458,0,9,9,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,110.461,110.909,0.45,110.909,114.908,left,1,0.615,,114.909,115.909,0,10,10,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,115.91,116.559,0.65,116.559,120.558,right,1,0.615,,120.558,121.558,0,11,11,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,121.559,123.059,1.5,123.06,127.058,left,1,0.533,,127.06,128.058,0,12,12,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,128.058,129.408,1.35,129.409,133.408,left,1,0.554,,133.41,134.408,0,13,13,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,134.409,135.258,0.85,135.259,139.259,right,1,0.497,,139.263,140.259,0,14,14,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,140.262,141.609,1.35,141.61,145.608,left,1,0.454,,145.61,146.608,0,15,15,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,146.609,147.508,0.9,147.51,151.508,left,1,0.468,,151.51,152.508,0,16,16,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,152.508,153.308,0.8,153.31,157.308,left,1,0.517,,157.31,158.308,0,17,17,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,158.308,159.859,1.55,159.859,163.858,right,1,0.487,,163.86,164.858,0,18,18,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,164.859,166.008,1.15,166.01,170.009,right,1,0.551,,170.01,171.008,0,19,19,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,171.009,172.309,1.3,172.313,176.309,left,1,0.419,,176.312,177.309,0,20,20,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,177.311,178.858,1.55,178.859,182.858,left,1,0.406,,182.86,183.859,0,21,21,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,183.86,185.058,1.2,185.06,189.059,right,0,0.365,,189.06,190.058,0,22,22,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,190.058,190.558,0.5,190.559,194.558,left,0,0.564,,194.559,195.558,0,23,23,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,,,,,,,,,,,,,,,,,,,,,,195.558,206.042,space,0.462,,,,,,,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,206.057,207.058,1,207.06,211.059,right,1,0.471,,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,0,0,0,0,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,211.061,212.158,1.1,212.16,216.159,right,1,0.616,,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,0,1,1,3,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,216.16,217.559,1.4,217.559,221.558,right,1,0.497,,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,0,2,2,29,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,221.56,222.608,1.05,222.61,226.608,left,1,0.481,,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,0,3,3,17,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,226.609,227.108,0.5,227.109,231.108,left,1,0.482,,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,0,4,4,12,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,231.109,231.808,0.7,231.81,235.808,right,1,0.687,,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,0,5,5,44,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,235.809,237.009,1.2,237.009,241.009,left,1,0.599,,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,0,6,6,46,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,241.012,242.158,1.15,242.16,246.158,left,1,0.49,,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,0,7,7,6,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,246.159,247.308,1.15,247.31,251.308,right,1,0.482,,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,,,,,,0,8,8,13,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,251.309,252.309,1,252.31,256.308,right,1,0.449,,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,0,9,9,35,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,256.309,257.858,1.55,257.86,261.858,left,1,0.507,,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,,,,,,0,10,10,42,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,261.859,263.258,1.4,263.259,267.259,right,1,0.532,,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,0,11,11,27,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,267.26,268.308,1.05,268.31,272.309,right,1,0.457,,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,0,12,12,43,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,272.313,273.109,0.8,273.11,277.108,left,1,0.425,,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,0,13,13,31,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,277.109,277.959,0.85,277.959,281.958,left,1,0.517,,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,0,14,14,9,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,281.96,282.908,0.95,282.91,286.909,left,1,0.64,,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,0,15,15,10,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,286.91,288.009,1.1,288.01,292.008,right,1,0.482,,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,0,16,16,39,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,292.01,292.958,0.95,292.959,296.958,left,1,0.58,,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,0,17,17,16,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,296.959,298.258,1.3,298.26,302.259,right,1,0.422,,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,0,18,18,41,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,302.259,302.958,0.7,302.959,306.959,left,1,0.656,,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,0,19,19,14,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,306.962,308.508,1.55,308.51,312.509,right,1,0.489,,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,,,,,,0,20,20,36,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,312.51,313.108,0.6,313.11,317.108,right,1,0.483,,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,0,21,21,30,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,317.109,318.358,1.25,318.36,322.358,left,1,0.448,,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,,,,,,0,22,22,34,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,322.359,322.859,0.5,322.86,326.859,left,1,0.552,,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,0,23,23,37,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,326.859,327.258,0.4,327.259,331.258,left,1,0.569,,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,0,24,24,33,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,331.259,332.458,1.2,332.459,336.459,right,1,0.466,,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,0,25,25,45,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,336.46,337.509,1.05,337.51,341.509,left,1,0.435,,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,0,26,26,38,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,341.513,342.959,1.45,342.961,346.958,right,0,0.341,,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,0,27,27,8,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,346.961,348.359,1.4,348.36,352.359,left,1,0.531,,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,0,28,28,15,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,352.36,353.059,0.7,353.06,357.058,right,1,0.405,,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,0,29,29,23,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,357.06,357.859,0.8,357.86,361.858,right,1,0.62,,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,0,30,30,19,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,361.86,363.259,1.4,363.259,367.258,right,1,0.718,,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,0,31,31,26,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,367.26,367.708,0.45,367.711,371.709,left,1,0.6,,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,0,32,32,1,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,371.711,372.259,0.55,372.261,376.259,left,1,0.521,,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,0,33,33,5,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,376.26,377.009,0.75,377.01,381.009,right,1,0.439,,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,0,34,34,47,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,381.01,382.158,1.15,382.161,386.158,left,1,0.505,,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,0,35,35,32,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,386.159,387.109,0.95,387.11,391.109,right,1,0.486,,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,0,36,36,18,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,391.11,392.159,1.05,392.16,396.159,right,1,0.519,,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,,,,,,0,37,37,2,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,396.159,397.109,0.95,397.11,401.109,right,1,0.504,,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,0,38,38,28,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,401.11,401.959,0.85,401.96,405.96,right,1,0.716,,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,0,39,39,25,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,405.963,407.309,1.35,407.312,411.308,left,1,0.64,,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,0,40,40,20,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,411.31,411.708,0.4,411.71,415.708,right,1,0.566,,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,0,41,41,7,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,415.711,416.909,1.2,416.91,420.908,right,1,0.634,,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,0,42,42,11,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,420.91,421.408,0.5,421.411,425.408,left,1,0.481,,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,0,43,43,22,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,425.409,426.758,1.35,426.76,430.759,left,1,0.573,,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,0,44,44,21,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,430.76,431.658,0.9,431.66,435.659,left,1,0.54,,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,0,45,45,4,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,435.659,437.158,1.5,437.159,441.159,left,0,0.549,,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,,,,,,0,46,46,40,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,441.162,441.859,0.7,441.86,445.859,left,1,0.584,,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,0,47,47,24,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,445.859,446.459,0.6,446.46,450.458,right,1,0.698,,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,,,,,,1,0,48,40,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,450.459,451.209,0.75,451.21,455.208,right,1,0.502,,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,1,1,49,43,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,455.209,456.159,0.95,456.16,460.159,left,1,0.799,,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,1,2,50,20,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,460.159,460.959,0.8,460.959,464.959,right,1,0.632,,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,1,3,51,25,1,,,,,,,
3,,,2026-02-11_20h21.52.705,ant_ver113,2025.2.3,MacIntel,60.0240096,6049,6049,,,,,464.96,465.759,0.8,465.76,,,,,,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,1,4,52,26,1,0,0,0,0,1,2,95
