location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation
1,0.0004,19.349,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,19.3492,42.7325,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,,,42.7325,106.3406,,,,,,,,,,,,,,,,,,,
1,,,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,,,,,106.3594,107.4069,1.05,107.408,111.4067,,0,111.4069,112.4068,0,0,0,7,1,stim/blank.png,stim/incongRight.png,-1,right,0
1,,,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,,,,,112.4073,113.6065,1.2,113.6067,117.6068,,0,117.6069,118.6068,0,1,1,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0
1,,,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,,,,,118.6073,119.3567,0.75,119.3574,123.3568,,0,123.3569,124.3567,0,2,2,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0
1,,,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,,,,,124.3572,124.9061,0.55,124.9067,128.9066,,0,128.9067,129.9067,0,3,3,12,1,stim/lower.png,stim/congLeft.png,-1,left,0
1,,,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,,,,,129.9072,131.2557,1.35,131.2564,135.2568,,0,135.2569,136.2567,0,4,4,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0
1,,,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,,,,,136.2572,136.7067,0.45,136.7075,140.7063,,0,140.7064,141.7068,0,5,5,9,1,stim/centre.png,stim/congLeft.png,-1,left,0
1,,,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,,,,,141.7072,142.7562,1.05,142.7569,146.7567,,0,146.7568,147.7566,0,6,6,6,1,stim/blank.png,stim/congLeft.png,1,left,0
1,,,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,,,,,147.757,149.0067,1.25,149.0072,153.0067,,0,153.0068,154.0067,0,7,7,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0
1,,,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,,,,,154.0071,155.0557,1.05,155.0565,159.0568,,0,159.0568,160.0566,0,8,8,13,1,stim/both.png,stim/congRight.png,-1,right,0
1,,,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,,,,,160.0571,161.2065,1.15,161.2069,165.2066,,0,165.2067,166.2066,0,9,9,3,1,stim/both.png,stim/incongRight.png,-1,right,0
1,,,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,,,,,166.207,166.7066,0.5,166.7071,170.7065,,0,170.7066,171.7065,0,10,10,5,1,stim/both.png,stim/congLeft.png,-1,left,0
1,,,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,,,,,171.707,172.4066,0.7,172.4071,176.4064,,0,176.4065,177.4066,0,11,11,23,1,stim/both.png,stim/neutralRight.png,1,right,0
1,,,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,,,,,177.4069,178.5065,1.1,178.507,182.5065,,0,182.5066,183.5064,0,12,12,1,1,stim/both.png,stim/incongLeft.png,1,left,0
1,,,2026-02-19_01h02.56.625,ant_ver113,2025.2.3,MacIntel,119.047619,121472,121472,,,,,183.5069,184.8372,1.35,184.8375,188.3997,,0,188.3997,189.8355,0,13,13,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0
