location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
3,0.0002,13.7616,2026-02-17_08h30.47.574,ant_ver113,2025.2.3,MacIntel,29.49852507,5710,5710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-17_08h30.47.574,ant_ver113,2025.2.3,MacIntel,29.49852507,5710,5710,13.7618,29.9965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-17_08h30.47.574,ant_ver113,2025.2.3,MacIntel,29.49852507,5710,5710,,,29.9967,47.5618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-17_08h30.47.574,ant_ver113,2025.2.3,MacIntel,29.49852507,5710,5710,,,,,47.5878,48.8945,1.3,48.8952,52.8956,right,1,1.2979,,52.8959,53.895,0,0,0,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
3,,,2026-02-17_08h30.47.574,ant_ver113,2025.2.3,MacIntel,29.49852507,5710,5710,,,,,53.8958,54.4947,0.6,54.4957,58.4947,left,1,0.8486,,58.496,59.4947,0,1,1,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
3,,,2026-02-17_08h30.47.574,ant_ver113,2025.2.3,MacIntel,29.49852507,5710,5710,,,,,59.4953,60.7283,1.25,60.7291,64.7283,right,1,0.6314,,64.7294,65.7282,0,2,2,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
3,,,2026-02-17_08h30.47.574,ant_ver113,2025.2.3,MacIntel,29.49852507,5710,5710,,,,,65.7288,67.1282,1.4,67.1293,71.1282,left,1,0.6099,,71.1291,72.1281,0,3,3,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
3,,,2026-02-17_08h30.47.574,ant_ver113,2025.2.3,MacIntel,29.49852507,5710,5710,,,,,72.1287,72.7282,0.6,72.7292,76.728,right,1,0.6311,,76.7289,77.728,0,4,4,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
3,,,2026-02-17_08h30.47.574,ant_ver113,2025.2.3,MacIntel,29.49852507,5710,5710,,,,,77.7286,78.7282,1,78.7289,82.727,left,1,0.7684,,82.728,83.7273,0,5,5,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
3,,,2026-02-17_08h30.47.574,ant_ver113,2025.2.3,MacIntel,29.49852507,5710,5710,,,,,83.7278,84.6281,0.9,84.6289,88.6279,,0,,,88.6289,89.627,0,6,6,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
3,,,2026-02-17_08h30.47.574,ant_ver113,2025.2.3,MacIntel,29.49852507,5710,5710,,,,,89.6276,90.6613,1.05,90.6621,94.6612,left,1,0.733,,94.6621,95.6603,0,7,7,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
3,,,2026-02-17_08h30.47.574,ant_ver113,2025.2.3,MacIntel,29.49852507,5710,5710,,,,,95.6607,97.0941,1.45,97.0949,101.0942,right,1,0.6777,,101.0952,102.0945,0,8,8,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
3,,,2026-02-17_08h30.47.574,ant_ver113,2025.2.3,MacIntel,29.49852507,5710,5710,,,,,102.095,102.6941,0.6,102.6947,106.694,left,1,0.6115,,106.6949,107.6944,0,9,9,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
3,,,2026-02-17_08h30.47.574,ant_ver113,2025.2.3,MacIntel,29.49852507,5710,5710,,,,,107.6949,108.1933,0.5,108.194,112.1933,left,1,0.8331,,112.1944,113.1942,0,10,10,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
3,,,2026-02-17_08h30.47.574,ant_ver113,2025.2.3,MacIntel,29.49852507,5710,5710,,,,,113.1948,114.3943,1.2,114.3952,118.3942,left,1,0.7844,,118.3951,119.3932,0,11,11,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
3,,,2026-02-17_08h30.47.574,ant_ver113,2025.2.3,MacIntel,29.49852507,5710,5710,,,,,119.3937,120.8276,1.45,120.8282,124.8274,right,1,0.7459,,124.8284,125.8274,0,12,12,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
