location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation
1,0.0001,13.8473,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,13.8474,27.3477,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,,,27.3479,48.6814,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,,,,,48.7032,49.7975,1.1,49.7981,53.7983,left,0,1.5883,,53.7988,54.7979,0,0,0,7,1,stim/blank.png,stim/incongRight.png,-1,right,0
1,,,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,,,,,54.799,55.4476,0.65,55.4486,59.4476,left,1,0.9155,,59.449,60.4476,0,1,1,9,1,stim/centre.png,stim/congLeft.png,-1,left,0
1,,,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,,,,,60.4483,61.7976,1.35,61.7988,65.7976,,0,,,65.7987,66.7977,0,2,2,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0
1,,,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,,,,,66.7983,68.2976,1.5,68.2988,72.2975,,0,,,72.2977,73.2966,0,3,3,11,1,stim/upper.png,stim/incongRight.png,1,right,0
1,,,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,,,,,73.2972,74.3967,1.1,74.3975,78.3975,,0,,,78.3977,79.3976,0,4,4,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0
1,,,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,,,,,79.3981,79.7976,0.4,79.7983,83.7976,,0,,,83.7976,84.7975,0,5,5,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0
1,,,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,,,,,84.798,85.347,0.55,85.3478,89.3469,left,1,0.7654,,89.3481,90.3466,0,6,6,6,1,stim/blank.png,stim/congLeft.png,1,left,0
1,,,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,,,,,90.3472,91.0976,0.75,91.0984,95.0976,right,1,0.6148,,95.0987,96.0967,0,7,7,18,1,stim/blank.png,stim/congRight.png,-1,right,0
1,,,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,,,,,96.0972,97.1475,1.05,97.1481,101.1474,,0,,,101.148,102.147,0,8,8,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0
1,,,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,,,,,102.1476,103.0465,0.9,103.0472,107.0465,right,1,1.3885,,107.0472,108.0471,0,9,9,13,1,stim/both.png,stim/congRight.png,-1,right,0
1,,,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,,,,,108.0473,109.3967,1.35,109.3975,113.3976,right,1,1.3316,,113.3987,114.3962,0,10,10,23,1,stim/both.png,stim/neutralRight.png,1,right,0
1,,,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,,,,,114.3964,115.7475,1.35,115.7482,119.7467,right,1,1.3497,,119.7475,120.7476,0,11,11,0,1,stim/centre.png,stim/congRight.png,-1,right,0
1,,,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,,,,,120.7481,122.0475,1.3,122.0482,126.0464,right,1,1.2818,,126.0471,127.0466,0,12,12,2,1,stim/centre.png,stim/congRight.png,1,right,0
1,,,2026-02-24_17h44.06.440,ant_ver113,2025.2.3,MacIntel,58.47953216,129423,129423,,,,,127.0472,127.6967,0.65,127.6975,131.6966,,0,,,131.6975,132.6976,0,13,13,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0
