location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
2,0.0001,18.6628,2026-02-25_12h59.02.161,ant_ver113,2025.2.3,MacIntel,120.4819277,12269,12269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-25_12h59.02.161,ant_ver113,2025.2.3,MacIntel,120.4819277,12269,12269,18.6633,31.4337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-25_12h59.02.161,ant_ver113,2025.2.3,MacIntel,120.4819277,12269,12269,,,31.4337,51.4675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-25_12h59.02.161,ant_ver113,2025.2.3,MacIntel,120.4819277,12269,12269,,,,,51.4837,52.8345,1.35,52.8357,56.8343,right,1,1.6778,,56.8346,57.8341,0,0,0,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,
2,,,2026-02-25_12h59.02.161,ant_ver113,2025.2.3,MacIntel,120.4819277,12269,12269,,,,,57.8348,58.8837,1.05,58.8845,62.8839,left,1,0.8648,,62.885,63.884,0,1,1,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,
2,,,2026-02-25_12h59.02.161,ant_ver113,2025.2.3,MacIntel,120.4819277,12269,12269,,,,,63.8846,65.2331,1.35,65.2339,69.233,right,0,1.0582,,69.2341,70.2331,0,2,2,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,
2,,,2026-02-25_12h59.02.161,ant_ver113,2025.2.3,MacIntel,120.4819277,12269,12269,,,,,70.2338,71.134,0.9,71.135,75.1338,,0,,,75.134,76.1341,0,3,3,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,
2,,,2026-02-25_12h59.02.161,ant_ver113,2025.2.3,MacIntel,120.4819277,12269,12269,,,,,76.1346,77.183,1.05,77.1838,81.184,left,1,0.6809,,81.1848,82.184,0,4,4,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,
2,,,2026-02-25_12h59.02.161,ant_ver113,2025.2.3,MacIntel,120.4819277,12269,12269,,,,,82.1847,83.1839,1,83.185,87.1827,right,1,1.4077,,87.1835,88.184,0,5,5,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,
2,,,2026-02-25_12h59.02.161,ant_ver113,2025.2.3,MacIntel,120.4819277,12269,12269,,,,,88.1846,88.7337,0.55,88.7343,92.7342,,0,,,92.735,93.7339,0,6,6,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,
2,,,2026-02-25_12h59.02.161,ant_ver113,2025.2.3,MacIntel,120.4819277,12269,12269,,,,,93.7345,94.883,1.15,94.8838,98.8839,left,1,0.7159,,98.8848,99.8828,0,7,7,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,
2,,,2026-02-25_12h59.02.161,ant_ver113,2025.2.3,MacIntel,120.4819277,12269,12269,,,,,99.8833,100.3839,0.5,100.3847,104.3835,right,1,1.3483,,104.384,105.383,0,8,8,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,
