location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant
1,0,15.594,2026-02-13_12h47.46.097,ant_ver113,2025.2.3,MacIntel,58.82352941,120152,120152
