PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
0.0005,11.7734,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,11.7737,28.9913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,28.9914,54.4938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,54.5175,55.0099,0.5,55.0108,59.0103,right,0,1.3296,,59.0106,60.0102,0,0,0,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,60.0108,61.4101,1.4,61.4108,65.4105,left,1,1.034,,65.4118,66.4106,0,1,1,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,66.4111,67.1108,0.7,67.1116,71.1109,right,1,0.6057,,71.112,72.1111,0,2,2,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,72.1117,72.6111,0.5,72.6119,76.6114,left,0,0.5,,76.6124,77.6115,0,3,3,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,77.6119,78.1114,0.5,78.112,82.112,left,1,0.6712,,82.1131,83.1118,0,4,4,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,83.1122,83.8119,0.7,83.8125,87.8125,,0,,,87.8133,88.8123,0,5,5,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,88.8129,90.0628,1.25,90.0636,94.0628,,0,,,94.063,95.0629,0,6,6,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,95.0632,96.0629,1,96.0635,100.0641,left,0,1.5463,,100.0641,101.0634,0,7,7,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,101.0638,101.8634,0.8,101.864,105.8637,,0,,,105.8639,106.8643,0,8,8,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,106.8648,107.9142,1.05,107.9148,111.9142,left,1,0.6899,,111.9152,112.9145,0,9,9,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,112.915,113.7143,0.8,113.7153,117.7147,,0,,,117.7154,118.7147,0,10,10,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,118.7154,119.4148,0.7,119.4154,123.4152,left,1,1.5513,,123.4162,124.4152,0,11,11,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,124.4156,125.5154,1.1,125.5159,129.5156,left,1,0.6641,,129.5164,130.5157,0,12,12,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,130.5161,131.0656,0.55,131.0662,135.066,right,0,1.1464,,135.0667,136.0662,0,13,13,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,136.0665,136.6669,0.6,136.6676,140.6666,right,0,0.7781,,140.6666,141.6666,0,14,14,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,141.6671,142.7166,1.05,142.7172,146.7171,right,1,0.6075,,146.7183,147.7173,0,15,15,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,147.7177,149.1172,1.4,149.1179,153.1174,left,1,1.5955,,153.1182,154.1178,0,16,16,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,154.1183,154.9675,0.85,154.9681,158.9681,left,1,0.6343,,158.9688,159.9681,0,17,17,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_17h52.43.932,ant_ver113,2025.2.3,Win32,59.88023952,127918,,,,,159.9685,161.4182,1.45,161.4188,165.4187,right,1,1.252,,165.4199,166.4185,0,18,18,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
