location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
1,0.0003,13.31,2026-03-13_01h23.25.343,ant_ver113,2025.2.3,MacIntel,56.49717514,114638,114638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_01h23.25.343,ant_ver113,2025.2.3,MacIntel,56.49717514,114638,114638,13.3102,25.1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_01h23.25.343,ant_ver113,2025.2.3,MacIntel,56.49717514,114638,114638,,,25.1102,38.1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_01h23.25.343,ant_ver113,2025.2.3,MacIntel,56.49717514,114638,114638,,,,,38.2051,38.9935,0.8,38.9938,42.9937,,0,42.9939,43.9934,0,0,0,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_01h23.25.343,ant_ver113,2025.2.3,MacIntel,56.49717514,114638,114638,,,,,43.9938,44.5441,0.55,44.5447,48.5438,right,1,48.5449,49.5436,0,1,1,18,1,stim/blank.png,stim/congRight.png,-1,right,0,1.6,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_01h23.25.343,ant_ver113,2025.2.3,MacIntel,56.49717514,114638,114638,,,,,49.544,50.6935,1.15,50.6941,54.6939,,0,54.6945,55.6938,0,2,2,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_01h23.25.343,ant_ver113,2025.2.3,MacIntel,56.49717514,114638,114638,,,,,55.6943,56.1938,0.5,56.1944,60.194,left,1,60.1949,61.194,0,3,3,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,0.7415,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_01h23.25.343,ant_ver113,2025.2.3,MacIntel,56.49717514,114638,114638,,,,,61.1944,62.294,1.1,62.2948,66.293,left,1,66.2938,67.2941,0,4,4,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,1.2816,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_01h23.25.343,ant_ver113,2025.2.3,MacIntel,56.49717514,114638,114638,,,,,67.2947,68.0942,0.8,68.0949,72.0932,left,1,72.0942,73.0941,0,5,5,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,0.6995,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_01h23.25.343,ant_ver113,2025.2.3,MacIntel,56.49717514,114638,114638,,,,,73.0946,74.3933,1.3,74.394,78.3933,left,1,78.3943,79.3931,0,6,6,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,0.5069,,,,,,,,,,,,,,,,,,,,
