location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration
1,0.0002,11.0195,2026-02-18_10h33.51.566,ant_ver113,2025.2.3,MacIntel,59.88023952,130322,130322,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-18_10h33.51.566,ant_ver113,2025.2.3,MacIntel,59.88023952,130322,130322,11.0198,21.6035,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-18_10h33.51.566,ant_ver113,2025.2.3,MacIntel,59.88023952,130322,130322,,,21.6037,33.1535,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-18_10h33.51.566,ant_ver113,2025.2.3,MacIntel,59.88023952,130322,130322,,,,,33.1787,33.6199,0.45,33.6214,37.6199,,0,37.6203,38.62,0,0,0,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,
1,,,2026-02-18_10h33.51.566,ant_ver113,2025.2.3,MacIntel,59.88023952,130322,130322,,,,,38.6209,40.1695,1.55,40.1704,44.1696,left,0,44.1699,45.1697,0,1,1,11,1,stim/upper.png,stim/incongRight.png,1,right,0,1.1828,
1,,,2026-02-18_10h33.51.566,ant_ver113,2025.2.3,MacIntel,59.88023952,130322,130322,,,,,45.1705,46.4696,1.3,46.4705,50.4696,left,1,50.4713,51.4695,0,2,2,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,0.7491,
1,,,2026-02-18_10h33.51.566,ant_ver113,2025.2.3,MacIntel,59.88023952,130322,130322,,,,,51.4699,52.2693,0.8,52.2701,56.2696,left,1,56.2705,57.2696,0,3,3,4,1,stim/centre.png,stim/congLeft.png,1,left,0,0.6692,
1,,,2026-02-18_10h33.51.566,ant_ver113,2025.2.3,MacIntel,59.88023952,130322,130322,,,,,57.2702,58.3196,1.05,58.3204,62.3194,,0,62.3203,63.3195,0,4,4,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,
1,,,2026-02-18_10h33.51.566,ant_ver113,2025.2.3,MacIntel,59.88023952,130322,130322,,,,,63.32,64.6195,1.3,64.6206,68.619,,0,68.6191,69.6185,0,5,5,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,
1,,,2026-02-18_10h33.51.566,ant_ver113,2025.2.3,MacIntel,59.88023952,130322,130322,,,,,69.6193,70.8192,1.2,70.8204,74.819,right,1,74.8194,75.8193,0,6,6,0,1,stim/centre.png,stim/congRight.png,-1,right,0,1.5145,
1,,,2026-02-18_10h33.51.566,ant_ver113,2025.2.3,MacIntel,59.88023952,130322,130322,,,,,75.8198,77.0693,1.25,77.0702,81.0693,,0,81.0703,82.0694,0,7,7,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,
1,,,2026-02-18_10h33.51.566,ant_ver113,2025.2.3,MacIntel,59.88023952,130322,130322,,,,,82.0699,82.6693,0.6,82.6703,90.6731,,0,90.6738,90.674,0,8,8,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,
