location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant
2,0.0004,15.3378,2026-02-26_13h31.50.420,ant_ver113,2025.2.3,MacIntel,61.34969325,13500,13500
