location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.order
3,0.0004,10.7603,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,10.7606,45.3766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,45.3768,73.4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,73.4287,73.976,0.55,73.9774,77.9762,left,1,1.1656,,77.9765,78.9754,0,0,0,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,78.9763,79.9259,0.95,79.9269,83.9257,left,1,0.8684,,83.9267,84.9257,0,1,1,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,84.9262,85.6757,0.75,85.6765,89.6756,left,1,0.7995,,89.6765,90.6748,0,2,2,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,90.6753,91.3249,0.65,91.3258,95.3251,left,1,0.8025,,95.3261,96.3255,0,3,3,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,96.3261,97.8256,1.5,97.8264,101.8251,right,1,0.5996,,101.826,102.8255,0,4,4,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,102.8259,104.0756,1.25,104.0763,108.0752,left,1,0.966,,108.0762,109.0755,0,5,5,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,109.076,109.7255,0.65,109.7263,113.7248,left,1,0.9681,,113.7258,114.7254,0,6,6,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,114.7262,115.4253,0.7,115.4261,119.4254,right,1,0.6307,,119.4262,120.4249,0,7,7,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,120.425,121.5753,1.15,121.5759,125.5754,right,1,0.6962,,125.5762,126.5753,0,8,8,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,126.5758,127.8753,1.3,127.8759,131.8744,right,1,0.7823,,131.8752,132.8752,0,9,9,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,132.8758,134.0747,1.2,134.0754,138.0751,right,1,0.6462,,138.076,139.0752,0,10,10,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,139.0757,139.8751,0.8,139.8759,143.8751,left,1,0.5036,,143.8761,144.8751,0,11,11,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,144.8756,145.3751,0.5,145.3758,149.3748,left,1,0.4873,,149.375,150.375,0,12,12,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,150.3756,150.8247,0.45,150.8254,154.8246,right,1,0.5987,,154.8254,155.825,0,13,13,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,155.8254,157.0243,1.2,157.025,161.025,right,1,0.6827,,161.0258,162.0249,0,14,14,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,162.0254,162.8749,0.85,162.8755,166.8739,left,1,0.516,,166.8747,167.8749,0,15,15,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,167.8753,169.0748,1.2,169.0754,173.0748,left,1,0.6885,,173.0757,174.0739,0,16,16,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,174.0745,175.3247,1.25,175.3252,179.3248,right,1,0.5532,,179.3257,180.3239,0,17,17,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,180.3243,181.4248,1.1,181.4254,185.4242,left,1,1.1509,,185.425,186.4241,0,18,18,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,186.4246,187.9747,1.55,187.9753,191.9747,right,1,0.7643,,191.9755,192.9744,0,19,19,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,192.9748,193.4746,0.5,193.4753,197.4747,left,1,0.4013,,197.4754,198.4737,0,20,20,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,198.4744,198.8737,0.4,198.8744,202.8737,left,1,0.4494,,202.8746,203.8737,0,21,21,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,203.8741,205.4237,1.55,205.4243,209.4245,right,0,0.5681,,209.4252,210.4245,0,22,22,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,210.4251,211.8735,1.45,211.8742,215.874,left,1,0.5906,,215.8749,216.8744,0,23,23,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,,,,,,,,,,,,,,,,,,,,,,216.8749,229.3415,space,2.4338,,,,,,,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,229.3534,229.991,0.65,229.9918,233.9911,left,1,0.7322,,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,0,0,0,20,1,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,233.9918,235.391,1.4,235.3917,239.3908,left,1,0.4651,,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,0,1,1,4,1,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,239.3914,240.1909,0.8,240.1915,244.1909,left,1,0.4709,,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,0,2,2,38,1,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,244.1914,245.3909,1.2,245.3916,249.3909,left,1,0.4373,,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,0,3,3,15,1,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,249.3914,250.7408,1.35,250.7414,254.7408,right,1,0.5156,,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,0,4,4,29,1,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,254.7412,255.9407,1.2,255.9414,259.9406,right,1,0.6318,,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,0,5,5,18,1,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,259.9411,261.3406,1.4,261.3412,265.3406,left,1,0.4648,,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,0,6,6,12,1,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,265.3412,265.8406,0.5,265.8412,269.8406,right,1,0.4991,,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,,,,,,0,7,7,36,1,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,269.8411,271.3907,1.55,271.3914,275.39,left,0,0.4822,,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,0,8,8,3,1,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,275.3905,276.1396,0.75,276.1404,280.1399,left,1,0.5149,,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,0,9,9,14,1,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,280.1405,281.3405,1.2,281.3411,285.3405,left,1,0.5121,,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,0,10,10,32,1,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,285.341,286.1905,0.85,286.1912,290.1895,left,1,0.5668,,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,0,11,11,22,1,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,290.1901,291.4904,1.3,291.4911,295.4904,right,1,0.6823,,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,,,,,,0,12,12,40,1,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,295.4909,296.5404,1.05,296.541,300.5403,left,1,0.6789,,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,0,13,13,16,1,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,300.5408,301.0903,0.55,301.091,305.0896,right,1,0.4794,,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,0,14,14,45,1,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,305.0901,306.5902,1.5,306.5909,310.5903,right,1,0.4991,,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,0,15,15,23,1,,,,,,,
3,,,2026-02-04_12h35.57.017,ant_ver113,2025.2.3,MacIntel,57.47126437,7372,7372,,,,,310.5907,311.34,0.75,311.3407,315.3402,left,1,0.4558,,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,0,16,16,31,1,,,,,,,
