location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
1,0.0006,12.0776,2026-02-04_23h40.41.157,ant_ver113,2025.2.3,Win32,59.17159763,129570,129570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-04_23h40.41.157,ant_ver113,2025.2.3,Win32,59.17159763,129570,129570,12.0778,32.8277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-04_23h40.41.157,ant_ver113,2025.2.3,Win32,59.17159763,129570,129570,,,32.8279,55.0933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-04_23h40.41.157,ant_ver113,2025.2.3,Win32,59.17159763,129570,129570,,,,,55.1223,55.9265,0.8,55.9277,59.9278,left,1,1.1866,,59.929,60.9265,0,0,0,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,
1,,,2026-02-04_23h40.41.157,ant_ver113,2025.2.3,Win32,59.17159763,129570,129570,,,,,60.9285,61.3257,0.4,61.3279,65.3255,left,1,0.8406,,65.3274,66.3283,0,1,1,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,
1,,,2026-02-04_23h40.41.157,ant_ver113,2025.2.3,Win32,59.17159763,129570,129570,,,,,66.3297,67.8788,1.55,67.8806,71.8777,right,1,1.3034,,71.8796,72.8758,0,2,2,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,
1,,,2026-02-04_23h40.41.157,ant_ver113,2025.2.3,Win32,59.17159763,129570,129570,,,,,72.8765,73.326,0.45,73.3275,77.3275,right,1,0.9206,,77.3288,78.3285,0,3,3,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,
1,,,2026-02-04_23h40.41.157,ant_ver113,2025.2.3,Win32,59.17159763,129570,129570,,,,,78.3292,79.075,0.75,79.0766,83.0745,left,1,1.1194,,83.0754,84.0774,0,4,4,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-04_23h40.41.157,ant_ver113,2025.2.3,Win32,59.17159763,129570,129570,,,,,84.0784,85.33,1.25,85.3315,89.3277,left,1,0.8347,,89.3293,90.3277,0,5,5,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,
1,,,2026-02-04_23h40.41.157,ant_ver113,2025.2.3,Win32,59.17159763,129570,129570,,,,,90.3283,91.8774,1.55,91.8794,95.8749,left,1,0.7078,,95.876,96.876,0,6,6,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,
