location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
3,0.001,20.54,2026-02-28_18h04.17.307,ant_ver113,2025.2.3,MacIntel,250,4030,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-28_18h04.17.307,ant_ver113,2025.2.3,MacIntel,250,4030,4030,20.54,55.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-28_18h04.17.307,ant_ver113,2025.2.3,MacIntel,250,4030,4030,,,55.078,81.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-28_18h04.17.307,ant_ver113,2025.2.3,MacIntel,250,4030,4030,,,,,81.972,83.076,1.1,83.078,87.077,,0,87.078,88.077,0,0,0,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,
3,,,2026-02-28_18h04.17.307,ant_ver113,2025.2.3,MacIntel,250,4030,4030,,,,,88.078,89.176,1.1,89.177,93.176,,0,93.177,94.176,0,1,1,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,
3,,,2026-02-28_18h04.17.307,ant_ver113,2025.2.3,MacIntel,250,4030,4030,,,,,94.177,95.409,1.25,95.411,99.41,,0,99.41,100.41,0,2,2,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,
3,,,2026-02-28_18h04.17.307,ant_ver113,2025.2.3,MacIntel,250,4030,4030,,,,,100.411,100.943,0.55,100.945,104.944,,0,104.944,105.944,0,3,3,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,
3,,,2026-02-28_18h04.17.307,ant_ver113,2025.2.3,MacIntel,250,4030,4030,,,,,105.945,107.444,1.5,107.445,111.444,,0,111.444,112.444,0,4,4,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,
3,,,2026-02-28_18h04.17.307,ant_ver113,2025.2.3,MacIntel,250,4030,4030,,,,,112.445,113.344,0.9,113.345,117.344,,0,117.345,118.344,0,5,5,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,
3,,,2026-02-28_18h04.17.307,ant_ver113,2025.2.3,MacIntel,250,4030,4030,,,,,118.345,119.378,1.05,119.379,123.378,,0,123.378,124.378,0,6,6,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,
3,,,2026-02-28_18h04.17.307,ant_ver113,2025.2.3,MacIntel,250,4030,4030,,,,,124.379,125.178,0.8,125.179,129.177,,0,129.177,130.178,0,7,7,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,
3,,,2026-02-28_18h04.17.307,ant_ver113,2025.2.3,MacIntel,250,4030,4030,,,,,130.179,131.411,1.25,131.413,135.412,,0,135.412,136.412,0,8,8,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,
3,,,2026-02-28_18h04.17.307,ant_ver113,2025.2.3,MacIntel,250,4030,4030,,,,,136.413,137.812,1.4,137.813,141.812,,0,141.812,142.812,0,9,9,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,
3,,,2026-02-28_18h04.17.307,ant_ver113,2025.2.3,MacIntel,250,4030,4030,,,,,142.813,143.845,1.05,143.846,147.846,,0,147.846,148.846,0,10,10,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,
3,,,2026-02-28_18h04.17.307,ant_ver113,2025.2.3,MacIntel,250,4030,4030,,,,,148.847,149.846,1,149.847,153.846,,0,153.846,154.846,0,11,11,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,
3,,,2026-02-28_18h04.17.307,ant_ver113,2025.2.3,MacIntel,250,4030,4030,,,,,154.847,156.046,1.2,156.047,160.046,,0,160.047,161.047,0,12,12,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,
