location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation
1,,,2026-03-12_23h33.30.151,ant_ver113,2025.2.3,Win32,60.60606061,130418,130418,,,,,131.7192,132.5679,0.85,132.5685,136.5683,,0,,,136.5685,137.5667,0,10,10,12,1,stim/lower.png,stim/congLeft.png,-1,left,0
1,,,2026-03-12_23h33.30.151,ant_ver113,2025.2.3,Win32,60.60606061,130418,130418,,,,,137.5674,138.2178,0.65,138.2189,142.2161,,0,,,142.2164,143.2169,0,11,11,15,1,stim/blank.png,stim/congLeft.png,-1,left,0
1,,,2026-03-12_23h33.30.151,ant_ver113,2025.2.3,Win32,60.60606061,130418,130418,,,,,143.2178,144.0673,0.85,144.0686,148.0675,,0,,,148.0678,149.0673,0,12,12,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0
1,,,2026-03-12_23h33.30.151,ant_ver113,2025.2.3,Win32,60.60606061,130418,130418,,,,,149.0681,149.9162,0.85,149.9172,153.9177,,0,,,153.9178,154.9166,0,13,13,3,1,stim/both.png,stim/incongRight.png,-1,right,0
1,,,2026-03-12_23h33.30.151,ant_ver113,2025.2.3,Win32,60.60606061,130418,130418,,,,,154.9172,156.0671,1.15,156.0678,160.0671,,0,,,160.0671,161.0667,0,14,14,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0
1,,,2026-03-12_23h33.30.151,ant_ver113,2025.2.3,Win32,60.60606061,130418,130418,,,,,161.0677,162.6157,1.55,162.6166,166.6167,,0,,,166.6168,167.6152,0,15,15,6,1,stim/blank.png,stim/congLeft.png,1,left,0
1,,,2026-03-12_23h33.30.151,ant_ver113,2025.2.3,Win32,60.60606061,130418,130418,,,,,167.6159,168.0659,0.45,168.0669,172.0689,,0,,,172.0691,173.069,0,16,16,18,1,stim/blank.png,stim/congRight.png,-1,right,0
1,,,2026-03-12_23h33.30.151,ant_ver113,2025.2.3,Win32,60.60606061,130418,130418,,,,,173.0697,173.5651,0.5,173.5662,177.5529,,0,,,177.5529,178.5648,0,17,17,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0
1,,,2026-03-12_23h33.30.151,ant_ver113,2025.2.3,Win32,60.60606061,130418,130418,,,,,178.5657,179.6652,1.1,179.6663,183.6638,,0,,,183.6639,184.6686,0,18,18,5,1,stim/both.png,stim/congLeft.png,-1,left,0
1,,,2026-03-12_23h33.30.151,ant_ver113,2025.2.3,Win32,60.60606061,130418,130418,,,,,184.6703,185.5689,0.9,185.5696,189.5639,,0,,,189.564,190.5638,0,19,19,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0
