location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
1,0.0003,13.2046,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,13.2051,23.4045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,23.4047,36.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,36.6135,37.8045,1.2,37.8053,41.8045,right,1,0.6823,,41.8047,42.8047,0,0,0,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,42.8055,43.6043,0.8,43.605,47.6045,left,1,0.5472,,47.6055,48.6045,0,1,1,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,48.6049,50.0036,1.4,50.004,54.0047,left,1,0.4508,,54.0054,55.0046,0,2,2,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,55.0049,56.0047,1,56.0054,60.0038,,0,,,60.0045,61.0047,0,3,3,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,61.005,62.4549,1.45,62.4558,66.4551,,0,,,66.4552,67.4548,0,4,4,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,67.4551,68.8546,1.4,68.8551,72.8554,right,1,1.0486,,72.8568,73.855,0,5,5,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,73.8553,74.9054,1.05,74.9062,78.905,left,0,0.4397,,78.9056,79.905,0,6,6,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,79.9054,81.2554,1.35,81.2561,85.2551,left,1,0.7506,,85.2556,86.2551,0,7,7,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,86.2555,86.6553,0.4,86.6558,90.6556,,0,,,90.6564,91.6553,0,8,8,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,91.6555,93.1052,1.45,93.1057,97.105,,0,,,97.1051,98.1054,0,9,9,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,98.1057,98.5555,0.45,98.5561,102.5554,left,1,1.1672,,102.5562,103.5555,0,10,10,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,103.5558,104.8057,1.25,104.8066,108.8056,right,1,1.6332,,108.806,109.8056,0,11,11,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,109.8059,110.2051,0.4,110.2055,114.2056,,0,,,114.2063,115.2054,0,12,12,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,115.2059,116.3057,1.1,116.3061,120.3061,left,1,0.7849,,120.3072,121.3061,0,13,13,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,121.3066,122.3055,1,122.3057,126.3059,,0,,,126.3066,127.306,0,14,14,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,127.3062,128.2557,0.95,128.2564,132.256,left,0,0.9336,,132.2561,133.256,0,15,15,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,133.2564,134.4061,1.15,134.4066,138.4061,,0,,,138.4061,139.4061,0,16,16,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,139.4065,139.8061,0.4,139.8065,143.8055,right,1,1.35,,143.8062,144.8063,0,17,17,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,144.8066,145.5562,0.75,145.5567,149.5565,,0,,,149.5571,150.5564,0,18,18,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,150.5566,152.0564,1.5,152.0568,156.0565,left,1,1.26,,156.057,157.0564,0,19,19,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,157.0567,158.1556,1.1,158.1561,162.1566,left,1,1.0545,,162.1571,163.1567,0,20,20,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,163.1571,164.4568,1.3,164.4576,168.4568,left,1,1.282,,168.4573,169.4567,0,21,21,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,169.457,169.9068,0.45,169.9075,173.9069,left,1,0.9985,,173.9077,174.9072,0,22,22,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,174.908,175.7568,0.85,175.7573,179.7569,left,1,1.0478,,179.7575,180.7568,0,23,23,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,,,,,,,,,,,,,,,,,,,,,,180.7572,194.1747,space,3.3827,,,,,,,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,194.1894,195.1406,0.95,195.1414,199.1406,left,1,0.4847,,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,0,0,0,5,1,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,199.1411,200.5407,1.4,200.5412,204.5409,left,1,0.5536,,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,0,1,1,8,1,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,204.5416,205.0401,0.5,205.0406,209.0398,left,0,0.4725,,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,0,2,2,7,1,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,209.0401,210.391,1.35,210.3916,214.3908,,0,,,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,0,3,3,19,1,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,214.3913,214.8908,0.5,214.8913,218.89,right,1,0.581,,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,0,4,4,43,1,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,218.8905,219.441,0.55,219.4414,223.44,left,1,0.6555,,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,0,5,5,22,1,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,223.4403,224.6413,1.2,224.6421,228.6412,left,1,0.9152,,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,0,6,6,10,1,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,228.6416,229.2914,0.65,229.292,233.2913,right,0,0.4815,,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,,,,,,0,7,7,42,1,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,233.2916,233.8913,0.6,233.8918,237.8913,right,1,0.5747,,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,0,8,8,18,1,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,237.8917,238.7406,0.85,238.741,242.7406,left,1,0.4111,,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,0,9,9,24,1,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,242.741,243.6915,0.95,243.6918,247.6915,left,1,0.5154,,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,0,10,10,14,1,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,247.692,249.0915,1.4,249.092,253.0916,left,1,0.335,,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,0,11,11,6,1,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,253.092,254.0912,1,254.0919,258.0908,left,1,0.4184,,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,0,12,12,15,1,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,258.0911,259.5418,1.45,259.5421,263.5419,left,0,0.356,,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,0,13,13,28,1,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,263.5422,264.5409,1,264.5412,268.542,left,1,0.4335,,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,0,14,14,32,1,,,,,,,,,
1,,,2026-02-17_12h31.58.213,ant_ver113,2025.2.3,MacIntel,58.13953488,129662,129662,,,,,268.5422,268.9919,0.45,268.9923,272.9921,left,1,0.6875,,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,0,15,15,20,1,,,,,,,,,
