PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
0.0007,10.2856,2026-01-20_12h01.11.921,ant_ver113,2025.2.3,MacIntel,107.5268817,127937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h01.11.921,ant_ver113,2025.2.3,MacIntel,107.5268817,127937,10.2859,32.1676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h01.11.921,ant_ver113,2025.2.3,MacIntel,107.5268817,127937,,,32.1676,49.7428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h01.11.921,ant_ver113,2025.2.3,MacIntel,107.5268817,127937,,,,,49.7572,50.5014,0.75,50.5019,54.5014,right,1,1.345,,54.5015,55.5005,0,0,0,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h01.11.921,ant_ver113,2025.2.3,MacIntel,107.5268817,127937,,,,,55.5008,56.5506,1.05,56.5513,60.5512,,0,,,60.5517,61.5515,0,1,1,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h01.11.921,ant_ver113,2025.2.3,MacIntel,107.5268817,127937,,,,,61.5529,62.7513,1.2,62.7518,66.7502,left,1,0.7221,,66.7506,67.7518,0,2,2,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h01.11.921,ant_ver113,2025.2.3,MacIntel,107.5268817,127937,,,,,67.7524,68.4014,0.65,68.4019,72.4017,left,1,0.7333,,72.4029,73.4014,0,3,3,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h01.11.921,ant_ver113,2025.2.3,MacIntel,107.5268817,127937,,,,,73.4018,73.9513,0.55,73.9524,77.9511,left,1,0.5956,,77.9515,78.951,0,4,4,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h01.11.921,ant_ver113,2025.2.3,MacIntel,107.5268817,127937,,,,,78.9516,80.3009,1.35,80.3011,84.3009,right,1,0.4701,,84.3011,85.3012,0,5,5,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h01.11.921,ant_ver113,2025.2.3,MacIntel,107.5268817,127937,,,,,85.3017,86.051,0.75,86.0512,90.0515,left,1,0.7301,,90.0524,91.05,0,6,6,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h01.11.921,ant_ver113,2025.2.3,MacIntel,107.5268817,127937,,,,,91.0502,92.501,1.45,92.5014,96.4968,right,1,0.7294,,96.4973,97.4974,0,7,7,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
