location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.order
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,101.9745,102.6234,0.65,102.6244,106.6235,left,1,0.5186,,106.6254,107.6237,0,7,7,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,107.6243,108.824,1.2,108.8248,112.8242,right,1,0.9844,,112.8251,113.8245,0,8,8,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,113.8248,115.2247,1.4,115.2254,119.2248,left,0,0.7839,,119.2256,120.2251,0,9,9,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,120.2261,120.6256,0.4,120.6262,124.6255,right,1,0.4718,,124.6264,125.6256,0,10,10,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,125.6261,126.2255,0.6,126.2263,130.2265,left,1,1.1048,,130.2274,131.2267,0,11,11,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,131.2274,132.7762,1.55,132.7768,136.7766,right,1,0.7179,,136.7776,137.7771,0,12,12,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,137.7776,138.8268,1.05,138.8274,142.8275,left,0,0.5676,,142.8283,143.8278,0,13,13,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,143.8283,144.6276,0.8,144.6282,148.628,right,0,0.6224,,148.6281,149.628,0,14,14,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,149.6285,150.2785,0.65,150.2795,154.2788,left,1,0.3831,,154.2795,155.2785,0,15,15,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,155.279,156.7288,1.45,156.7293,160.7296,right,0,0.639,,160.7305,161.7294,0,16,16,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,161.73,162.479,0.75,162.4798,166.4799,right,1,0.734,,166.4809,167.4799,0,17,17,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,167.4805,168.8302,1.35,168.831,172.8303,left,1,0.4844,,172.8313,173.8305,0,18,18,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,173.8308,174.7303,0.9,174.7309,178.7313,left,1,0.4356,,178.7323,179.7312,0,19,19,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,179.7318,180.3811,0.65,180.3818,184.3814,right,0,0.4668,,184.3824,185.382,0,20,20,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,185.3825,186.832,1.45,186.833,190.832,,0,,,190.8321,191.832,0,21,21,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,191.8327,192.6322,0.8,192.6331,196.6331,left,1,1.1854,,196.6357,197.6334,0,22,22,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,197.6339,198.1831,0.55,198.1838,202.1834,,0,,,202.1843,203.1747,0,23,23,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,,,,,,,,,,,,,,,,,,,,,,203.1752,213.2678,space,0.0556,,,,,,,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,213.288,213.7349,0.45,213.7359,217.7352,left,0,0.9032,,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,0,0,0,3,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,217.736,218.8854,1.15,218.8861,222.8853,right,0,0.753,,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,0,1,1,1,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,222.8858,224.4355,1.55,224.4364,228.4359,left,1,0.3906,,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,0,2,2,8,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,228.4365,228.886,0.45,228.8868,232.8862,right,0,0.6173,,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,,,,,,0,3,3,42,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,232.8866,233.4361,0.55,233.4369,237.4369,right,1,0.5082,,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,0,4,4,0,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,237.4373,238.0868,0.65,238.0875,242.087,right,1,0.8544,,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,,,,,,0,5,5,36,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,242.0875,243.5374,1.45,243.538,247.5375,right,1,0.7005,,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,0,6,6,23,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,247.538,248.7877,1.25,248.7883,252.7884,right,1,0.4173,,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,0,7,7,47,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,252.7889,253.4886,0.7,253.4892,257.4887,left,1,0.4838,,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,0,8,8,10,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,257.4893,258.9388,1.45,258.9397,262.9392,left,0,0.618,,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,0,9,9,25,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,262.9398,264.489,1.55,264.4898,268.4897,left,1,0.7521,,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,0,10,10,9,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,268.4902,269.1395,0.65,269.1408,273.1405,right,1,0.4075,,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,,,,,,0,11,11,13,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,273.141,274.5403,1.4,274.541,278.541,right,1,0.7502,,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,0,12,12,41,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,278.5416,279.2908,0.75,279.2916,283.2914,right,1,0.3917,,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,0,13,13,43,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,283.2918,284.6415,1.35,284.6423,288.6417,right,0,0.6362,,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,0,14,14,21,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,288.6422,289.042,0.4,289.0426,293.0428,right,0,0.758,,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,0,15,15,33,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,293.0435,293.8428,0.8,293.8434,297.8429,left,1,0.4027,,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,0,16,16,24,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,297.8434,299.3926,1.55,299.3935,303.394,right,0,0.6028,,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,0,17,17,37,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,303.3949,304.0435,0.65,304.0444,308.0438,right,1,0.4356,,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,0,18,18,30,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,308.0443,308.994,0.95,308.9947,312.9939,left,1,0.4011,,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,,,,,,0,19,19,34,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,312.9943,313.5946,0.6,313.5953,317.5947,left,1,0.4508,,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,0,20,20,15,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,317.5951,318.6451,1.05,318.6461,322.645,left,1,0.5053,,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,0,21,21,16,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,322.6456,324.0451,1.4,324.0458,328.0453,right,1,0.4423,,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,,,,,,0,22,22,2,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,328.0459,329.0459,1,329.0465,333.0463,right,1,0.4341,,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,0,23,23,45,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,333.0469,333.9959,0.95,333.9965,337.9968,left,1,0.4508,,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,0,24,24,17,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,337.9973,338.5964,0.6,338.5971,342.5974,left,0,0.8186,,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,,,,,,0,25,25,40,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,342.5979,343.3968,0.8,343.3976,347.3973,right,1,0.6661,,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,0,26,26,35,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,347.3978,347.9476,0.55,347.9481,351.9478,right,1,0.671,,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,0,27,27,18,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,351.9483,352.3982,0.45,352.3989,356.3981,right,1,0.6011,,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,0,28,28,39,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,356.3988,357.7987,1.4,357.7992,361.7991,left,0,0.4673,,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,0,29,29,7,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,361.7996,362.449,0.65,362.4497,366.4494,left,1,0.6175,,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,0,30,30,22,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,366.4498,367.6493,1.2,367.6502,371.6497,left,0,0.405,,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,0,31,31,19,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,371.6501,372.1502,0.5,372.1509,376.1508,left,1,0.6923,,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,0,32,32,32,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,376.1515,376.55,0.4,376.5508,380.5505,right,1,0.7668,,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,0,33,33,28,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,380.5511,381.2006,0.65,381.2013,385.2011,left,1,0.4404,,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,0,34,34,31,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,385.2016,385.6009,0.4,385.6018,389.602,right,1,0.6085,,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,0,35,35,29,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,389.6027,390.5017,0.9,390.5024,394.5023,left,1,0.4017,,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,0,36,36,12,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,394.503,394.9024,0.4,394.9029,398.9028,left,1,0.6912,,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,0,37,37,14,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,398.9033,399.6024,0.7,399.6032,403.6034,right,1,0.3724,,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,0,38,38,44,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,403.6039,405.0537,1.45,405.0544,409.0538,left,0,0.7844,,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,0,39,39,11,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,409.0543,410.3036,1.25,410.3044,414.3043,right,1,0.5207,,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,0,40,40,27,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,414.3047,415.804,1.5,415.8047,419.8049,left,0,0.4257,,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,0,41,41,26,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,419.8055,420.9549,1.15,420.9558,424.9554,right,0,0.7172,,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,0,42,42,46,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,424.9559,425.6049,0.65,425.6058,429.6053,left,1,0.3849,,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,0,43,43,4,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,429.6057,431.1057,1.5,431.1065,435.1064,left,1,0.4167,,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,0,44,44,38,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,435.1069,435.7561,0.65,435.7571,439.7569,left,1,0.7349,,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,0,45,45,6,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,439.7577,440.5065,0.75,440.5074,444.507,right,0,0.7834,,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,0,46,46,20,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,444.5075,445.2069,0.7,445.2074,449.2075,left,1,0.6728,,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,0,47,47,5,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,449.2083,450.0577,0.85,450.0584,454.0585,right,1,0.506,,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,1,0,48,41,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,454.0591,454.5581,0.5,454.5587,458.5585,left,0,0.4824,,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,1,1,49,7,1,,,,,,,
1,,,2026-03-04_23h24.20.356,ant_ver113,2025.2.3,Win32,60.24096386,120718,120718,,,,,458.5591,,,,,,,,,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,,,,,,1,2,50,13,1,0,0,0,0,1,2,95
