location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
1,0.0003,28.4823,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,28.4828,55.1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,55.1988,126.5158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,126.5401,127.9322,1.4,127.934,131.9322,right,1,1.2054,,131.9326,132.9321,0,0,0,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,132.9331,134.3807,1.45,134.3817,138.3818,left,1,0.6642,,138.3832,139.3818,0,1,1,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,139.3827,140.4318,1.05,140.4328,144.4319,left,1,0.6645,,144.432,145.4319,0,2,2,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,145.4325,146.0818,0.65,146.0828,150.082,left,1,0.6353,,150.0832,151.0819,0,3,3,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,151.0827,151.9308,0.85,151.9318,155.932,right,1,0.7818,,155.9332,156.9319,0,4,4,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,156.9326,158.182,1.25,158.1829,162.182,right,1,0.6,,162.1832,163.182,0,5,5,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,163.1827,164.5819,1.4,164.583,168.5821,left,1,0.6655,,168.5832,169.5821,0,6,6,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,169.5827,170.4309,0.85,170.4319,174.431,left,1,0.4821,,174.4321,175.4321,0,7,7,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,175.4328,176.482,1.05,176.4829,180.4821,left,1,0.3998,,180.4833,181.4822,0,8,8,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,181.4828,183.031,1.55,183.0319,187.0321,right,1,0.5551,,187.0333,188.0312,0,9,9,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,188.0317,188.8823,0.85,188.8834,192.8811,left,1,0.3987,,192.8823,193.8822,0,10,10,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,193.8828,194.7322,0.85,194.733,198.732,right,0,0.4318,,198.7331,199.7321,0,11,11,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,199.7328,200.3321,0.6,200.333,204.3321,left,1,0.5314,,204.3333,205.3323,0,12,12,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,205.3329,206.6821,1.35,206.6828,210.6822,left,1,0.5271,,210.6833,211.6821,0,13,13,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,211.6829,212.8323,1.15,212.8331,216.8308,left,1,0.4482,,216.8312,217.8311,0,14,14,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,217.8317,219.3323,1.5,219.3333,223.3321,left,1,0.5827,,223.333,224.3322,0,15,15,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,224.3329,225.1823,0.85,225.1831,229.1822,left,0,0.4325,,229.1833,230.1822,0,16,16,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,230.1829,230.7822,0.6,230.7831,234.7812,right,1,0.9666,,234.7822,235.7823,0,17,17,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,235.783,236.1824,0.4,236.1832,240.1823,right,1,0.5341,,240.1834,241.1824,0,18,18,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,241.183,242.5824,1.4,242.5832,246.5823,left,1,0.6336,,246.5834,247.5823,0,19,19,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,247.583,248.7818,1.2,248.7827,252.7823,left,1,0.5856,,252.7833,253.7823,0,20,20,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,253.7829,254.2824,0.5,254.2832,258.2824,right,1,0.5042,,258.2834,259.2814,0,21,21,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,259.282,260.2824,1,260.2833,264.2817,left,1,0.5856,,264.2827,265.2824,0,22,22,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,265.2831,266.8314,1.55,266.8324,270.8325,right,1,0.5678,,270.8335,271.8317,0,23,23,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,,,,,,,,,,,,,,,,,,,,,,271.8324,295.5997,space,13.7332,0.0041,,,,,
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,295.611,296.5649,0.95,296.5658,300.5659,right,1,0.4336,,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,0,0,0,28,1
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,300.5668,301.916,1.35,301.9169,305.9161,right,1,0.5329,,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,0,1,1,45,1
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,305.9167,307.216,1.3,307.2168,311.216,right,1,0.4486,,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,0,2,2,27,1
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,311.2165,311.916,0.7,311.9169,315.9161,right,1,0.3875,,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,0,3,3,30,1
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,315.9166,316.6649,0.75,316.6658,320.6661,left,0,0.4718,,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,0,4,4,11,1
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,320.6668,321.366,0.7,321.3669,325.3662,left,1,0.4888,,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,0,5,5,12,1
1,,,2026-02-10_22h56.41.818,ant_ver113,2025.2.3,MacIntel,59.88023952,129410,129410,,,,,325.3667,326.416,1.05,326.4169,330.4151,right,1,0.585,,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,0,6,6,35,1
