location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
1,0.0003,11.6811,2026-03-09_22h57.18.118,ant_ver113,2025.2.3,MacIntel,63.29113924,128994,128994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-09_22h57.18.118,ant_ver113,2025.2.3,MacIntel,63.29113924,128994,128994,11.6815,47.3304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-09_22h57.18.118,ant_ver113,2025.2.3,MacIntel,63.29113924,128994,128994,,,47.3306,74.1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-09_22h57.18.118,ant_ver113,2025.2.3,MacIntel,63.29113924,128994,128994,,,,,74.1988,74.6472,0.45,74.6485,78.6465,,0,78.6468,79.6464,0,0,0,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,
1,,,2026-03-09_22h57.18.118,ant_ver113,2025.2.3,MacIntel,63.29113924,128994,128994,,,,,79.6472,80.7961,1.15,80.7969,84.797,right,1,84.798,85.7969,0,1,1,0,1,stim/centre.png,stim/congRight.png,-1,right,0,0.8667,,,,,,,,,,,
1,,,2026-03-09_22h57.18.118,ant_ver113,2025.2.3,MacIntel,63.29113924,128994,128994,,,,,85.7975,87.0961,1.3,87.0968,91.096,right,1,91.097,92.096,0,2,2,2,1,stim/centre.png,stim/congRight.png,1,right,0,0.85,,,,,,,,,,,
1,,,2026-03-09_22h57.18.118,ant_ver113,2025.2.3,MacIntel,63.29113924,128994,128994,,,,,92.0966,93.4969,1.4,93.4976,97.4969,left,1,97.4978,98.4968,0,3,3,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,0.7348,,,,,,,,,,,
1,,,2026-03-09_22h57.18.118,ant_ver113,2025.2.3,MacIntel,63.29113924,128994,128994,,,,,98.4973,99.4468,0.95,99.4476,103.446,,0,103.4469,104.4468,0,4,4,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,
1,,,2026-03-09_22h57.18.118,ant_ver113,2025.2.3,MacIntel,63.29113924,128994,128994,,,,,104.4473,104.8969,0.45,104.8977,108.896,left,1,108.8969,109.8965,0,5,5,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,1.1158,,,,,,,,,,,
1,,,2026-03-09_22h57.18.118,ant_ver113,2025.2.3,MacIntel,63.29113924,128994,128994,,,,,109.8969,110.8959,1,110.8966,114.8968,left,1,114.8977,115.8968,0,6,6,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,0.6699,,,,,,,,,,,
1,,,2026-03-09_22h57.18.118,ant_ver113,2025.2.3,MacIntel,63.29113924,128994,128994,,,,,115.8972,117.4468,1.55,117.4475,121.4468,left,1,121.4477,122.4468,0,7,7,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,0.7515,,,,,,,,,,,
1,,,2026-03-09_22h57.18.118,ant_ver113,2025.2.3,MacIntel,63.29113924,128994,128994,,,,,122.4474,123.2967,0.85,123.2974,127.2968,left,1,127.2977,128.2968,0,8,8,1,1,stim/both.png,stim/incongLeft.png,1,left,0,1.3823,,,,,,,,,,,
1,,,2026-03-09_22h57.18.118,ant_ver113,2025.2.3,MacIntel,63.29113924,128994,128994,,,,,128.2973,128.8968,0.6,128.8975,132.8967,left,1,132.8977,133.8967,0,9,9,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,1.4504,,,,,,,,,,,
