location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation
3,0.0004,13.8308,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,13.8312,54.9965,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,54.9967,95.6299,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,95.6528,96.8463,1.2,96.8473,100.8461,right,1,0.8982,,100.8464,101.846,0,0,0,2,1,stim/centre.png,stim/congRight.png,1,right,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,101.8469,102.8957,1.05,102.8965,106.8959,left,1,0.4457,,106.8971,107.8957,0,1,1,6,1,stim/blank.png,stim/congLeft.png,1,left,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,107.8961,108.846,0.95,108.8465,112.8458,left,1,0.5511,,112.8469,113.8457,0,2,2,9,1,stim/centre.png,stim/congLeft.png,-1,left,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,113.8462,114.396,0.55,114.3968,118.396,right,1,0.5675,,118.3976,119.3957,0,3,3,0,1,stim/centre.png,stim/congRight.png,-1,right,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,119.3962,120.6953,1.3,120.6962,124.6956,,0,,,124.6962,125.6961,0,4,4,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,125.6967,126.196,0.5,126.1972,130.1955,left,1,0.6507,,130.1963,131.1957,0,5,5,12,1,stim/lower.png,stim/congLeft.png,-1,left,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,131.196,131.7954,0.6,131.7959,135.7959,right,1,0.8606,,135.7971,136.7956,0,6,6,23,1,stim/both.png,stim/neutralRight.png,1,right,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,136.7959,137.7957,1,137.7965,141.7954,left,1,0.6018,,141.7964,142.7955,0,7,7,15,1,stim/blank.png,stim/congLeft.png,-1,left,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,142.7959,144.0958,1.3,144.0965,148.0953,right,0,0.5666,,148.0958,149.0959,0,8,8,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,149.0963,150.3955,1.3,150.3964,154.3953,right,0,0.7892,,154.3953,155.3962,0,9,9,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,155.3971,155.8458,0.45,155.8465,159.8457,,0,,,159.8457,160.8454,0,10,10,11,1,stim/upper.png,stim/incongRight.png,1,right,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,160.846,161.4456,0.6,161.446,165.4454,,0,,,165.4454,166.4452,0,11,11,19,1,stim/lower.png,stim/incongRight.png,-1,right,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,166.4455,167.2453,0.8,167.246,171.2455,left,0,0.6161,,171.2455,172.2453,0,12,12,7,1,stim/blank.png,stim/incongRight.png,-1,right,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,172.2459,173.0453,0.8,173.0459,177.0455,right,1,1.5493,,177.0466,178.0453,0,13,13,18,1,stim/blank.png,stim/congRight.png,-1,right,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,178.0457,179.5452,1.5,179.5459,183.546,left,1,1.027,,183.548,184.5455,0,14,14,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,184.5459,185.3456,0.8,185.3465,189.3452,,0,,,189.3461,190.3454,0,15,15,20,1,stim/blank.png,stim/incongLeft.png,1,left,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,190.3457,191.2453,0.9,191.246,195.2452,left,1,0.6709,,195.2459,196.2453,0,16,16,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,196.2458,197.0958,0.85,197.0966,201.0953,left,1,0.4983,,201.096,202.0952,0,17,17,5,1,stim/both.png,stim/congLeft.png,-1,left,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,202.0956,203.4452,1.35,203.4456,207.4453,left,1,0.6178,,207.4458,208.445,0,18,18,4,1,stim/centre.png,stim/congLeft.png,1,left,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,208.4454,209.3453,0.9,209.3458,213.3451,,0,,,213.3457,214.3454,0,19,19,1,1,stim/both.png,stim/incongLeft.png,1,left,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,214.3457,214.7954,0.45,214.7965,218.7952,left,1,0.5837,,218.7957,219.7957,0,20,20,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,219.796,220.5451,0.75,220.5461,224.5451,,0,,,224.5457,225.5453,0,21,21,3,1,stim/both.png,stim/incongRight.png,-1,right,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,225.5456,225.9952,0.45,225.9959,229.995,right,1,1.3857,,229.9957,230.9952,0,22,22,13,1,stim/both.png,stim/congRight.png,-1,right,0
3,,,2026-02-13_15h59.52.243,ant_ver113,2025.2.3,Win32,59.88023952,3112,3112,,,,,230.9959,231.645,0.65,231.6458,235.645,left,1,0.7272,,235.6458,236.6455,0,23,23,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0
