PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
0,15.779,2026-01-20_11h44.06.133,ant_ver113,2025.2.3,MacIntel,58.82352941,130057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_11h44.06.133,ant_ver113,2025.2.3,MacIntel,58.82352941,130057,15.78,47.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_11h44.06.133,ant_ver113,2025.2.3,MacIntel,58.82352941,130057,,,47.896,88.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_11h44.06.133,ant_ver113,2025.2.3,MacIntel,58.82352941,130057,,,,,88.483,89.329,0.85,89.331,93.33,right,1,1.008,,93.33,94.329,0,0,0,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_11h44.06.133,ant_ver113,2025.2.3,MacIntel,58.82352941,130057,,,,,94.33,94.979,0.65,94.979,98.979,right,1,0.893,,98.98,99.979,0,1,1,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_11h44.06.133,ant_ver113,2025.2.3,MacIntel,58.82352941,130057,,,,,99.979,100.779,0.8,100.779,104.779,right,1,0.923,,104.78,105.779,0,2,2,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_11h44.06.133,ant_ver113,2025.2.3,MacIntel,58.82352941,130057,,,,,105.779,106.329,0.55,106.33,110.328,left,1,1.441,,110.329,111.329,0,3,3,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_11h44.06.133,ant_ver113,2025.2.3,MacIntel,58.82352941,130057,,,,,111.329,112.329,1,112.329,116.328,right,1,0.584,,116.329,117.329,0,4,4,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_11h44.06.133,ant_ver113,2025.2.3,MacIntel,58.82352941,130057,,,,,117.329,118.329,1,118.329,122.329,right,1,0.686,,122.329,123.329,0,5,5,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_11h44.06.133,ant_ver113,2025.2.3,MacIntel,58.82352941,130057,,,,,123.329,124.429,1.1,124.429,128.429,left,1,0.533,,128.43,129.429,0,6,6,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
