PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
0.0009,112.6155,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,112.6157,159.6231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,159.6232,258.4035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,258.4248,259.4703,1.05,259.4713,263.4643,left,1,0.9674,,263.4645,264.4637,0,0,0,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,264.4644,265.5625,1.1,265.5639,269.5591,right,1,0.6674,,269.5605,270.5608,0,1,1,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,270.5613,271.8569,1.3,271.8576,275.8538,left,1,0.5973,,275.8553,276.8528,0,2,2,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,276.8534,278.2019,1.35,278.2029,282.1982,right,1,0.6715,,282.1999,283.1977,0,3,3,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,283.1982,284.1467,0.95,284.1477,288.1434,right,1,0.4921,,288.1449,289.1422,0,4,4,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,289.1426,289.9919,0.85,289.9926,293.9887,right,1,0.7342,,293.99,294.9876,0,5,5,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,294.9881,296.3862,1.4,296.387,300.3827,left,1,0.4784,,300.3842,301.3823,0,6,6,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,301.3828,302.5809,1.2,302.5818,306.5775,right,1,0.6706,,306.5782,307.5766,0,7,7,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,307.5771,308.7789,1.2,308.7795,312.7724,right,1,0.4916,,312.7731,313.7716,0,8,8,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,313.7725,314.8709,1.1,314.8722,318.8674,left,1,0.4754,,318.8686,319.8665,0,9,9,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,319.8673,320.2663,0.4,320.2671,324.2625,right,1,0.5352,,324.2635,325.2616,0,10,10,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,325.2621,325.6618,0.4,325.6626,329.6581,left,1,0.6027,,329.6589,330.6573,0,11,11,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,330.6581,331.7563,1.1,331.7569,335.7531,left,1,0.6513,,335.7543,336.7518,0,12,12,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,336.7523,337.5015,0.75,337.5025,341.4988,left,0,0.4536,,341.5,342.4971,0,13,13,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,342.4975,343.4964,1,343.4972,347.493,left,1,0.569,,347.4941,348.4923,0,14,14,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,348.4929,349.9407,1.45,349.9413,353.9373,left,1,0.4852,,353.9381,354.9377,0,15,15,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,354.9381,356.1356,1.2,356.1366,360.1321,left,1,0.4518,,360.1333,361.1313,0,16,16,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,361.1317,362.4804,1.35,362.4814,366.4768,left,1,0.3941,,366.4781,367.4762,0,17,17,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,367.4768,368.525,1.05,368.5256,372.5216,left,1,0.4386,,372.5223,373.521,0,18,18,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,373.5217,374.9695,1.45,374.9702,378.9661,right,1,0.5104,,378.9668,379.9656,0,19,19,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,379.9661,380.7648,0.8,380.7657,384.7614,right,0,0.4567,,384.7626,385.7605,0,20,20,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,385.761,386.5601,0.8,386.5609,390.5564,right,0,0.4504,,390.5565,391.5592,0,21,21,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,391.5597,392.5057,0.95,392.5067,396.5017,left,1,0.5599,,396.5028,397.5005,0,22,22,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,397.5011,398.2499,0.75,398.2508,402.2465,left,1,0.5411,,402.2476,403.2458,0,23,23,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,,,,,,,,,,,,,,,,,,,,,,403.2466,456.1517,space,42.8641,,,,,,,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,456.1615,457.6997,1.55,457.7007,461.6963,left,1,0.4849,,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,0,0,0,9,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,461.6974,462.246,0.55,462.2467,466.2431,right,1,0.4344,,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,0,1,1,29,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,466.2438,467.0419,0.8,467.0425,471.0383,left,1,0.5738,,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,0,2,2,21,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,471.0388,471.8875,0.85,471.8884,475.8842,right,0,0.3928,,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,0,3,3,33,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,475.8848,476.3339,0.45,476.3349,480.3306,right,1,0.6889,,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,0,4,4,25,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,480.3312,481.0798,0.75,481.0805,485.0767,right,1,0.4402,,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,0,5,5,39,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,485.0774,485.7259,0.65,485.7266,489.7225,right,1,0.5149,,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,0,6,6,41,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,489.7233,490.6217,0.9,490.6227,494.6183,right,1,0.4834,,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,0,7,7,35,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,494.6191,495.6676,1.05,495.6687,499.664,right,1,0.3959,,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,0,8,8,45,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,499.6646,500.7633,1.1,500.7644,504.7598,left,1,0.4614,,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,0,9,9,5,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,504.7604,505.4093,0.65,505.4102,509.406,right,1,0.3518,,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,0,10,10,27,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,509.4066,509.8554,0.45,509.8561,513.8521,right,1,0.4099,,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,,,,,,0,11,11,2,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,513.8527,515.3508,1.5,515.3518,519.3474,right,1,0.3497,,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,0,12,12,11,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,519.348,519.9473,0.6,519.9484,523.9436,left,1,0.4878,,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,0,13,13,1,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,523.9443,524.493,0.55,524.4942,528.4898,left,1,0.4367,,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,0,14,14,32,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,528.4903,529.4389,0.95,529.4396,533.4355,left,1,0.4462,,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,0,15,15,6,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,533.4363,534.8343,1.4,534.835,538.8308,right,1,0.4896,,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,0,16,16,18,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,538.8313,539.9797,1.15,539.9804,543.9764,right,1,0.5511,,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,0,17,17,26,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,543.9771,545.1255,1.15,545.1262,549.1223,right,1,0.5666,,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,0,18,18,7,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,549.1229,549.5718,0.45,549.5724,553.5684,left,1,0.4169,,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,0,19,19,24,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,553.5692,555.0672,1.5,555.0678,559.064,left,1,0.4959,,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,0,20,20,15,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,559.0646,559.8629,0.8,559.8634,563.8595,left,1,0.4669,,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,0,21,21,46,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,563.8602,564.8087,0.95,564.8094,568.8052,right,1,0.4992,,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,0,22,22,0,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,568.8057,569.3551,0.55,569.356,573.3514,right,1,0.4551,,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,0,23,23,28,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,573.3522,573.9509,0.6,573.9516,577.9477,left,1,0.5097,,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,0,24,24,14,1,,,,,,,,,
,,2026-01-20_12h12.55.061,ant_ver113,2025.2.3,Win32,60.24096386,128676,,,,,577.9484,578.3473,0.4,578.348,582.344,left,1,0.4432,,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,0,25,25,17,1,,,,,,,,,
