location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
2,0.0003,17.6589,2026-02-24_11h40.53.570,ant_ver113,2025.2.3,MacIntel,59.88023952,13369,13369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_11h40.53.570,ant_ver113,2025.2.3,MacIntel,59.88023952,13369,13369,17.659,29.5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_11h40.53.570,ant_ver113,2025.2.3,MacIntel,59.88023952,13369,13369,,,29.5003,77.2594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_11h40.53.570,ant_ver113,2025.2.3,MacIntel,59.88023952,13369,13369,,,,,77.2876,78.7256,1.45,78.7267,82.7158,,0,82.7161,83.7155,0,0,0,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_11h40.53.570,ant_ver113,2025.2.3,MacIntel,59.88023952,13369,13369,,,,,83.7164,84.4154,0.7,84.4162,88.4093,left,1,88.4103,89.4087,0,1,1,5,1,stim/both.png,stim/congLeft.png,-1,left,0,0.6653,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_11h40.53.570,ant_ver113,2025.2.3,MacIntel,59.88023952,13369,13369,,,,,89.4092,90.2584,0.85,90.259,94.2586,right,0,94.2593,95.2654,0,2,2,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,0.4142,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_11h40.53.570,ant_ver113,2025.2.3,MacIntel,59.88023952,13369,13369,,,,,95.2661,96.6086,1.35,96.6093,100.5986,,0,100.5987,101.6076,0,3,3,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_11h40.53.570,ant_ver113,2025.2.3,MacIntel,59.88023952,13369,13369,,,,,101.6081,102.3084,0.7,102.3091,106.3083,left,1,106.309,107.3086,0,4,4,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,0.7997,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_11h40.53.570,ant_ver113,2025.2.3,MacIntel,59.88023952,13369,13369,,,,,107.3092,108.0984,0.8,108.0992,112.0992,,0,112.1001,113.0915,0,5,5,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_11h40.53.570,ant_ver113,2025.2.3,MacIntel,59.88023952,13369,13369,,,,,113.0919,113.5917,0.5,113.5923,117.598,left,1,117.5987,118.5916,0,6,6,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,1.4839,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_11h40.53.570,ant_ver113,2025.2.3,MacIntel,59.88023952,13369,13369,,,,,118.592,119.5416,0.95,119.5422,123.5415,left,1,123.5422,124.5412,0,7,7,6,1,stim/blank.png,stim/congLeft.png,1,left,0,0.6877,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_11h40.53.570,ant_ver113,2025.2.3,MacIntel,59.88023952,13369,13369,,,,,124.5416,125.3413,0.8,125.3419,129.3411,right,1,129.342,130.3415,0,8,8,18,1,stim/blank.png,stim/congRight.png,-1,right,0,0.5488,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_11h40.53.570,ant_ver113,2025.2.3,MacIntel,59.88023952,13369,13369,,,,,130.3419,131.3915,1.05,131.392,135.3913,right,0,135.3919,136.3812,0,9,9,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,1.1503,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_11h40.53.570,ant_ver113,2025.2.3,MacIntel,59.88023952,13369,13369,,,,,136.3819,136.8746,0.5,136.8752,140.8746,right,1,140.8755,141.8745,0,10,10,23,1,stim/both.png,stim/neutralRight.png,1,right,0,0.8483,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_11h40.53.570,ant_ver113,2025.2.3,MacIntel,59.88023952,13369,13369,,,,,141.875,142.7236,0.85,142.7242,146.7158,right,1,146.7167,147.7155,0,11,11,13,1,stim/both.png,stim/congRight.png,-1,right,0,0.7727,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-24_11h40.53.570,ant_ver113,2025.2.3,MacIntel,59.88023952,13369,13369,,,,,147.7159,148.5575,0.85,148.5582,152.5573,left,1,152.5579,153.5579,0,12,12,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,0.916,,,,,,,,,,,,,,,,,,,,
