location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation
1,0,12.772,2026-01-30_16h19.02.842,ant_ver113,2025.2.3,MacIntel,58.82352941,127923,127923,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-01-30_16h19.02.842,ant_ver113,2025.2.3,MacIntel,58.82352941,127923,127923,12.772,27.389,,,,,,,,,,,,,,,,,,,,,
1,,,2026-01-30_16h19.02.842,ant_ver113,2025.2.3,MacIntel,58.82352941,127923,127923,,,27.389,44.772,,,,,,,,,,,,,,,,,,,
1,,,2026-01-30_16h19.02.842,ant_ver113,2025.2.3,MacIntel,58.82352941,127923,127923,,,,,44.796,45.338,0.55,45.34,49.339,,0,49.34,50.339,0,0,0,13,1,stim/both.png,stim/congRight.png,-1,right,0
1,,,2026-01-30_16h19.02.842,ant_ver113,2025.2.3,MacIntel,58.82352941,127923,127923,,,,,50.34,51.288,0.95,51.29,55.289,,0,55.289,56.287,0,1,1,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0
1,,,2026-01-30_16h19.02.842,ant_ver113,2025.2.3,MacIntel,58.82352941,127923,127923,,,,,56.288,57.738,1.45,57.739,61.738,,0,61.738,62.738,0,2,2,2,1,stim/centre.png,stim/congRight.png,1,right,0
1,,,2026-01-30_16h19.02.842,ant_ver113,2025.2.3,MacIntel,58.82352941,127923,127923,,,,,62.739,63.838,1.1,63.839,67.838,,0,67.838,68.839,0,3,3,15,1,stim/blank.png,stim/congLeft.png,-1,left,0
1,,,2026-01-30_16h19.02.842,ant_ver113,2025.2.3,MacIntel,58.82352941,127923,127923,,,,,68.84,69.638,0.8,69.639,73.639,,0,73.639,74.638,0,4,4,9,1,stim/centre.png,stim/congLeft.png,-1,left,0
1,,,2026-01-30_16h19.02.842,ant_ver113,2025.2.3,MacIntel,58.82352941,127923,127923,,,,,74.638,75.888,1.25,75.889,79.889,,0,79.889,80.888,0,5,5,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0
1,,,2026-01-30_16h19.02.842,ant_ver113,2025.2.3,MacIntel,58.82352941,127923,127923,,,,,80.888,81.389,0.5,81.389,85.389,,0,85.389,86.388,0,6,6,7,1,stim/blank.png,stim/incongRight.png,-1,right,0
1,,,2026-01-30_16h19.02.842,ant_ver113,2025.2.3,MacIntel,58.82352941,127923,127923,,,,,86.389,87.688,1.3,87.69,91.688,,0,91.689,92.689,0,7,7,5,1,stim/both.png,stim/congLeft.png,-1,left,0
1,,,2026-01-30_16h19.02.842,ant_ver113,2025.2.3,MacIntel,58.82352941,127923,127923,,,,,92.689,93.889,1.2,93.889,97.888,,0,97.888,98.888,0,8,8,11,1,stim/upper.png,stim/incongRight.png,1,right,0
1,,,2026-01-30_16h19.02.842,ant_ver113,2025.2.3,MacIntel,58.82352941,127923,127923,,,,,98.888,99.588,0.7,99.589,103.588,,0,103.589,104.588,0,9,9,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0
1,,,2026-01-30_16h19.02.842,ant_ver113,2025.2.3,MacIntel,58.82352941,127923,127923,,,,,104.589,106.138,1.55,106.139,110.138,,0,110.138,111.139,0,10,10,18,1,stim/blank.png,stim/congRight.png,-1,right,0
