location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation
3,0.0003,14.6962,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,14.697,35.2434,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,35.244,72.4693,,,,,,,,,,,,,,,,,,,
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,72.5083,74.001,1.5,74.003,77.9965,,0,77.9968,78.9959,0,0,0,4,1,stim/centre.png,stim/congLeft.png,1,left,0
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,78.9974,80.0357,1.05,80.0375,84.0361,,0,84.0362,85.0306,0,1,1,19,1,stim/lower.png,stim/incongRight.png,-1,right,0
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,85.0318,86.5305,1.5,86.5325,90.5335,,0,90.534,91.5344,0,2,2,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,91.5352,92.6844,1.15,92.6868,96.6805,,0,96.6806,97.6756,0,3,3,3,1,stim/both.png,stim/incongRight.png,-1,right,0
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,97.6781,98.1254,0.45,98.1287,102.1235,,0,102.1239,103.1285,0,4,4,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,103.1296,104.168,1.05,104.1695,108.1651,,0,108.1653,109.1654,0,5,5,6,1,stim/blank.png,stim/congLeft.png,1,left,0
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,109.1666,109.5653,0.4,109.5669,113.5572,,0,113.5572,114.5569,0,6,6,13,1,stim/both.png,stim/congRight.png,-1,right,0
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,114.5578,115.4082,0.85,115.4106,119.4068,,0,119.4069,120.4073,0,7,7,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,120.4092,121.457,1.05,121.4582,125.4498,,0,125.45,126.4501,0,8,8,2,1,stim/centre.png,stim/congRight.png,1,right,0
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,126.4506,127.0018,0.55,127.0025,131.0002,,0,131.0002,132.0011,0,9,9,12,1,stim/lower.png,stim/congLeft.png,-1,left,0
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,132.0017,132.4504,0.45,132.4514,136.4394,,0,136.4395,137.4457,0,10,10,18,1,stim/blank.png,stim/congRight.png,-1,right,0
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,137.4468,138.1399,0.7,138.1426,142.1392,,0,142.1393,143.1403,0,11,11,9,1,stim/centre.png,stim/congLeft.png,-1,left,0
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,143.1415,143.5892,0.45,143.591,147.5893,,0,147.5893,148.5892,0,12,12,5,1,stim/both.png,stim/congLeft.png,-1,left,0
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,148.5899,149.3893,0.8,149.3908,153.3889,,0,153.389,154.3828,0,13,13,15,1,stim/blank.png,stim/congLeft.png,-1,left,0
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,154.3838,155.4222,1.05,155.4233,159.413,,0,159.4131,160.4296,0,14,14,20,1,stim/blank.png,stim/incongLeft.png,1,left,0
3,,,2026-02-19_23h09.03.046,ant_ver113,2025.2.3,Win32,60.24096386,7630,7630,,,,,160.4305,161.7799,1.35,161.7814,166.7872,,0,166.7873,166.7874,0,15,15,0,1,stim/centre.png,stim/congRight.png,-1,right,0
