location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,139.3238,139.974,0.65,139.9749,143.9741,left,1,0.5831,,143.9755,144.9742,0,10,10,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,144.975,146.2741,1.3,146.275,150.2732,left,1,0.7556,,150.2745,151.2742,0,11,11,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,151.2747,152.4243,1.15,152.4251,156.4234,right,1,0.665,,156.4246,157.4244,0,12,12,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,157.4251,158.6237,1.2,158.6242,162.6245,right,1,0.4345,,162.6256,163.6246,0,13,13,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,163.6251,164.1746,0.55,164.1755,168.1747,right,0,0.3063,,168.1758,169.1739,0,14,14,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,169.1745,170.1247,0.95,170.1255,174.1249,right,0,0.6709,,174.1249,175.1248,0,15,15,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,175.1254,175.5748,0.45,175.5757,179.5739,left,1,0.3663,,179.575,180.5749,0,16,16,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,180.5755,180.975,0.4,180.9759,184.9751,left,0,0.7182,,184.9762,185.9752,0,17,17,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,185.9758,186.8252,0.85,186.8261,190.8241,right,1,0.5834,,190.8251,191.8252,0,18,18,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,191.8259,192.4753,0.65,192.4761,196.4754,left,1,0.5656,,196.4768,197.4744,0,19,19,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,197.4752,197.8754,0.4,197.8764,201.8754,right,1,0.333,,201.8766,202.8755,0,20,20,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,202.8761,203.4757,0.6,203.4765,207.4759,left,1,0.5002,,207.4771,208.4746,0,21,21,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,208.475,209.3256,0.85,209.3265,213.3257,right,0,0.6072,,213.3268,214.3257,0,22,22,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,214.3265,215.2757,0.95,215.2766,219.2758,left,1,0.6172,,219.277,220.2748,0,23,23,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,,,,,,,,,,,,,,,,,,,,,,220.2757,230.8098,space,0.5157,,,,,,,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,230.8236,231.7262,0.9,231.7271,235.7263,left,1,0.4485,,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,0,0,0,31,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,235.7272,236.8752,1.15,236.8759,240.8763,right,1,1.397,,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,0,1,1,11,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,240.877,241.4253,0.55,241.4261,245.4254,left,1,0.486,,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,0,2,2,22,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,245.426,246.1265,0.7,246.1273,250.1255,right,0,0.5984,,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,0,3,3,46,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,250.1262,251.3766,1.25,251.3774,255.3768,left,1,0.9562,,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,0,4,4,14,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,255.3777,256.0767,0.7,256.0778,260.0762,right,1,0.6474,,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,0,5,5,0,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,260.0765,260.8768,0.8,260.8776,264.8768,left,1,0.5832,,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,,,,,,0,6,6,42,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,264.8775,265.3772,0.5,265.378,269.376,right,0,0.466,,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,0,7,7,5,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,269.3767,269.877,0.5,269.8778,273.8772,right,0,0.6357,,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,0,8,8,21,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,273.8778,275.1772,1.3,275.1779,279.1771,right,1,0.5826,,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,0,9,9,25,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,279.1778,280.2261,1.05,280.227,284.2262,right,1,0.6483,,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,0,10,10,47,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,284.2269,285.6274,1.4,285.6282,289.6274,right,1,0.4028,,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,0,11,11,41,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,289.6282,290.8763,1.25,290.8772,294.8775,right,1,1.242,,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,0,12,12,27,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,294.8782,296.2775,1.4,296.2783,300.2767,right,0,0.3979,,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,0,13,13,10,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,300.2772,300.9277,0.65,300.9286,304.9268,right,0,0.5045,,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,0,14,14,1,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,304.9274,305.9776,1.05,305.9786,309.9781,right,0,0.4919,,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,0,15,15,20,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,309.9786,310.9781,1,310.979,314.9779,right,0,0.3865,,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,0,16,16,6,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,314.9786,315.8281,0.85,315.829,319.8271,left,0,0.5984,,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,0,17,17,23,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,319.8279,320.878,1.05,320.8788,324.8781,right,1,0.4189,,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,0,18,18,39,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,324.8788,326.1282,1.25,326.1289,330.1273,left,1,0.8821,,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,,,,,,0,19,19,34,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,330.1279,331.6783,1.55,331.6791,335.6784,left,1,0.3802,,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,0,20,20,17,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,335.6792,336.7275,1.05,336.7283,340.7285,left,0,1.1195,,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,0,21,21,44,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,340.7292,341.2285,0.5,341.2293,345.2286,right,1,0.8244,,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,0,22,22,19,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,345.2293,346.6777,1.45,346.6784,350.6779,,0,,,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,0,23,23,16,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,350.6787,351.4288,0.75,351.4296,355.4289,right,0,0.4831,,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,0,24,24,24,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,355.4296,356.629,1.2,356.6298,360.629,right,0,0.6931,,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,0,25,25,8,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,360.6297,361.779,1.15,361.7799,365.7791,right,1,1.1509,,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,,,,,,0,26,26,40,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,365.7798,367.2292,1.45,367.2301,371.2292,right,1,1.6008,,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,0,27,27,45,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,371.2298,372.6293,1.4,372.6301,376.6293,,0,,,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,0,28,28,32,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,376.6301,377.0293,0.4,377.0304,381.0295,,0,,,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,0,29,29,33,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,381.0301,382.5795,1.55,382.5804,386.5797,right,0,0.5527,,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,0,30,30,4,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,386.5805,387.6297,1.05,387.6306,391.6297,left,0,0.4462,,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,0,31,31,30,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,391.6303,392.0796,0.45,392.0805,396.0798,right,1,0.7007,,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,0,32,32,18,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,396.0804,396.5797,0.5,396.5807,400.5798,right,1,0.788,,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,0,33,33,29,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,400.5805,401.5298,0.95,401.5308,405.53,left,1,0.833,,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,0,34,34,15,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,405.5306,406.23,0.7,406.2309,410.2303,right,1,1.0729,,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,0,35,35,7,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,410.231,411.3303,1.1,411.3311,415.3302,right,0,1.1671,,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,0,36,36,38,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,415.331,416.1301,0.8,416.1309,420.1304,right,1,0.6497,,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,0,37,37,28,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,420.1309,421.3298,1.2,421.3304,425.3303,left,0,0.8718,,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,,,,,,0,38,38,36,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,425.3311,426.6306,1.3,426.6314,430.6305,right,0,0.4644,,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,0,39,39,37,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,430.6312,431.9306,1.3,431.9314,435.9308,left,0,0.4673,,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,0,40,40,26,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,435.9316,437.4806,1.55,437.4815,441.4808,left,0,0.5702,,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,0,41,41,3,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,441.4815,442.4808,1,442.4816,446.4798,right,1,0.5475,,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,,,,,,0,42,42,13,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,446.4805,447.3309,0.85,447.3318,451.3309,left,1,0.555,,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,0,43,43,12,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,451.3318,452.6301,1.3,452.6309,456.6311,right,1,0.4371,,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,0,44,44,43,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,456.6318,457.3801,0.75,457.3811,461.381,right,1,0.4907,,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,,,,,,0,45,45,2,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,461.3816,462.4812,1.1,462.482,466.4813,left,1,0.4548,,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,0,46,46,9,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,466.482,467.1311,0.65,467.1317,471.1314,right,1,0.9491,,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,0,47,47,35,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,471.132,471.6815,0.55,471.6826,475.6816,left,1,1.2673,,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,1,0,48,16,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,475.6822,476.8314,1.15,476.8323,480.8316,left,1,0.7027,,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,1,1,49,22,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,480.8322,481.7316,0.9,481.7326,485.7318,right,1,1.1993,,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,,,,,,1,2,50,36,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,485.7325,486.4818,0.75,486.4825,490.4817,right,1,0.5082,,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,1,3,51,23,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,490.4825,491.0318,0.55,491.0327,495.0323,right,1,0.6339,,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,,,,,,1,4,52,2,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,495.0333,495.6822,0.65,495.6834,499.6809,right,1,0.4072,,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,1,5,53,27,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,499.6815,500.6319,0.95,500.6326,504.6321,right,1,0.6023,,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,1,6,54,44,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,504.6328,506.0822,1.45,506.0832,510.0812,left,1,0.6362,,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,1,7,55,24,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,510.0819,511.1823,1.1,511.1832,515.1825,right,1,1.1028,,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,1,8,56,7,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,515.1832,516.6824,1.5,516.6832,520.6824,right,0,1.2832,,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,1,9,57,46,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,520.6827,521.8815,1.2,521.8823,525.8817,left,1,0.6326,,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,1,10,58,5,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,525.8823,526.4826,0.6,526.4834,530.4817,right,0,0.6387,,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,1,11,59,31,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,530.4824,531.4327,0.95,531.4337,535.4328,right,1,0.6339,,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,1,12,60,30,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,535.4336,536.4819,1.05,536.4827,540.4819,right,0,0.6324,,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,1,13,61,10,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,540.4825,540.9822,0.5,540.9829,544.982,left,1,1.2796,,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,1,14,62,15,1,,,,,,,
1,,,2026-03-02_16h31.07.381,ant_ver113,2025.2.3,MacIntel,59.88023952,130398,130398,,,,,544.9826,546.4331,1.45,546.434,550.4332,,0,,,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,1,15,63,21,1,,,,,,,
