location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
1,0.0002,13.3028,2026-03-13_15h27.02.257,ant_ver113,2025.2.3,MacIntel,58.13953488,126159,126159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_15h27.02.257,ant_ver113,2025.2.3,MacIntel,58.13953488,126159,126159,13.303,25.0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_15h27.02.257,ant_ver113,2025.2.3,MacIntel,58.13953488,126159,126159,,,25.0043,35.1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_15h27.02.257,ant_ver113,2025.2.3,MacIntel,58.13953488,126159,126159,,,,,35.1784,36.4703,1.3,36.472,40.4697,,0,40.4701,41.4703,0,0,0,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_15h27.02.257,ant_ver113,2025.2.3,MacIntel,58.13953488,126159,126159,,,,,41.4715,42.97,1.5,42.9707,46.9701,,0,46.9703,47.9701,0,1,1,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_15h27.02.257,ant_ver113,2025.2.3,MacIntel,58.13953488,126159,126159,,,,,47.9708,48.47,0.5,48.4712,52.4693,right,0,52.4693,53.4702,0,2,2,1,1,stim/both.png,stim/incongLeft.png,1,left,0,1.4539,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_15h27.02.257,ant_ver113,2025.2.3,MacIntel,58.13953488,126159,126159,,,,,53.4709,54.1203,0.65,54.1214,58.1203,,0,58.1204,59.1202,0,3,3,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_15h27.02.257,ant_ver113,2025.2.3,MacIntel,58.13953488,126159,126159,,,,,59.121,60.2201,1.1,60.2214,64.2197,,0,64.2198,65.2193,0,4,4,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_15h27.02.257,ant_ver113,2025.2.3,MacIntel,58.13953488,126159,126159,,,,,65.2198,66.3202,1.1,66.3212,70.32,,0,70.3202,71.3202,0,5,5,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-13_15h27.02.257,ant_ver113,2025.2.3,MacIntel,58.13953488,126159,126159,,,,,71.3206,71.82,0.5,71.821,75.8203,,0,75.8205,76.8201,0,6,6,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,,,,,
