location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant
3,0.001,11.042,2026-02-12_17h09.36.447,ant_ver113,2025.2.3,MacIntel,58.82352941,7306,7306
