location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
2,0.0003,15.9943,2026-02-25_09h24.53.920,ant_ver113,2025.2.3,MacIntel,56.81818182,13111,13111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-25_09h24.53.920,ant_ver113,2025.2.3,MacIntel,56.81818182,13111,13111,15.9944,26.2615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-25_09h24.53.920,ant_ver113,2025.2.3,MacIntel,56.81818182,13111,13111,,,26.2617,42.0789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-25_09h24.53.920,ant_ver113,2025.2.3,MacIntel,56.81818182,13111,13111,,,,,42.1061,43.5954,1.5,43.5969,47.5954,right,1,1.1831,,47.5957,48.5955,0,0,0,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,
2,,,2026-02-25_09h24.53.920,ant_ver113,2025.2.3,MacIntel,56.81818182,13111,13111,,,,,48.5964,49.0453,0.45,49.046,53.0454,right,1,0.7489,,53.0466,54.0454,0,1,1,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,
2,,,2026-02-25_09h24.53.920,ant_ver113,2025.2.3,MacIntel,56.81818182,13111,13111,,,,,54.046,55.1453,1.1,55.1463,59.1454,right,0,0.3358,,59.1462,60.1455,0,2,2,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,
2,,,2026-02-25_09h24.53.920,ant_ver113,2025.2.3,MacIntel,56.81818182,13111,13111,,,,,60.1461,61.5455,1.4,61.5465,65.5456,left,1,0.4508,,65.5467,66.5457,0,3,3,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,
2,,,2026-02-25_09h24.53.920,ant_ver113,2025.2.3,MacIntel,56.81818182,13111,13111,,,,,66.5463,67.6456,1.1,67.6466,71.6458,left,1,0.405,,71.6468,72.6458,0,4,4,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,
2,,,2026-02-25_09h24.53.920,ant_ver113,2025.2.3,MacIntel,56.81818182,13111,13111,,,,,72.6463,73.4458,0.8,73.4465,77.4453,left,1,0.1672,,77.446,78.4458,0,5,5,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,
2,,,2026-02-25_09h24.53.920,ant_ver113,2025.2.3,MacIntel,56.81818182,13111,13111,,,,,78.4461,79.9961,1.55,79.9968,83.996,left,0,0.3809,,83.9966,84.9961,0,6,6,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,
