location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.order
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,470.8664,471.3659,0.5,471.3663,475.3656,right,0,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,0.4683,,,,,,,1,7,55,20,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,475.3661,476.1161,0.75,476.1165,480.116,right,1,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,0.4579,,,,,,,1,8,56,2,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,480.1162,480.6659,0.55,480.6663,484.6661,left,1,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,0.4106,,,,,,,1,9,57,4,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,484.6668,486.0662,1.4,486.0667,490.0659,right,1,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,1.4627,,,,,,,1,10,58,35,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,490.0663,490.816,0.75,490.8165,494.8159,left,1,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,1.3483,,,,,,,1,11,59,42,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,494.8164,495.316,0.5,495.3165,499.3159,right,1,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,0.6162,,,,,,,1,12,60,41,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,499.3161,499.7157,0.4,499.716,503.7162,right,1,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,1.0974,,,,,,,1,13,61,3,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,503.7168,505.0659,1.35,505.0663,509.0659,right,1,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,0.4775,,,,,,,1,14,62,13,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,509.0663,509.566,0.5,509.5666,513.566,left,1,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,0.3804,,,,,,,1,15,63,34,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,513.5664,514.9159,1.35,514.9164,518.9152,right,1,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,0.4731,,,,,,,1,16,64,18,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,518.9155,520.4649,1.55,520.4654,524.4649,right,1,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,0.8869,,,,,,,1,17,65,36,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,524.4653,526.0159,1.55,526.0164,530.016,left,1,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,0.5009,,,,,,,1,18,66,31,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,530.0167,531.4156,1.4,531.4161,535.4156,right,1,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,0.6062,,,,,,,1,19,67,0,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,535.4162,536.7659,1.35,536.7664,540.7658,right,1,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,0.7755,,,,,,,1,20,68,47,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,540.7662,541.666,0.9,541.6665,548.0596,right,1,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,0.5768,,,,,,,1,21,69,40,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,548.0597,548.0683,0.95,548.0687,551.8908,left,1,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,0.8226,,,,,,,1,22,70,46,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,551.8911,553.0409,1.15,553.0415,557.0407,left,1,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,0.7994,,,,,,,1,23,71,37,1,,,,,,,
1,,,2026-02-23_20h48.49.547,ant_ver113,2025.2.3,MacIntel,120.4819277,129850,129850,,,,,557.041,557.7911,0.75,557.792,,,,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,1,24,72,16,1,0,0,0,0,1,2,95
