location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant
1,0.0003,10.6873,2026-03-13_03h12.11.214,ant_ver113,2025.2.3,MacIntel,64.1025641,127216,127216
