PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,111.897,112.546,0.65,112.547,116.547,left,0,116.547,117.547,0,9,9,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,1.207,,,,,,,,,,,,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,117.547,119.046,1.5,119.047,123.047,right,0,123.047,124.046,0,10,10,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,1.649,,,,,,,,,,,,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,124.046,124.696,0.65,124.696,128.697,right,1,128.697,129.696,0,11,11,13,1,stim/both.png,stim/congRight.png,-1,right,0,1.106,,,,,,,,,,,,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,129.697,131.246,1.55,131.247,135.247,left,1,135.248,136.246,0,12,12,4,1,stim/centre.png,stim/congLeft.png,1,left,0,0.959,,,,,,,,,,,,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,136.246,137.747,1.5,137.747,141.746,left,1,141.747,142.746,0,13,13,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,0.734,,,,,,,,,,,,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,142.747,144.146,1.4,144.147,148.146,,0,148.147,149.146,0,14,14,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,149.146,150.346,1.2,150.346,154.346,right,1,154.347,155.346,0,15,15,2,1,stim/centre.png,stim/congRight.png,1,right,0,0.882,,,,,,,,,,,,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,155.347,156.046,0.7,156.047,160.046,left,0,160.047,161.046,0,16,16,11,1,stim/upper.png,stim/incongRight.png,1,right,0,1.601,,,,,,,,,,,,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,161.047,161.496,0.45,161.496,165.496,left,0,165.496,166.496,0,17,17,3,1,stim/both.png,stim/incongRight.png,-1,right,0,0.04,,,,,,,,,,,,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,166.497,167.546,1.05,167.546,171.546,,0,171.546,172.546,0,18,18,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,172.547,174.046,1.5,174.047,178.046,,0,178.046,179.045,0,19,19,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,179.046,179.596,0.55,179.597,183.596,,0,183.596,184.596,0,20,20,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,184.597,185.246,0.65,185.247,189.245,right,1,189.246,190.245,0,21,21,23,1,stim/both.png,stim/neutralRight.png,1,right,0,1.453,,,,,,,,,,,,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,190.246,191.746,1.5,191.747,195.746,,0,195.746,196.746,0,22,22,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,196.746,198.196,1.45,198.197,202.196,left,1,202.197,203.196,0,23,23,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,1.135,,,,,,,,,,,,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,,,,,,,,,,,,,,,,,,,,,,203.2,213.329,space,0.1,,,,,,,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,213.338,214.679,1.35,214.68,218.679,,0,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,0,0,0,21,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,218.68,219.479,0.8,219.48,223.479,,0,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,,,0,1,1,37,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,223.48,224.429,0.95,224.43,228.429,right,1,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,1.516,,,,,,,0,2,2,35,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,228.43,229.729,1.3,229.729,233.729,left,1,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,0.85,,,,,,,0,3,3,17,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,233.73,234.429,0.7,234.43,238.429,left,1,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,1.066,,,,,,,0,4,4,33,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,238.429,239.229,0.8,239.23,243.229,right,1,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,0.735,,,,,,,0,5,5,18,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,243.23,244.378,1.15,244.379,248.379,left,0,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,0.891,,,,,,,0,6,6,26,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,248.379,249.879,1.5,249.879,253.879,,0,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,,,0,7,7,30,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,253.88,254.778,0.9,254.779,258.778,,0,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,,,0,8,8,29,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,258.779,260.129,1.35,260.13,264.129,right,1,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,0.936,,,,,,,0,9,9,28,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,264.129,265.329,1.2,265.329,269.329,,0,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,,,0,10,10,46,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,269.329,269.729,0.4,269.73,273.729,,0,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,0,11,11,10,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,273.729,274.279,0.55,274.279,278.279,left,0,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,1.082,,,,,,,0,12,12,45,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,278.279,278.879,0.6,278.879,282.879,right,0,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,0.171,,,,,,,0,13,13,14,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,282.879,283.879,1,283.879,287.879,left,1,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,0.071,,,,,,,0,14,14,12,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,287.879,288.479,0.6,288.479,292.479,left,0,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,1.108,,,,,,,0,15,15,41,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,292.479,293.979,1.5,293.979,297.979,right,0,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,0.198,,,,,,,0,16,16,1,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,297.979,298.979,1,298.979,302.979,left,0,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,0.449,,,,,,,0,17,17,19,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,302.979,303.729,0.75,303.729,307.729,right,1,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,0.057,,,,,,,0,18,18,11,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,307.729,309.129,1.4,309.129,313.129,left,0,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,0.897,,,,,,,0,19,19,27,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,313.129,314.679,1.55,314.679,318.679,,0,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,,,,,,,,0,20,20,40,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,318.679,319.279,0.6,319.279,323.279,,0,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,,,,,,,,0,21,21,42,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,323.279,323.928,0.65,323.928,327.929,,0,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,,,0,22,22,32,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,327.929,328.379,0.45,328.379,332.379,,0,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,,,0,23,23,38,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,332.379,333.278,0.9,333.279,337.279,,0,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,0,24,24,6,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,337.279,338.179,0.9,338.179,342.179,left,0,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,0.165,,,,,,,0,25,25,7,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,342.179,342.628,0.45,342.628,346.628,left,0,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,0.773,,,,,,,0,26,26,44,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,346.628,347.078,0.45,347.078,351.079,left,1,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,0.27,,,,,,,0,27,27,34,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,351.079,352.478,1.4,352.479,356.479,right,0,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,0.04,,,,,,,0,28,28,16,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,356.479,357.928,1.45,357.929,361.928,right,0,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,0.018,,,,,,,0,29,29,15,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,361.928,363.478,1.55,363.478,367.478,,0,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,0,30,30,9,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,367.478,368.728,1.25,368.728,372.728,,0,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,0,31,31,13,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,372.729,373.728,1,373.729,377.728,,0,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,0,32,32,3,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,377.729,378.828,1.1,378.829,382.828,left,1,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,0.567,,,,,,,0,33,33,4,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,382.829,384.328,1.5,384.329,388.328,right,1,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,0.602,,,,,,,0,34,34,47,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,388.329,388.828,0.5,388.829,392.828,left,0,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,0.02,,,,,,,0,35,35,43,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,392.829,394.028,1.2,394.029,398.028,left,0,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,0.47,,,,,,,0,36,36,25,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,398.028,399.028,1,399.028,403.028,left,0,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,0.102,,,,,,,0,37,37,2,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,403.028,403.628,0.6,403.629,407.628,left,0,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,0.633,,,,,,,0,38,38,39,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,407.629,408.277,0.65,408.278,412.277,left,1,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,0.121,,,,,,,0,39,39,20,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,412.278,413.577,1.3,413.578,417.578,left,1,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,0.867,,,,,,,0,40,40,22,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,417.579,418.578,1,418.579,422.577,left,0,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,0.382,,,,,,,0,41,41,0,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,422.578,423.627,1.05,423.628,427.628,left,0,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,0.291,,,,,,,0,42,42,23,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,427.628,429.028,1.4,429.028,433.027,left,1,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,0.187,,,,,,,0,43,43,5,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,433.028,433.428,0.4,433.428,437.428,right,0,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,0.05,,,,,,,0,44,44,31,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,437.428,438.877,1.45,438.878,442.877,right,0,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,0.14,,,,,,,0,45,45,24,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,442.878,443.328,0.45,443.329,447.328,left,1,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,0.19,,,,,,,0,46,46,8,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,447.328,447.828,0.5,447.828,451.828,left,0,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,1.271,,,,,,,0,47,47,36,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,451.828,452.678,0.85,452.678,456.678,left,1,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,0.208,,,,,,,1,0,48,17,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,456.678,457.628,0.95,457.628,461.628,left,0,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,1.488,,,,,,,1,1,49,40,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,461.628,462.478,0.85,462.478,466.478,right,1,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,0.148,,,,,,,1,2,50,41,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,466.478,467.878,1.4,467.878,471.878,right,1,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,0.198,,,,,,,1,3,51,13,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,471.878,472.377,0.5,472.378,476.378,right,1,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,0.016,,,,,,,1,4,52,28,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,476.378,476.927,0.55,476.928,480.928,left,0,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,0.034,,,,,,,1,5,53,11,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,480.928,481.728,0.8,481.728,485.728,left,1,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,0.102,,,,,,,1,6,54,20,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,485.728,486.377,0.65,486.378,490.378,left,1,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,0.851,,,,,,,1,7,55,33,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,490.378,491.678,1.3,491.678,495.678,right,1,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,0.724,,,,,,,1,8,56,7,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,495.678,496.178,0.5,496.178,500.178,left,0,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,0.098,,,,,,,1,9,57,35,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,500.178,501.228,1.05,501.228,505.227,left,0,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,0.619,,,,,,,1,10,58,26,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,505.228,505.728,0.5,505.728,509.728,left,0,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,1.321,,,,,,,1,11,59,23,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,509.728,510.577,0.85,510.578,514.578,left,1,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,0.639,,,,,,,1,12,60,21,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,514.578,515.528,0.95,515.528,519.528,right,1,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,0.722,,,,,,,1,13,61,0,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,519.528,520.528,1,520.528,524.528,,0,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,,,1,14,62,47,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,524.528,525.177,0.65,525.178,529.178,,0,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,,,1,15,63,30,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,529.178,529.728,0.55,529.728,533.728,,0,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,1,16,64,12,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,533.728,534.477,0.75,534.478,538.478,,0,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,1,17,65,3,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,538.478,539.977,1.5,539.978,543.977,,0,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,1,18,66,9,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,543.978,545.278,1.3,545.278,549.278,,0,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,,,1,19,67,46,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,549.278,549.878,0.6,549.878,553.877,,0,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,1,20,68,16,1,,,,,,,,,
,,2026-01-21_15h58.20.916,ant_ver113,2025.2.3,MacIntel,58.82352941,128311,,,,,553.878,554.528,0.65,554.528,558.528,right,0,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,0.483,,,,,,,1,21,69,4,1,,,,,,,,,
