PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
0,14.517,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,14.518,49.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,49.468,73.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,73.59,74.284,0.7,74.285,78.284,right,0,0.439,,78.284,79.283,0,0,0,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,79.284,80.533,1.25,80.534,84.533,right,1,0.537,,84.534,85.533,0,1,1,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,85.534,86.183,0.65,86.184,90.183,right,1,1.085,,90.184,91.183,0,2,2,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,91.184,92.033,0.85,92.034,96.033,,0,,,96.034,97.033,0,3,3,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,97.033,98.183,1.15,98.184,102.182,,0,,,102.183,103.182,0,4,4,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,103.183,104.633,1.45,104.634,108.633,,0,,,108.633,109.633,0,5,5,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,109.634,111.133,1.5,111.134,115.133,,0,,,115.133,116.133,0,6,6,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,116.133,117.433,1.3,117.434,121.433,,0,,,121.433,122.433,0,7,7,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,122.434,122.883,0.45,122.884,126.883,,0,,,126.883,127.883,0,8,8,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,127.883,129.133,1.25,129.134,133.133,,0,,,133.133,134.133,0,9,9,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,134.134,134.533,0.4,134.534,138.533,right,1,1.272,,138.534,139.533,0,10,10,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,139.533,141.033,1.5,141.034,145.033,left,1,1.516,,145.034,146.033,0,11,11,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,146.034,147.233,1.2,147.234,151.233,,0,,,151.234,152.233,0,12,12,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,152.233,153.583,1.35,153.584,157.583,right,1,1.099,,157.584,158.583,0,13,13,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,158.583,159.333,0.75,159.333,163.333,right,1,0.899,,163.334,164.333,0,14,14,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,164.333,164.933,0.6,164.934,168.932,right,0,0.788,,168.933,169.933,0,15,15,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,169.933,170.482,0.55,170.482,174.483,right,0,1.125,,174.483,175.483,0,16,16,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,175.483,176.083,0.6,176.083,180.082,,0,,,180.083,181.082,0,17,17,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,181.083,181.683,0.6,181.684,185.683,left,1,1.242,,185.684,186.682,0,18,18,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,186.683,188.033,1.35,188.033,192.033,left,1,1.318,,192.034,193.033,0,19,19,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,193.033,194.132,1.1,194.132,198.133,left,1,0.855,,198.134,199.133,0,20,20,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,199.133,200.583,1.45,200.583,204.583,,0,,,204.583,205.583,0,21,21,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,205.583,207.033,1.45,207.034,211.033,left,0,0.835,,211.033,212.033,0,22,22,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,212.033,213.483,1.45,213.483,217.483,left,1,0.94,,217.484,218.483,0,23,23,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_19h29.12.009,ant_ver113,2025.2.3,MacIntel,58.82352941,129697,,,,,,,,,,,,,,,,,,,,,,,,,,218.487,238.967,space,10.458,,,,,,,,,,,,,,,
