location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.order
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,639.2736,640.6229,1.35,640.6237,644.6231,,0,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,,,1,39,87,24,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,644.6235,645.8231,1.2,645.824,649.8223,,0,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,,,1,40,88,41,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,649.8229,651.3233,1.5,651.3242,655.3235,,0,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,1,41,89,12,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,655.3242,656.4734,1.15,656.474,660.4726,,0,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,1,42,90,14,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,660.473,661.323,0.85,661.3237,665.3229,,0,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,,,1,43,91,27,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,665.3233,665.8729,0.55,665.8734,669.8729,,0,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,1,44,92,9,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,669.8734,670.3228,0.45,670.3235,674.324,,0,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,1,45,93,15,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,674.3245,675.324,1,675.3247,679.3243,,0,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,1,46,94,8,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,679.3247,680.4233,1.1,680.424,684.4243,,0,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,1,47,95,3,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.4268,697.6744,0,0,0,0,1,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,697.6834,698.4739,0.8,698.4745,702.4751,left,1,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,0.6653,,,,,,,0,0,0,46,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,702.4759,702.974,0.5,702.9746,706.9749,right,1,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,0.5537,,,,,,,0,1,1,41,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,706.9753,707.4753,0.5,707.476,711.4744,left,1,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,0.6509,,,,,,,0,2,2,4,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,711.4749,711.9253,0.45,711.9259,715.9255,left,1,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,0.7727,,,,,,,0,3,3,32,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,715.9259,716.4252,0.5,716.4259,720.4247,left,1,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,0.7018,,,,,,,0,4,4,38,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,720.4252,721.6248,1.2,721.6254,725.6259,right,1,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,0.9655,,,,,,,0,5,5,18,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,725.6263,726.5758,0.95,726.5764,730.576,right,1,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,1.4551,,,,,,,0,6,6,36,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,730.5764,731.0751,0.5,731.0758,735.0752,left,1,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,1.1521,,,,,,,0,7,7,6,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,735.0757,735.8751,0.8,735.8757,739.876,left,1,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,0.7996,,,,,,,0,8,8,10,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,739.8764,740.5763,0.7,740.5769,744.5766,left,1,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,0.949,,,,,,,0,9,9,17,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,744.5773,745.4266,0.85,745.4271,749.4258,right,1,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,0.5999,,,,,,,0,10,10,19,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,749.4263,750.8268,1.4,750.8274,754.8269,,0,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,0,11,11,0,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,754.8274,755.4269,0.6,755.4275,759.4271,right,1,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,0.9678,,,,,,,0,12,12,45,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,759.4276,760.076,0.65,760.0766,764.0771,right,1,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,0.6714,,,,,,,0,13,13,40,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,764.0777,764.6772,0.6,764.6778,768.6774,right,1,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,1.0005,,,,,,,0,14,14,26,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,768.6778,769.7765,1.1,769.7771,773.7776,left,1,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,0.6062,,,,,,,0,15,15,34,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,773.778,774.9275,1.15,774.9281,778.9267,right,1,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,0.5327,,,,,,,0,16,16,11,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,778.9272,780.4278,1.5,780.4286,784.4279,left,1,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,0.6313,,,,,,,0,17,17,12,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,784.4284,785.4278,1,785.4286,789.4271,left,1,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,1.5192,,,,,,,0,18,18,5,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,789.4276,790.278,0.85,790.2786,794.2782,right,1,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,0.8729,,,,,,,0,19,19,7,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,794.2788,795.0782,0.8,795.0791,799.0785,,0,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,0,20,20,9,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,799.0791,800.3284,1.25,800.3292,804.3286,,0,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,,,,,,,,0,21,21,42,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,804.3293,805.6286,1.3,805.6294,809.6287,left,1,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,0.7503,,,,,,,0,22,22,33,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,809.6291,810.2789,0.65,810.2797,814.279,right,1,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,0.7169,,,,,,,0,23,23,13,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,814.2798,815.579,1.3,815.58,819.5793,right,1,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,0.7983,,,,,,,0,24,24,3,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,819.5798,820.029,0.45,820.0294,824.0294,right,1,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,0.5227,,,,,,,0,25,25,27,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,824.0298,825.3787,1.35,825.3795,829.3795,right,1,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,0.8344,,,,,,,0,26,26,47,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,829.3802,830.7795,1.4,830.7806,834.7798,right,1,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,0.615,,,,,,,0,27,27,28,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,834.7807,836.2799,1.5,836.2807,840.2799,right,1,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,0.5985,,,,,,,0,28,28,2,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,840.2806,841.0299,0.75,841.0308,845.0302,left,1,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,0.8651,,,,,,,0,29,29,15,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,845.0308,845.6802,0.65,845.6812,849.6802,left,1,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,0.6817,,,,,,,0,30,30,16,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,849.6808,850.6803,1,850.6812,854.6805,left,1,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,0.6326,,,,,,,0,31,31,14,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,854.6814,855.4804,0.8,855.4814,859.4804,right,1,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,0.4826,,,,,,,0,32,32,29,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,859.4811,860.0805,0.6,860.0815,864.0806,left,1,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,0.535,,,,,,,0,33,33,31,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,864.0811,865.4298,1.35,865.4306,869.4309,right,1,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,0.4985,,,,,,,0,34,34,43,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,869.4315,870.1308,0.7,870.1317,874.13,left,1,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,0.5151,,,,,,,0,35,35,22,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,874.1306,874.98,0.85,874.9806,878.9802,right,1,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,0.5338,,,,,,,0,36,36,35,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,878.9807,879.9813,1,879.9822,883.9812,right,1,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,0.7159,,,,,,,0,37,37,25,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,883.9817,885.2813,1.3,885.2821,889.2816,right,1,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,0.6168,,,,,,,0,38,38,30,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,889.2821,890.2813,1,890.282,894.2817,right,1,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,0.6498,,,,,,,0,39,39,44,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,894.2825,894.9311,0.65,894.9316,898.9309,left,1,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,0.7701,,,,,,,0,40,40,21,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,898.9313,900.4818,1.55,900.4825,904.482,left,1,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,0.7528,,,,,,,0,41,41,37,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,904.4826,905.3312,0.85,905.3319,909.3323,left,1,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,0.547,,,,,,,0,42,42,24,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,909.3328,909.9322,0.6,909.9329,913.9323,right,1,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,1.3694,,,,,,,0,43,43,23,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,913.9329,914.5824,0.65,914.5834,918.5826,right,1,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,0.7587,,,,,,,0,44,44,39,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,918.5835,919.6325,1.05,919.6334,923.6331,left,1,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,0.3811,,,,,,,0,45,45,8,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,923.6338,924.6327,1,924.6334,928.6329,left,1,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,0.6831,,,,,,,0,46,46,1,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,928.6337,929.1828,0.55,929.1834,933.183,left,1,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,1.4007,,,,,,,0,47,47,20,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,933.1836,933.9832,0.8,933.9838,937.9823,right,1,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,1.0508,,,,,,,1,0,48,28,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,937.9829,938.8332,0.85,938.8339,942.8325,right,1,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,1.2314,,,,,,,1,1,49,40,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,942.8329,943.9323,1.1,943.9329,947.933,left,1,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,0.7496,,,,,,,1,2,50,6,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,947.9336,948.9826,1.05,948.9831,952.9833,right,1,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,0.7345,,,,,,,1,3,51,43,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,952.9838,954.2834,1.3,954.2842,958.2838,left,1,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,1.2047,,,,,,,1,4,52,5,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,958.2846,958.8838,0.6,958.8842,962.8831,,0,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,,,1,5,53,29,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,962.8836,963.7342,0.85,963.7348,967.7334,left,1,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,1.4474,,,,,,,1,6,54,9,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,967.7338,968.6845,0.95,968.6852,972.6843,,0,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,,,1,7,55,24,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,972.6847,973.2344,0.55,973.2351,977.2346,right,1,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,0.8815,,,,,,,1,8,56,11,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,977.2353,978.0835,0.85,978.0841,982.0847,,0,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,,,1,9,57,26,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,982.0852,983.2847,1.2,983.2854,987.2849,left,1,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,1.1832,,,,,,,1,10,58,34,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,987.2853,987.684,0.4,987.6848,991.6849,,0,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,,,1,11,59,37,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,991.6853,992.535,0.85,992.5359,996.5351,right,1,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,0.8659,,,,,,,1,12,60,36,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,996.5357,996.9844,0.45,996.985,1000.9854,right,1,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,1.2657,,,,,,,1,13,61,0,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,1000.986,1001.3843,0.4,1001.3849,1005.3855,right,1,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,0.8985,,,,,,,1,14,62,35,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,1005.3861,1005.9854,0.6,1005.9863,1009.9854,,0,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,1,15,63,16,1,,,,,,,,,
1,,,2026-03-02_15h20.10.392,ant_ver113,2025.2.3,MacIntel,59.88023952,129213,129213,,,,,1009.9861,1010.8281,0.85,1010.8283,,,,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,1,16,64,14,1,,,1,0,1,0,1,2,95
