PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.order
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,673.7276,675.0271,1.3,675.0275,679.0271,,0,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,,,1,45,93,37,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,679.0276,680.2271,1.2,680.2275,684.2271,left,1,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,0.6909,,,,,,,1,46,94,8,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,684.2274,685.2786,1.05,685.2796,689.2762,right,1,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,0.9868,,,,,,,1,47,95,36,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.2775,703.9191,0,0,0,0,1,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,703.93,704.8284,0.9,704.8294,708.8294,,0,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,,,,,,,,0,0,0,36,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,708.8298,709.927,1.1,709.9275,713.9297,left,1,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,0.5916,,,,,,,0,1,1,22,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,713.9304,715.377,1.45,715.3775,719.377,right,0,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,1.1153,,,,,,,0,2,2,21,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,719.3773,720.0769,0.7,720.0774,724.0795,left,1,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,0.9408,,,,,,,0,3,3,10,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,724.0802,724.626,0.55,724.6265,728.626,right,1,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,0.7977,,,,,,,0,4,4,19,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,728.6264,729.0286,0.4,729.0293,733.0261,right,1,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,0.4778,,,,,,,0,5,5,30,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,733.0265,733.5301,0.5,733.531,737.5267,left,1,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,0.6484,,,,,,,0,6,6,6,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,737.5271,738.1769,0.65,738.1775,742.1711,right,1,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,0.6766,,,,,,,0,7,7,29,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,742.174,742.7175,0.55,742.7181,746.7201,left,1,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,0.7491,,,,,,,0,8,8,1,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,746.721,747.9179,1.2,747.9183,751.9198,left,1,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,0.8206,,,,,,,0,9,9,16,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,751.9207,752.6675,0.75,752.6679,756.6676,right,1,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,0.5315,,,,,,,0,10,10,39,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,756.6679,757.4675,0.8,757.4679,761.4616,right,1,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,0.8139,,,,,,,0,11,11,41,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,761.4623,762.9592,1.5,762.9595,766.96,right,1,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,0.468,,,,,,,0,12,12,13,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,766.9604,767.8097,0.85,767.8102,771.81,right,1,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,0.5829,,,,,,,0,13,13,35,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,771.8103,772.61,0.8,772.6104,776.61,left,1,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,0.6763,,,,,,,0,14,14,5,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,776.6104,777.0595,0.45,777.06,781.0602,right,1,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,0.5865,,,,,,,0,15,15,47,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,781.0605,781.9099,0.85,781.9104,785.9094,left,1,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,0.7063,,,,,,,0,16,16,17,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,785.9097,787.3099,1.4,787.3103,791.3099,right,1,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,0.7917,,,,,,,0,17,17,2,1,,,,,,,,,
,,2026-01-20_12h48.34.792,ant_ver113,2025.2.3,MacIntel,119.047619,126600,,,,,791.3103,792.61,1.3,792.6106,,,,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,,,,,,,,0,18,18,31,1,,,1,0,1,0,1,2,95
