location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
1,0,16.571,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,16.571,29.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,29.106,45.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,45.799,47.19,1.4,47.191,51.19,,0,51.191,52.19,0,0,0,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,52.19,52.889,0.7,52.89,56.89,,0,56.89,57.89,0,1,1,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,57.89,58.54,0.65,58.541,62.54,,0,62.54,63.54,0,2,2,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,63.541,64.64,1.1,64.64,68.641,left,1,68.642,69.641,0,3,3,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,1.479,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,69.641,70.941,1.3,70.941,74.941,,0,74.942,75.941,0,4,4,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,75.941,77.341,1.4,77.341,81.34,,0,81.34,82.341,0,5,5,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,82.341,83.891,1.55,83.892,87.891,,0,87.891,88.891,0,6,6,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,88.892,89.541,0.65,89.542,93.541,,0,93.541,94.541,0,7,7,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,94.542,95.741,1.2,95.742,99.742,,0,99.742,100.742,0,8,8,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,100.742,101.592,0.85,101.592,105.592,,0,105.592,106.592,0,9,9,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,106.592,107.392,0.8,107.392,111.392,,0,111.392,112.391,0,10,10,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,112.392,113.242,0.85,113.242,117.242,,0,117.242,118.242,0,11,11,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,118.242,119.592,1.35,119.592,123.592,,0,123.592,124.592,0,12,12,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,124.593,125.193,0.6,125.194,129.192,,0,129.192,130.193,0,13,13,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,130.193,131.642,1.45,131.644,135.643,,0,135.643,136.643,0,14,14,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,136.643,137.816,1.15,137.817,141.81,,0,141.81,142.81,0,15,15,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,142.811,144.01,1.2,144.011,148.01,,0,148.01,149.01,0,16,16,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,149.011,149.81,0.8,149.811,153.81,,0,153.811,154.811,0,17,17,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,154.811,156.211,1.4,156.211,160.211,,0,160.211,161.211,0,18,18,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,161.211,161.661,0.45,161.661,165.66,,0,165.66,166.661,0,19,19,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,166.662,168.211,1.55,168.212,172.211,,0,172.211,173.211,0,20,20,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,173.212,173.761,0.55,173.762,177.761,,0,177.761,178.761,0,21,21,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,178.762,180.012,1.25,180.012,184.012,,0,184.012,185.012,0,22,22,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,185.012,186.262,1.25,186.262,190.262,,0,190.262,191.262,0,23,23,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,,,,,,,,,,,,,,,,,,,,,,191.266,225.348,space,24.053,,,,,,
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,225.356,226.547,1.2,226.548,230.547,left,1,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,1.269,,,,,,,0,0,0,31,1
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,230.548,232.097,1.55,232.098,236.097,right,1,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,1.417,,,,,,,0,1,1,2,1
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,236.098,237.597,1.5,237.598,241.597,left,1,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,1,,,,,,,0,2,2,32,1
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,241.598,242.197,0.6,242.198,246.198,right,0,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,1.568,,,,,,,0,3,3,37,1
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,246.199,246.598,0.4,246.599,250.598,left,0,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,1.302,,,,,,,0,4,4,25,1
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,250.598,251.147,0.55,251.148,255.147,right,1,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,0.684,,,,,,,0,5,5,39,1
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,255.147,255.798,0.65,255.798,259.798,right,1,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,0.687,,,,,,,0,6,6,41,1
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,259.798,260.498,0.7,260.499,264.498,,0,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,,,0,7,7,30,1
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,264.499,265.148,0.65,265.149,269.149,right,1,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,0.416,,,,,,,0,8,8,18,1
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,269.15,269.797,0.65,269.799,273.799,left,1,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,0.622,,,,,,,0,9,9,24,1
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,273.799,274.299,0.5,274.299,278.298,right,1,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,0.453,,,,,,,0,10,10,45,1
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,278.299,279.649,1.35,279.65,283.649,left,0,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,0.35,,,,,,,0,11,11,19,1
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,283.65,284.899,1.25,284.9,288.9,left,0,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,0.637,,,,,,,0,12,12,44,1
1,,,2026-03-04_03h39.57.506,ant_ver113,2025.2.3,MacIntel,62.5,129955,129955,,,,,288.901,289.499,0.6,289.501,293.499,right,1,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,0.549,,,,,,,0,13,13,28,1
