location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
3,0.0002,15.1207,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,15.121,39.2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,,,39.269,79.1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,,,,,79.1605,80.3526,1.2,80.3542,84.3527,right,1,1.3873,,84.3532,85.3527,0,0,0,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,
3,,,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,,,,,85.3534,86.7514,1.4,86.752,90.7522,right,1,0.8339,,90.7532,91.7524,0,1,1,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,
3,,,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,,,,,91.7528,92.7523,1,92.7531,96.7524,right,1,0.7328,,96.7533,97.7522,0,2,2,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,
3,,,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,,,,,97.7529,99.2521,1.5,99.2531,103.2522,right,0,0.6535,,103.2532,104.2522,0,3,3,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,
3,,,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,,,,,104.2528,104.6521,0.4,104.653,108.6522,left,1,0.5167,,108.6533,109.6522,0,4,4,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,
3,,,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,,,,,109.6527,110.7022,1.05,110.7029,114.7021,left,1,0.7676,,114.7031,115.702,0,5,5,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,
3,,,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,,,,,115.7027,117.2523,1.55,117.2533,121.2521,right,1,0.615,,121.253,122.2521,0,6,6,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,
3,,,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,,,,,122.2525,123.6521,1.4,123.6528,127.652,right,1,0.7537,,127.6531,128.6522,0,7,7,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,
3,,,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,,,,,128.6526,130.0021,1.35,130.003,134.002,left,1,0.4999,,134.003,135.0022,0,8,8,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,
3,,,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,,,,,135.0027,135.602,0.6,135.6029,139.6011,left,1,0.5842,,139.6021,140.6022,0,9,9,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,
3,,,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,,,,,140.6027,141.8521,1.25,141.8529,145.8521,right,1,0.4694,,145.8533,146.852,0,10,10,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,
3,,,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,,,,,146.8525,148.0019,1.15,148.0026,152.002,right,1,0.5986,,152.0028,153.002,0,11,11,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,
3,,,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,,,,,153.0025,154.4519,1.45,154.4527,158.451,right,1,0.4511,,158.452,159.452,0,12,12,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,
3,,,2026-02-18_16h05.10.473,ant_ver113,2025.2.3,MacIntel,60.24096386,4915,4915,,,,,159.4525,160.1011,0.65,160.102,164.1018,left,1,0.4857,,164.1026,165.1017,0,13,13,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,
